trial,phase,object,toShock,seenBefore,shockedCategory,responseSide,filename,num,name,onsetFixationCross,onsetStimulus,interTrialTime,response,reactionTime,wasShocked,buttonPressed,isResponseCorrect
1,2,tool,0,0,animals,1,t_259.jpg,259,tbd,0.0254138655332099,7.83140748100777,7.70781182572142,,4.50181626829908,0,,0
2,2,animal,0,0,animals,1,a_168.jpg,168,tbd,12.3685765118562,21.6926205409004,9.28941988172096,,4.50063468521512,0,,0
3,2,animal,0,0,animals,1,a_016.jpg,16,tbd,26.2132753124083,35.5040034453432,9.25718062607548,,4.50520642389074,0,,0
4,2,tool,0,0,animals,1,t_261.jpg,261,tbd,40.0244311373658,48.047309716233,7.97994486858143,,4.50233617768572,0,,0
5,2,tool,0,0,animals,1,t_296.jpg,296,tbd,52.5679596767345,59.9738312209488,7.37239297499687,,4.50021933502694,0,,0
6,2,animal,0,0,animals,1,a_025.jpg,25,tbd,64.4942759118594,71.6165312730041,7.0742450778972,,4.50292087528669,0,,0
7,2,tool,0,0,animals,1,t_193.jpg,193,tbd,76.1370423557978,84.994056690351,8.83442706263849,,4.50486131438993,0,,0
8,2,animal,1,0,animals,1,a_060.jpg,60,tbd,89.514513889877,99.088691745073,9.53220405463471,,4.5002109959496,1,,0
9,2,tool,0,0,animals,1,t_327.jpg,327,tbd,103.809413485785,112.482841112698,8.61944678220143,,4.500528201615,0,,0
10,2,animal,1,0,animals,1,a_076.jpg,76,tbd,117.003474074312,125.343353369377,8.30162500073144,,4.50295615599771,1,,0
11,2,animal,1,0,animals,1,a_175.jpg,175,tbd,130.064049772124,136.152182271079,6.04860810151274,,4.50550598920017,1,,0
12,2,animal,1,0,animals,1,a_093.jpg,93,tbd,140.872799452593,147.210934918336,6.30995521705757,,4.50013209545068,1,,0
13,2,tool,0,0,animals,1,t_269.jpg,269,tbd,151.914979466968,158.937304459407,6.9691916080294,,4.50215688752724,0,,0
14,2,tool,0,0,animals,1,t_246.jpg,246,tbd,163.457756527193,173.315571733885,9.83164157953461,,4.50139450343659,0,,0
15,2,tool,0,0,animals,1,t_293.jpg,293,tbd,177.836053950643,186.42621813745,8.55667745138547,,4.50220595978863,0,,0
16,2,animal,1,0,animals,1,a_041.jpg,41,tbd,190.946693618799,199.119824085906,8.14068186821714,,4.500528201615,1,,0
17,2,tool,0,0,animals,1,t_282.jpg,282,tbd,203.840463718782,213.314462315892,9.43887624325895,,4.5048850486869,0,,0
18,2,tool,0,0,animals,1,t_310.jpg,310,tbd,217.835119011802,226.591881281712,8.71984171750197,,4.50044449010966,0,,0
19,2,animal,1,0,animals,1,a_007.jpg,7,tbd,231.112528997077,237.517613460703,6.36290565428638,,4.50457393696297,1,,0
20,2,tool,0,0,animals,1,t_291.jpg,291,tbd,242.23821460553,250.561320167662,8.2892474605946,,4.50032132835531,0,,0
21,2,animal,1,0,animals,1,a_087.jpg,87,tbd,255.065263428582,263.855403175478,8.75354282560376,,4.50469164624383,1,,0
22,2,tool,0,0,animals,1,t_241.jpg,241,tbd,268.576204137422,274.681037242019,6.07242295097918,,4.50043711323406,0,,0
23,2,animal,1,0,animals,1,a_174.jpg,174,tbd,279.201477121924,287.624872274546,8.38083628404693,,4.50504798142492,1,,0
24,2,tool,0,0,animals,1,t_354.jpg,354,tbd,292.345440063065,301.55279891376,9.16339287493628,,4.50459157731848,0,,0
25,2,tool,0,0,animals,1,t_289.jpg,289,tbd,306.073225322848,312.578373580414,6.47364049834837,,4.50541907035768,0,,0
26,2,animal,0,0,animals,1,a_169.jpg,169,tbd,317.098834628745,325.705667027086,8.55442838335972,,4.502563257171,0,,0
27,2,animal,1,0,animals,1,a_002.jpg,2,tbd,330.226113000931,338.449239122097,8.18430255198921,,4.50143299148431,1,,0
28,2,tool,0,0,animals,1,t_271.jpg,271,tbd,343.169943222453,350.459071214778,7.24033903372577,,4.5005631615918,0,,0
29,2,animal,0,0,animals,1,a_069.jpg,69,tbd,354.97947998351,363.302589073714,8.27723090265061,,4.50194103372269,0,,0
30,2,tool,0,0,animals,1,t_180.jpg,180,tbd,367.823246090357,377.430875832767,9.56054993206489,,4.50114625552442,0,,0
31,2,animal,0,0,animals,1,a_090.jpg,90,tbd,381.951375369146,389.140198055028,7.14778446791344,,4.50422497865748,0,,0
32,2,animal,0,0,animals,1,a_061.jpg,61,tbd,393.66081369702,403.685335394818,9.97335207813461,,4.50262644171653,0,,0
33,2,tool,0,0,animals,1,t_222.jpg,222,tbd,408.205935000123,417.113037680783,8.87287327658481,,4.50439432607027,0,,0
34,2,tool,0,0,animals,1,t_320.jpg,320,tbd,421.63349231444,431.44110210721,9.77068484967239,,4.50027129389218,0,,0
35,2,animal,1,0,animals,1,a_085.jpg,85,tbd,435.944944337002,444.751894059744,8.75163125434969,,4.50345938722921,1,,0
36,2,animal,1,0,animals,1,a_120.jpg,120,tbd,449.47272260479,455.577484506497,6.07810711885304,,4.50223642949368,1,,0
37,2,animal,1,0,animals,1,a_035.jpg,35,tbd,460.298106819751,468.121004386056,7.78167808406243,,4.50215560459174,1,,0
38,2,tool,0,0,animals,1,t_305.jpg,305,tbd,472.841592060066,480.264167417259,7.38998927611378,,4.50239711709537,0,,0
39,2,tool,0,0,animals,1,t_340.jpg,340,tbd,484.784637446134,494.025282685435,9.20063198103496,,4.5057718774674,0,,0
40,2,animal,0,0,animals,1,a_064.jpg,64,tbd,498.545774844939,506.902409270381,8.32396840806805,,4.50410181690313,0,,0
41,2,animal,1,0,animals,1,a_128.jpg,128,tbd,511.422854602759,520.913754905564,9.45367079045936,,4.50022190089658,1,,0
42,2,tool,0,0,animals,1,t_209.jpg,209,tbd,525.634348673515,533.824202518359,8.14710244225537,,4.50323198701062,0,,0
43,2,animal,0,0,animals,1,a_147.jpg,147,tbd,538.344664528891,545.900481339893,7.51525268600786,,4.50336701591323,0,,0
44,2,tool,0,0,animals,1,t_279.jpg,279,tbd,550.421121357649,559.71183024656,9.24593732237671,,4.50348697033087,0,,0
45,2,animal,1,0,animals,1,a_036.jpg,36,tbd,564.232281993613,571.738204502417,7.47244165672895,,4.50253791920568,1,,0
46,2,animal,1,0,animals,1,a_140.jpg,140,tbd,576.458856002441,586.166396869532,9.65403323615746,,4.50283363571043,1,,0
47,2,tool,0,0,animals,1,t_187.jpg,187,tbd,590.887211302294,598.343119875218,7.4337931825959,,4.50453993918654,0,,0
48,2,tool,0,0,animals,1,t_242.jpg,242,tbd,602.863505551121,610.169166405344,7.26982594990299,,4.50392156454336,0,,0
49,2,tool,0,0,animals,1,t_251.jpg,251,tbd,614.689827270792,623.930510035941,9.21105462372959,,4.50503322767281,0,,0
50,2,animal,1,0,animals,1,a_008.jpg,8,tbd,628.450952160981,634.92277008942,6.43422842283315,,4.50316014265354,1,,0
51,2,animal,1,0,animals,1,a_157.jpg,157,tbd,639.643350707287,648.083381998071,8.38848325868848,,4.50098685085777,1,,0
52,2,animal,0,0,animals,1,a_127.jpg,127,tbd,652.804025479751,660.326463851565,7.47444563313078,,4.50133067742308,0,,0
53,2,tool,0,0,animals,1,t_264.jpg,264,tbd,664.847117019404,673.220375074392,8.33941067353443,,4.50387698255417,0,,0
54,2,tool,0,0,animals,1,t_240.jpg,240,tbd,677.740890968192,683.995615777042,6.20940090563874,,4.50051408933086,0,,0
55,2,animal,1,0,animals,1,a_122.jpg,122,tbd,688.516263492408,696.70605800151,8.14543420772408,,4.50299785138304,1,,0
56,2,animal,1,0,animals,1,a_159.jpg,159,tbd,701.426721047948,710.066746501378,8.59002081275657,,4.50277397923537,1,,0
57,2,animal,1,0,animals,1,a_079.jpg,79,tbd,714.787537520577,722.610390504892,7.78795235418321,,4.50356619156355,1,,0
58,2,tool,0,0,animals,1,t_192.jpg,192,tbd,727.331039439046,733.585790868796,6.20303901134392,,4.50054167243161,0,,0
