trial,phase,object,toShock,seenBefore,shockedCategory,responseSide,filename,num,name,onsetFixationCross,onsetCertaintyOptions,interTrialTime,wasShocked,buttonPressedCertainty,certaintyRT
1,4,animal,0,0,animals,1,a_027.jpg,27,tbd,0.0266679348478647,2.82880472714487,1.58710391676774,0,1,1.09073119679772
2,4,tool,0,0,animals,1,t_277.jpg,277,tbd,3.94619327457713,6.76512496823409,1.72074253149746,0,4,0.296546035287292
3,4,animal,0,0,animals,1,a_116.jpg,116,tbd,7.08237521527917,9.76774568359212,1.62763489493384,0,3,2.89000351609707
4,4,animal,0,0,animals,1,a_012.jpg,12,tbd,12.6702015738832,15.6224876196244,1.88973764429436,0,4,0.0944468971309789
5,4,tool,0,0,animals,1,t_300.jpg,300,tbd,15.7227127426338,18.2243848879672,1.44716462494559,0,4,1.69972662345538
6,3,tool,0,1,animals,1,t_233.jpg,233,tbd,19.9427761773521,22.2779098960577,1.24801716086619,0,2,1.7933465559023
7,1,animal,0,1,animals,1,a_029.jpg,29,tbd,24.0794603870851,26.4812656689924,1.34153062296817,0,1,0.222059473870559
8,4,animal,0,0,animals,1,a_146.jpg,146,tbd,26.7149118567031,29.7670852928294,1.98287277458013,0,2,0.978304720997471
9,4,animal,0,0,animals,1,a_081.jpg,81,tbd,30.7515178394777,33.787109341445,1.96348412679958,0,4,0.0302372860879814
10,4,tool,0,0,animals,1,t_320.jpg,320,tbd,33.8373952595341,36.6061218600034,1.70450899184648,0,4,0.943580483052756
11,1,tool,0,1,animals,1,t_254.jpg,254,tbd,37.5570364482887,39.7587070861737,1.13252394163986,0,4,1.64612431853425
12,4,tool,0,0,animals,1,t_230.jpg,230,tbd,41.410149377675,44.1787938703078,1.6814719820908,0,3,1.57618447856134
13,4,animal,0,0,animals,1,a_151.jpg,151,tbd,45.763694175037,48.7659822895107,1.9334470686978,0,2,1.55717426928572
14,4,tool,0,0,animals,1,t_357.jpg,357,tbd,50.3340190558604,53.2362850717795,1.80824603922008,0,4,0.532877405837326
15,4,tool,0,0,animals,1,t_203.jpg,203,tbd,53.7868354348341,56.7724672049219,1.91661414978496,0,2,1.113933396005
16,4,tool,0,0,animals,1,t_354.jpg,354,tbd,57.8900459474596,60.8589110407563,1.88212596344959,0,3,1.2156181782475
17,3,tool,0,1,animals,1,t_335.jpg,335,tbd,62.0935633701974,64.5118649503563,1.33317668323103,0,1,0.380767507063865
18,4,tool,0,0,animals,1,t_348.jpg,348,tbd,64.912489290647,67.2808276108553,1.29027687058093,0,4,2.49097514687742
19,4,animal,0,0,animals,1,a_135.jpg,135,tbd,69.7831223003707,72.2516616885582,1.40138076636813,0,2,1.21527916268838
20,1,tool,0,1,animals,1,t_353.jpg,353,tbd,73.4861222192251,75.8545875499931,1.29630914260657,0,1,0.434467315040592
21,4,tool,0,0,animals,1,t_269.jpg,269,tbd,76.3050699495689,78.7902987177172,1.41845610683239,0,4,0.621851830849891
22,4,animal,0,0,animals,1,a_165.jpg,165,tbd,79.4242661523381,82.0929074697069,1.58299180123393,0,3,1.23836269041294
23,3,animal,0,1,animals,1,a_071.jpg,71,tbd,83.3440609084055,85.7290706474855,1.30749289732648,0,1,0.0562863179372926
24,2,animal,0,1,animals,1,a_077.jpg,77,tbd,85.7961052812764,88.28109927233,1.42478559997914,0,1,0.593360411599633
25,3,tool,0,1,animals,1,t_346.jpg,346,tbd,88.8819317046687,90.9999893026745,1.03767226203734,0,1,0.355553665863681
26,2,animal,0,1,animals,1,a_059.jpg,59,tbd,91.3672964639211,94.0691317985795,1.60604423292295,0,1,0.357521367335039
