trial,phase,object,toShock,seenBefore,shockedCategory,responseSide,filename,num,name,onsetFixationCross,onsetStimulus,interTrialTime,response,reactionTime,wasShocked,buttonPressed,isResponseCorrect
1,3,tool,0,0,tools,2,t_347.jpg,347,tbd,0.031352616753793,7.23708246832939,7.13239546358116,tool,1.47832051299156,0,1,1
2,3,tool,0,0,tools,2,t_184.jpg,184,tbd,9.82281823430822,15.9275509763729,6.07183038406836,tool,0.801233825275631,0,1,1
3,3,tool,0,0,tools,2,t_323.jpg,323,tbd,18.4966699610968,25.3020751619233,6.77089025190442,tool,0.575984836562384,0,1,1
4,3,animal,0,0,tools,2,a_063.jpg,63,tbd,27.8376792971312,33.6254493743518,5.74532373030064,animal,0.702144784628217,0,2,1
5,3,animal,0,0,tools,2,a_111.jpg,111,tbd,36.1778415647723,41.3986290914099,5.17974056774951,animal,0.979352647064843,0,2,1
6,3,animal,0,0,tools,2,a_078.jpg,78,tbd,43.9509410973933,48.3041891444209,4.31460752081336,animal,0.690101723661428,0,2,1
7,3,tool,0,0,tools,2,t_293.jpg,293,tbd,50.8399340835003,55.710262698567,4.83616560856718,tool,1.18640361742564,0,1,1
8,3,animal,0,0,tools,2,a_139.jpg,139,tbd,58.245899869763,64.4174355492714,6.11946277899174,animal,0.976181512950461,0,2,1
9,3,animal,0,0,tools,2,a_048.jpg,48,tbd,66.9531641307258,72.0905874262935,5.11220322556814,animal,0.690848080401338,0,2,1
10,3,animal,0,0,tools,2,a_134.jpg,134,tbd,74.6261206784584,81.7316594344838,7.06275748518252,animal,0.538377694117116,0,2,1
11,3,tool,0,0,tools,2,t_353.jpg,353,tbd,84.2673876951994,91.7065222549491,7.39147511002333,tool,0.931793333033056,0,1,1
12,3,animal,0,0,tools,2,a_176.jpg,176,tbd,94.2589599901294,100.830890882691,6.53156472388757,animal,0.778864612508187,0,2,1
13,3,animal,0,0,tools,2,a_179.jpg,179,tbd,103.383119496861,107.936560499717,4.51275320717643,animal,0.705548453612209,0,2,1
14,3,animal,0,0,tools,2,a_022.jpg,22,tbd,110.488885335211,117.511065312709,6.97363059145514,animal,0.932300098676023,0,2,1
15,3,tool,0,0,tools,2,t_330.jpg,330,tbd,120.06350304789,125.951368640812,5.83981179268977,tool,0.865272324069338,0,1,1
16,3,animal,0,0,tools,2,a_125.jpg,125,tbd,128.487115825055,132.940630661742,4.41901077687696,animal,0.802640260301814,0,2,1
17,3,tool,0,0,tools,2,t_298.jpg,298,tbd,135.476188289976,143.03212944358,7.51233239549925,tool,1.08232485962981,0,1,1
18,3,tool,0,0,tools,2,t_282.jpg,282,tbd,145.567773671006,151.805987200237,6.19120155136579,tool,0.70620436230729,0,1,1
19,3,animal,0,0,tools,2,a_041.jpg,41,tbd,154.358350844998,162.281403614055,7.87947164759631,animal,0.551245051097794,0,2,1
20,3,animal,0,0,tools,2,a_100.jpg,100,tbd,164.833605606992,172.10618426151,7.22720290612553,animal,0.917498372336922,0,2,1
21,3,animal,0,0,tools,2,a_079.jpg,79,tbd,174.64172809802,178.895063770601,4.20792064703219,animal,0.622345874367056,0,2,1
22,3,tool,0,0,tools,2,t_261.jpg,261,tbd,181.447316760839,185.850851675709,4.37783019648111,tool,0.866958763149341,0,1,1
23,3,animal,0,0,tools,2,a_036.jpg,36,tbd,188.402945900762,194.908070327764,6.46866413300238,animal,0.550083018235455,0,2,1
24,3,tool,0,0,tools,2,t_314.jpg,314,tbd,197.460495233435,205.016369673587,7.50783329567566,tool,1.27029097176273,0,1,1
25,3,animal,0,0,tools,2,a_173.jpg,173,tbd,207.552095368402,212.072184135781,4.47535788120495,animal,0.845377923765227,0,2,1
26,3,animal,0,0,tools,2,a_037.jpg,37,tbd,214.60792041494,219.244751949363,4.57894021619448,animal,0.708271517093635,0,2,1
27,3,animal,0,0,tools,2,a_177.jpg,177,tbd,221.780473795324,228.969564734739,7.14278131289229,animal,0.734249671004363,0,2,1
28,3,tool,0,0,tools,2,t_180.jpg,180,tbd,231.521768010626,237.159481253118,5.59281215619186,tool,0.7568725873316,0,1,1
29,3,animal,0,0,tools,2,a_160.jpg,160,tbd,239.711866387308,244.382116549922,4.62316918353701,animal,0.734015532448211,0,2,1
30,3,animal,0,0,tools,2,a_092.jpg,92,tbd,246.951203460872,252.655700396543,5.65853049479313,animal,0.752232795067357,0,2,1
31,3,animal,0,0,tools,2,a_141.jpg,141,tbd,255.207904955381,261.212664382825,5.97265847608719,animal,0.794326417132652,0,2,1
32,3,tool,0,0,tools,2,t_215.jpg,215,tbd,263.765001406354,269.969977524221,6.15440793928877,tool,0.494749983402471,0,1,1
33,3,tool,0,0,tools,2,t_183.jpg,183,tbd,272.505564660328,276.84211477945,4.30156898119177,tool,0.622486998976456,0,1,1
