trial,phase,object,toShock,seenBefore,shockedCategory,responseSide,filename,num,name,onsetFixationCross,onsetStimulus,interTrialTime,response,reactionTime,wasShocked,buttonPressed,isResponseCorrect
1,2,tool,0,0,animals,2,t_339.jpg,339,tbd,0.0263568315531302,9.46713132340847,9.33006283254611,0,1.10370745712044,0,2,1
2,2,tool,0,0,animals,2,t_267.jpg,267,tbd,14.0376381403685,22.8783264179165,8.81443584436739,0,0.722137625457435,0,2,1
3,2,animal,1,0,animals,2,a_087.jpg,87,tbd,27.4154906215308,35.1882758311594,7.73427618277868,1,0.728750275609855,1,1,1
4,2,tool,0,0,animals,2,t_227.jpg,227,tbd,39.9424807030373,47.1816625395304,7.18852296552118,0,1.59799864594152,0,2,1
5,2,animal,1,0,animals,2,a_060.jpg,60,tbd,51.7355176148203,59.5416313253327,7.75596028471362,1,1.61063378879226,1,1,1
6,2,animal,0,0,animals,2,a_110.jpg,110,tbd,64.2957941805653,72.2855985690276,7.95237258279133,1,1.02818237735391,0,1,0
7,2,animal,1,0,animals,2,a_020.jpg,20,tbd,76.8227942049416,84.0619587215961,7.18899219083394,1,2.45844308582491,1,1,1
8,2,tool,0,0,animals,2,t_212.jpg,212,tbd,88.8160429960808,96.355407781386,7.49013720018199,0,1.40753110011156,0,2,1
9,2,animal,0,0,animals,2,a_079.jpg,79,tbd,100.892629717795,110.833796792654,9.88855627926872,1,1.05687942515488,0,1,0
10,2,animal,1,0,animals,2,a_049.jpg,49,tbd,115.371181022364,122.443546193836,7.03342071693651,1,2.52070341454237,1,1,1
11,2,animal,0,0,animals,2,a_129.jpg,129,tbd,127.180881222375,135.771026170179,8.54097467421748,1,1.477764327773,0,1,0
12,2,tool,0,0,animals,2,t_327.jpg,327,tbd,140.325000239173,146.830303637839,6.49134588864187,0,1.55001307144266,0,2,1
13,2,animal,1,0,animals,2,a_001.jpg,1,tbd,151.38415999608,159.140356328636,7.71666219484091,1,0.980513371012421,1,1,1
14,2,animal,1,0,animals,2,a_177.jpg,177,tbd,163.894420717381,172.267850545734,8.32947074954743,0,0.877663359529834,1,2,0
