trial,phase,object,toShock,seenBefore,shockedCategory,responseSide,filename,num,name,onsetFixationCross,onsetCertaintyOptions,interTrialTime,wasShocked,buttonPressedCertainty,certaintyRT
1,2,tool,0,1,tools,1,t_258.jpg,258,tbd,0.0309028803180809,2.98331337074887,1.83742095349359,0,1,1.64713240744868
2,4,animal,0,0,tools,1,a_082.jpg,82,tbd,4.66820658726238,7.52049940048573,1.78355119381234,0,1,0.971028257506532
3,1,animal,0,1,tools,1,a_000.jpg,0,tbd,8.50476259972129,11.4401466190343,1.84751557610318,0,3,3.59861533591447
4,4,animal,0,0,tools,1,a_128.jpg,128,tbd,15.0432780707943,17.595137027492,1.46771929706259,0,3,1.89979553984358
5,2,animal,0,1,tools,1,a_036.jpg,36,tbd,19.5136963172081,21.8987156783001,1.31086676809424,0,3,1.04432489676265
6,4,tool,0,0,tools,1,t_247.jpg,247,tbd,22.9498136942088,25.9186338847826,1.89752143046507,0,4,1.06252781922421
7,3,tool,0,1,tools,1,t_223.jpg,223,tbd,26.9863997914922,29.8052333406258,1.74235907879992,0,3,0.670019966860309
8,3,tool,0,1,tools,1,t_307.jpg,307,tbd,30.4892310685477,33.0745140086242,1.49676692797236,0,2,1.42591818008532
9,4,tool,0,0,tools,1,t_315.jpg,315,tbd,34.5091707641909,36.7774417623882,1.19960876629978,0,2,0.379104846157134
10,2,tool,0,1,tools,1,t_238.jpg,238,tbd,37.1613356687999,39.6465448721901,1.41970585295385,0,1,0.280070607510424
11,4,tool,0,0,tools,1,t_336.jpg,336,tbd,39.9468905269378,42.6822861568121,1.6804102424043,0,3,1.18750139878284
12,3,tool,0,1,tools,1,t_302.jpg,302,tbd,43.8834208486242,46.0016635099955,1.04878402959548,0,3,1.22720759385129
13,4,tool,0,0,tools,1,t_195.jpg,195,tbd,47.2361375114792,50.1383557380718,1.82137387348286,0,3,1.70567272897142
14,4,animal,0,0,tools,1,a_085.jpg,85,tbd,51.8565254004452,54.2581956534495,1.3208775805978,0,2,1.34798308953714
15,1,tool,0,1,tools,1,t_338.jpg,338,tbd,55.6262603877808,58.5783607286889,1.873520633738,0,1,0.992102388374406
16,4,animal,0,0,tools,1,a_104.jpg,104,tbd,59.5794505819244,61.6977423155577,1.02440347669391,0,4,1.1376529615095
17,3,animal,0,1,tools,1,a_083.jpg,83,tbd,62.848775831912,65.0338597246318,1.12375917181629,0,1,1.34462276218346
