trial,phase,object,toShock,seenBefore,shockedCategory,responseSide,filename,num,name,onsetFixationCross,onsetCertaintyOptions,interTrialTime,wasShocked,buttonPressedCertainty,certaintyRT
1,2,animal,0,1,animals,1,a_144.jpg,144,tbd,0.0325353654061473,2.8011203023234,1.63709315777106,0,2,4.73880594839829
2,4,tool,0,0,animals,1,t_346.jpg,346,tbd,7.57159595855046,9.95706118615362,1.320783537449,0,4,6.56765784397703
3,3,tool,0,1,animals,1,t_266.jpg,266,tbd,16.5289991269401,18.5971724675737,1.00985121036275,0,3,11.9384556441355
4,4,animal,0,0,animals,1,a_037.jpg,37,tbd,30.5404845651947,33.526031707931,1.89231798460464,0,2,7.52390637462031
5,4,tool,0,0,animals,1,t_356.jpg,356,tbd,41.0656340186179,43.784208387392,1.64863114608483,0,2,3.74449189783627
6,3,animal,0,1,animals,1,a_122.jpg,122,tbd,47.537182942704,49.6722277699109,1.03639598706269,0,1,1.78671796243634
7,2,animal,0,1,animals,1,a_135.jpg,135,tbd,51.4738696647864,53.575553479428,1.04565809986628,0,2,3.35283171798801
8,4,animal,0,0,animals,1,a_168.jpg,168,tbd,56.9450372376841,59.6638236107774,1.65791438920095,0,4,3.6968534687976
9,2,tool,0,1,animals,1,t_239.jpg,239,tbd,63.3669700948576,66.1189269652887,1.67747295319138,0,2,2.31592372241084
10,4,animal,0,0,animals,1,a_006.jpg,6,tbd,68.4543428160914,71.1896613565905,1.67114770611594,0,3,3.19350101017335
11,4,animal,0,0,animals,1,a_070.jpg,70,tbd,74.3925061915597,77.1112280973784,1.65551874529968,0,4,6.8010463754099
12,4,tool,0,0,animals,1,t_322.jpg,322,tbd,83.9167075590995,86.6687433297766,1.670058506945,0,4,1.35462750041825
13,3,animal,0,1,animals,1,a_096.jpg,96,tbd,88.0368177885166,90.9388480586276,1.83571402285359,0,1,1.72669604356361
14,4,tool,0,0,animals,1,t_349.jpg,349,tbd,92.6738792226215,95.2091558112825,1.46075789465107,0,3,2.29257566423894
15,3,tool,0,1,animals,1,t_350.jpg,350,tbd,97.5111221272928,99.9796122235475,1.40474304926391,0,1,0.547033447956892
16,4,tool,0,0,animals,1,t_302.jpg,302,tbd,100.530173008649,102.798565987041,1.20091757743178,0,3,2.33737785394533
17,4,animal,0,0,animals,1,a_112.jpg,112,tbd,105.150598357952,107.302044814352,1.0671395403116,0,1,2.07505121398299
18,3,tool,0,1,animals,1,t_284.jpg,284,tbd,109.387391467074,112.006018788818,1.54384624038008,0,1,2.84326570462235
19,1,animal,0,1,animals,1,a_080.jpg,80,tbd,114.858464744555,117.894060622626,1.95736700373683,0,2,3.376942799272
20,4,tool,0,0,animals,1,t_306.jpg,306,tbd,121.279999572438,124.098928318781,1.749621370324,0,3,4.36076568297267
21,3,animal,0,1,animals,1,a_056.jpg,56,tbd,128.469464721783,130.971357525856,1.40673298352956,0,2,3.0515309223465
22,4,animal,0,0,animals,1,a_076.jpg,76,tbd,134.040595057612,136.75914023971,1.62038257221989,0,4,1.49387456755721
23,1,tool,0,1,animals,1,t_348.jpg,348,tbd,138.260666446298,141.296267776826,1.9701043467209,0,2,1.96688218399777
24,4,tool,0,0,animals,1,t_237.jpg,237,tbd,143.281405023163,145.799845710544,1.44652262704727,0,4,0.622028452544328
25,4,animal,0,0,animals,1,a_109.jpg,109,tbd,146.433945498829,148.718967826636,1.2177376948525,0,4,0.972375373077739
26,1,tool,0,1,animals,1,t_327.jpg,327,tbd,149.703203493332,151.871308806557,1.09014394214046,0,3,4.70528039995406
27,2,tool,0,1,animals,1,t_355.jpg,355,tbd,156.5921539629,158.81025220397,1.1238530029998,0,3,1.89346165627012
28,1,animal,0,1,animals,1,a_160.jpg,160,tbd,160.712081374674,163.030305631624,1.23308695701189,0,2,2.3195220226562
29,1,tool,0,1,animals,1,t_246.jpg,246,tbd,165.365838229132,167.784425202702,1.35665415667002,0,1,0.528501191387477
30,4,animal,0,0,animals,1,a_095.jpg,95,tbd,168.318252720991,170.820031985686,1.43472945082231,0,3,5.17706730770806
31,4,animal,0,0,animals,1,a_008.jpg,8,tbd,176.007766782073,178.426227386956,1.33069765698826,0,3,10.7413637917398
32,4,animal,0,0,animals,1,a_110.jpg,110,tbd,189.185121705849,191.803723048244,1.54259478041857,0,4,0.67599429643542
33,4,tool,0,0,animals,1,t_329.jpg,329,tbd,192.487729487274,195.439803040264,1.85296626090387,0,3,1.95670693885313
34,4,tool,0,0,animals,1,t_325.jpg,325,tbd,197.408394327688,199.96011712739,1.48791899898873,0,4,0.491949529848171
35,4,tool,0,0,animals,1,t_331.jpg,331,tbd,200.46082257898,202.879319747391,1.34540412228537,0,2,3.13678456258276
36,3,animal,0,1,animals,1,a_048.jpg,48,tbd,206.031945537958,208.56705887367,1.47106442337287,0,1,0.885122926609256
37,3,tool,0,1,animals,1,t_207.jpg,207,tbd,209.468083326012,211.552984801735,1.02183914127877,0,3,1.34034399002394
38,4,tool,0,0,animals,1,t_305.jpg,305,tbd,212.904176532219,215.622748976597,1.62578712685809,0,3,2.83778374118629
39,4,tool,0,0,animals,1,t_200.jpg,200,tbd,218.475360751144,220.610145143392,1.06237263585907,0,4,0.749133220845579
40,4,animal,0,0,animals,1,a_044.jpg,44,tbd,221.377701169783,223.612573731453,1.17563493822784,0,1,0.5586705927808
