trial,phase,object,toShock,seenBefore,shockedCategory,responseSide,filename,num,name,onsetFixationCross,onsetStimulus,interTrialTime,response,reactionTime,wasShocked,buttonPressed,isResponseCorrect
1,1,animal,0,0,tools,1,a_006.jpg,6,tbd,0.0311834167405323,7.03679148029187,6.92828056498029,animal,0.829183017372088,0,1,1
2,1,tool,0,0,tools,1,t_358.jpg,358,tbd,9.60562649128678,17.4789124797562,7.84363538118176,tool,0.928409338737765,0,2,1
3,1,animal,0,0,tools,1,a_140.jpg,140,tbd,20.0143550565208,27.1867694136763,7.14487203089257,animal,0.687004734513721,0,1,1
4,1,animal,0,0,tools,1,a_010.jpg,10,tbd,29.7223229649908,34.4760341976671,4.71056664573256,animal,0.541034393584596,0,1,1
5,1,tool,0,0,tools,1,t_245.jpg,245,tbd,37.028266646369,43.6834353661716,6.61486218527109,tool,0.656012044721138,0,2,1
6,1,animal,0,0,tools,1,a_071.jpg,71,tbd,46.235762752638,52.6240720008591,6.35011776652839,animal,0.729741161620041,0,1,1
7,1,animal,0,0,tools,1,a_067.jpg,67,tbd,55.1764074057173,61.2478791848253,6.02584367728101,animal,0.563314619073935,0,1,1
8,1,tool,0,0,tools,1,t_320.jpg,320,tbd,63.8000680134728,70.8558606283414,7.02086115247744,tool,0.708683259847021,0,2,1
9,1,tool,0,0,tools,1,t_195.jpg,195,tbd,73.3912185308836,79.396035660222,5.95626894146566,tool,0.854892228130666,0,2,1
10,1,animal,0,0,tools,1,a_037.jpg,37,tbd,81.9481783029305,86.1015236403318,4.11420612086903,animal,0.666644432867542,0,1,1
11,1,tool,0,0,tools,1,t_259.jpg,259,tbd,88.6535883442666,95.1754079933053,6.47167788800175,tool,0.968144962723272,0,2,1
12,1,tool,0,0,tools,1,t_281.jpg,281,tbd,97.7277786790892,104.349517759322,6.57437393014628,tool,0.818429711868703,0,2,1
13,1,animal,0,0,tools,1,a_004.jpg,4,tbd,106.90191346249,113.056846120824,6.11156652914555,animal,0.677082455185882,0,1,1
14,1,animal,0,0,tools,1,a_012.jpg,12,tbd,115.592332959114,120.87986769479,5.25820990128089,animal,0.84272191234686,0,1,1
15,1,animal,0,0,tools,1,a_111.jpg,111,tbd,123.415447225695,130.954557735819,7.49497699461034,animal,0.651356245434727,0,1,1
16,1,tool,0,0,tools,1,t_242.jpg,242,tbd,133.523631053431,137.927121042629,4.3596979853685,tool,0.744167211517379,0,2,1
17,1,animal,0,0,tools,1,a_109.jpg,109,tbd,140.479309229805,148.185480376936,7.65804063336643,animal,0.747215804256484,0,1,1
18,1,animal,0,0,tools,1,a_099.jpg,99,tbd,150.737641622314,158.677414836522,7.90728696766473,animal,0.839655679144016,0,1,1
19,1,tool,0,0,tools,1,t_208.jpg,208,tbd,161.212845546066,166.383674506703,5.14334693594872,tool,0.677667156350253,0,2,1
20,1,animal,0,0,tools,1,a_116.jpg,116,tbd,168.935872957421,173.055586591767,4.06615093029766,animal,0.676697572357625,0,1,1
21,1,tool,0,0,tools,1,t_184.jpg,184,tbd,175.591337074795,183.464290460352,7.82094437570738,tool,0.970842991353493,0,2,1
22,1,tool,0,0,tools,1,t_359.jpg,359,tbd,186.016478326793,190.08622871745,4.03551688090061,tool,0.857194468918351,0,2,1
23,1,animal,0,0,tools,1,a_130.jpg,130,tbd,192.63855802833,199.577210912769,6.89933767187042,animal,0.97952755165079,0,1,1
24,1,animal,0,0,tools,1,a_142.jpg,142,tbd,202.129640613921,207.66736041409,5.51189072327136,animal,0.67289525074375,0,1,1
25,1,tool,0,0,tools,1,t_336.jpg,336,tbd,210.202895683469,217.425139858267,7.17179956878466,tool,0.812406295598521,0,2,1
26,1,tool,0,0,tools,1,t_282.jpg,282,tbd,219.977501563452,227.700171675248,7.68125721998178,tool,1.2278042387843,0,2,1
27,1,animal,0,0,tools,1,a_141.jpg,141,tbd,230.252599772721,237.541532274537,7.24423186395159,animal,1.66483965313637,0,1,1
28,1,animal,0,0,tools,1,a_151.jpg,151,tbd,240.077269928137,246.131876783156,6.00829956700489,animal,1.02475962316657,0,1,1
29,1,tool,0,0,tools,1,t_232.jpg,232,tbd,248.667591023052,254.221809146414,5.52735595428949,tool,1.26522896211827,0,2,1
30,1,tool,0,0,tools,1,t_343.jpg,343,tbd,256.77421543386,262.595308103381,5.77687600674019,tool,0.632569152352517,0,2,1
31,1,tool,0,0,tools,1,t_289.jpg,289,tbd,265.131029720197,273.003800927882,7.84063071279056,tool,0.695889754617383,0,2,1
