,subject,condition,stimulus,memory_condition,phase,buttonPressedCertainty,Low,High,Low_and_High
5981,103,CS-,animals/turkey.jpg,Old,2,4,0,0,0
5982,103,CS+,tools/wrench.jpg,Old,2,1,0,1,1
5983,103,CS+,tools/weldinghelmet.jpg,Old,1,1,0,1,1
5984,103,CS+,tools/crank.jpg,New,4,1,0,1,1
5985,103,CS+,tools/routerplane.jpg,Old,2,1,0,1,1
5986,103,CS-,animals/dockbug2.jpg,New,4,1,0,1,1
5987,103,CS+,tools/squeegee.jpg,Old,3,1,0,1,1
5988,103,CS-,animals/toucan.jpg,New,4,1,0,1,1
5989,103,CS-,animals/cow.jpg,Old,1,1,0,1,1
5990,103,CS-,animals/cat.jpg,Old,3,1,0,1,1
5991,103,CS-,animals/lobsterspiny.jpg,New,4,1,0,1,1
5992,103,CS+,tools/airpump.jpg,Old,3,4,0,0,0
5993,103,CS-,animals/waterbuffalo.jpg,Old,1,1,0,1,1
5994,103,CS-,animals/canary.jpg,Old,3,1,0,1,1
5995,103,CS+,tools/clippers.jpg,New,4,4,0,0,0
5996,103,CS+,tools/staplegun.jpg,New,4,1,0,1,1
5997,103,CS+,tools/smartphone.jpg,New,4,1,0,1,1
5998,103,CS-,animals/penguin.jpg,New,4,1,0,1,1
5999,103,CS+,tools/paintroller.jpg,Old,1,1,0,1,1
6000,104,CS+,animals/seaslug.jpg,New,4,3,0,0,0
6001,104,CS-,tools/extensioncord.jpg,Old,3,2,1,0,1
6002,104,CS+,animals/elephantafrican.jpg,Old,3,1,0,1,1
6003,104,CS-,tools/lantern.jpg,New,4,2,1,0,1
6004,104,CS+,animals/baldeagle.jpg,Old,2,1,0,1,1
6005,104,CS+,animals/highlandcow.jpg,New,4,3,0,0,0
6006,104,CS-,tools/keys.jpg,New,4,3,0,0,0
6007,104,CS-,tools/beaker.jpg,Old,2,2,1,0,1
6008,104,CS+,animals/dragonfly.jpg,Old,1,1,0,1,1
6009,104,CS+,animals/octopus.jpg,New,4,4,0,0,0
6010,104,CS+,animals/tiger.jpg,Old,1,3,0,0,0
6011,104,CS-,tools/carpetblower.jpg,Old,3,1,0,1,1
6012,104,CS+,animals/ladybug.jpg,New,4,4,0,0,0
6013,104,CS-,tools/mallet.jpg,Old,2,2,1,0,1
6014,104,CS-,tools/burnisher.jpg,New,4,2,1,0,1
6015,104,CS-,tools/drillbit.jpg,Old,1,2,1,0,1
6016,104,CS-,tools/reflexhammer.jpg,Old,1,3,0,0,0
6017,104,CS-,tools/electricdrill.jpg,New,4,2,1,0,1
6018,104,CS+,animals/reindeer.jpg,Old,3,2,1,0,1
6019,104,CS+,animals/shark.jpg,Old,2,4,0,0,0
6020,104,CS-,tools/dremel.jpg,New,4,3,0,0,0
6021,104,CS+,animals/monkey.jpg,New,4,2,1,0,1
6022,104,CS-,tools/bolt.jpg,New,4,2,1,0,1
6023,104,CS+,animals/zebra.jpg,Old,3,2,1,0,1
6024,104,CS-,tools/engine.jpg,New,4,4,0,0,0
6025,104,CS+,animals/waterdragon.jpg,New,4,3,0,0,0
6026,104,CS-,tools/padlock.jpg,Old,3,3,0,0,0
6027,104,CS-,tools/viceclamp.jpg,Old,2,3,0,0,0
6028,104,CS-,tools/gong.jpg,Old,1,2,1,0,1
6029,104,CS-,tools/cheesegrater.jpg,Old,1,1,0,1,1
6030,104,CS-,tools/campingstove.jpg,Old,3,2,1,0,1
6031,104,CS+,animals/finch.jpg,Old,3,2,1,0,1
6032,104,CS+,animals/panda.jpg,New,4,2,1,0,1
6033,104,CS+,animals/crow.jpg,Old,1,2,1,0,1
6034,104,CS+,animals/aardvark.jpg,Old,3,2,1,0,1
6035,104,CS-,tools/magnet.jpg,New,4,2,1,0,1
6036,104,CS-,tools/sander.jpg,Old,2,3,0,0,0
6037,104,CS+,animals/duck.jpg,Old,2,1,0,1,1
6038,104,CS+,animals/woodlouse.jpg,New,4,2,1,0,1
6039,104,CS+,animals/palmcockatoo.jpg,Old,2,3,0,0,0
6040,104,CS+,animals/hermitcrab.jpg,New,4,3,0,0,0
6041,104,CS+,animals/assassinbug.jpg,Old,2,1,0,1,1
6042,104,CS+,animals/ant.jpg,Old,2,2,1,0,1
6043,104,CS-,tools/wateringcan.jpg,New,4,2,1,0,1
6044,104,CS+,animals/pike.jpg,Old,1,1,0,1,1
6045,104,CS+,animals/crane.jpg,New,4,3,0,0,0
6046,104,CS-,tools/beadingtool.jpg,Old,1,4,0,0,0
6047,104,CS+,animals/skunk.jpg,Old,3,2,1,0,1
6048,104,CS+,animals/flea.jpg,Old,1,1,0,1,1
6049,104,CS+,animals/balloonfish.jpg,New,4,1,0,1,1
6050,104,CS-,tools/pruner.jpg,Old,2,2,1,0,1
6051,104,CS-,tools/whistle.jpg,New,4,2,1,0,1
6052,104,CS-,tools/screwdriver.jpg,Old,3,1,0,1,1
6053,104,CS-,tools/grapplinghook.jpg,New,4,3,0,0,0
6054,104,CS-,tools/treadmill.jpg,Old,3,2,1,0,1
6055,104,CS+,animals/flounder.jpg,New,4,2,1,0,1
6056,104,CS-,tools/vegetablepeeler.jpg,Old,2,2,1,0,1
6057,104,CS-,tools/microscope.jpg,New,4,2,1,0,1
6058,104,CS+,animals/prayingmantis.jpg,Old,1,1,0,1,1
6059,104,CS-,tools/plunger.jpg,Old,1,1,0,1,1
6060,104,CS-,tools/whisk.jpg,New,4,3,0,0,0
6061,104,CS-,tools/electricbreaker.jpg,Old,1,1,0,1,1
6062,104,CS-,tools/bucket.jpg,Old,3,2,1,0,1
6063,104,CS+,animals/snail.jpg,Old,2,2,1,0,1
6064,104,CS-,tools/benchdogs.jpg,Old,2,3,0,0,0
6065,104,CS-,tools/tubeflaring.jpg,Old,2,4,0,0,0
6066,104,CS+,animals/ostrich.jpg,Old,1,1,0,1,1
6067,104,CS-,tools/mellonballer.jpg,New,4,3,0,0,0
6068,104,CS+,animals/rhino.jpg,Old,3,1,0,1,1
6069,104,CS+,animals/catfish.jpg,Old,2,2,1,0,1
6070,104,CS-,tools/caulkinggun.jpg,New,4,3,0,0,0
6071,104,CS+,animals/koala.jpg,New,4,1,0,1,1
6072,104,CS+,animals/stickinsect.jpg,New,4,1,0,1,1
6073,104,CS-,tools/paintbrush.jpg,Old,3,3,0,0,0
6074,104,CS+,animals/bullfrog.jpg,New,4,2,1,0,1
6075,104,CS-,tools/transmissionwrench.jpg,Old,1,3,0,0,0
6076,104,CS-,tools/level.jpg,New,4,3,0,0,0
6077,104,CS+,animals/angelfish.jpg,Old,1,2,1,0,1
6078,104,CS+,animals/tortoise.jpg,New,4,2,1,0,1
6079,104,CS+,animals/llama.jpg,Old,3,3,0,0,0
6080,104,CS+,animals/caterpillarpeacockmoth.jpg,Old,1,1,0,1,1
6081,104,CS+,animals/pelican.jpg,Old,1,2,1,0,1
6082,104,CS+,animals/earthworm.jpg,New,4,3,0,0,0
6083,104,CS+,animals/beardeddragon.jpg,New,4,3,0,0,0
6084,104,CS-,tools/microwave.jpg,Old,3,4,0,0,0
6085,104,CS-,tools/rollingpin.jpg,Old,1,2,1,0,1
6086,104,CS+,animals/tragopan.jpg,New,4,3,0,0,0
6087,104,CS+,animals/mahimahi.jpg,Old,2,2,1,0,1
6088,104,CS-,tools/flashlight.jpg,New,4,2,1,0,1
6089,104,CS-,tools/clamp.jpg,New,4,2,1,0,1
6090,104,CS-,tools/scratchawl.jpg,New,4,3,0,0,0
6091,104,CS-,tools/carabiner.jpg,New,4,3,0,0,0
6092,104,CS-,tools/ruler.jpg,Old,2,1,0,1,1
6093,104,CS+,animals/hyena.jpg,Old,3,2,1,0,1
6094,104,CS-,tools/ropeandpulley.jpg,Old,1,3,0,0,0
6095,104,CS+,animals/malaysianjunglenymph.jpg,New,4,3,0,0,0
6096,104,CS+,animals/flamingo.jpg,Old,3,2,1,0,1
6097,104,CS-,tools/levelmount.jpg,Old,2,3,0,0,0
6098,104,CS-,tools/solderingtorch.jpg,Old,3,2,1,0,1
6099,104,CS+,animals/mink.jpg,Old,2,2,1,0,1
6100,104,CS+,animals/owl.jpg,New,4,2,1,0,1
6101,104,CS+,animals/leafinsect.jpg,New,4,3,0,0,0
6102,104,CS-,tools/thermometer.jpg,Old,2,4,0,0,0
6103,104,CS-,tools/ladder.jpg,Old,1,2,1,0,1
6104,104,CS-,tools/snowbrush.jpg,New,4,3,0,0,0
6105,104,CS+,animals/giraffe.jpg,Old,1,1,0,1,1
6106,104,CS+,animals/marlin.jpg,New,4,2,1,0,1
6107,104,CS-,tools/telephone.jpg,New,4,2,1,0,1
6108,104,CS+,animals/firebug.jpg,Old,2,1,0,1,1
6109,104,CS-,tools/measuringtape.jpg,Old,3,2,1,0,1
6110,104,CS+,animals/dramaderry.jpg,Old,2,2,1,0,1
6111,104,CS-,tools/camera.jpg,Old,3,2,1,0,1
6112,104,CS-,tools/pick.jpg,New,4,3,0,0,0
6113,104,CS-,tools/scissors.jpg,Old,1,2,1,0,1
6114,104,CS-,tools/laptop.jpg,New,4,3,0,0,0
6115,104,CS-,tools/broom.jpg,Old,2,3,0,0,0
6116,104,CS+,animals/orangutan.jpg,New,4,4,0,0,0
6117,104,CS+,animals/caterpillarhawkmoth.jpg,Old,3,2,1,0,1
6118,104,CS+,animals/cricket.jpg,Old,3,2,1,0,1
6119,104,CS+,animals/boar.jpg,Old,1,2,1,0,1
6120,104,CS+,animals/porcupine.jpg,Old,1,1,0,1,1
6121,104,CS-,tools/battery.jpg,New,4,2,1,0,1
6122,104,CS-,tools/fan.jpg,Old,2,2,1,0,1
6123,104,CS+,animals/dove.jpg,New,4,3,0,0,0
6124,104,CS-,tools/gardenhose.jpg,Old,1,1,0,1,1
6125,104,CS-,tools/duster.jpg,New,4,3,0,0,0
6126,104,CS+,animals/wasp.jpg,New,4,2,1,0,1
6127,104,CS+,animals/camel.jpg,Old,2,1,0,1,1
6128,104,CS+,animals/goldfish.jpg,Old,3,2,1,0,1
6129,104,CS-,tools/jumpercables.jpg,Old,3,3,0,0,0
6130,104,CS-,tools/workbench.jpg,Old,3,3,0,0,0
6131,104,CS-,tools/faxmachine.jpg,Old,1,3,0,0,0
6132,104,CS+,animals/sheep.jpg,Old,2,2,1,0,1
6133,104,CS+,animals/gerbil.jpg,Old,1,1,0,1,1
6134,104,CS+,animals/rooster.jpg,New,4,3,0,0,0
6135,104,CS-,tools/sparkplug.jpg,Old,2,3,0,0,0
6136,104,CS+,animals/shrimp.jpg,Old,3,3,0,0,0
6137,104,CS+,animals/stinkbug.jpg,New,4,3,0,0,0
6138,104,CS-,tools/pizzacutter.jpg,New,4,3,0,0,0
6139,104,CS-,tools/hedgeshears.jpg,New,4,3,0,0,0
6140,104,CS+,animals/mole.jpg,Old,1,1,0,1,1
6141,104,CS+,animals/herring.jpg,Old,2,1,0,1,1
6142,104,CS-,tools/blackboard.jpg,Old,2,3,0,0,0
6143,104,CS+,animals/horse.jpg,Old,3,4,0,0,0
6144,104,CS+,animals/marmot.jpg,Old,3,3,0,0,0
6145,104,CS-,tools/monkeywrench.jpg,Old,3,2,1,0,1
6146,104,CS+,animals/armadillo.jpg,New,4,3,0,0,0
6147,104,CS-,tools/stapler.jpg,New,4,3,0,0,0
6148,104,CS+,animals/pigeon.jpg,Old,1,3,0,0,0
6149,104,CS-,tools/measuringcups.jpg,Old,2,1,0,1,1
6150,104,CS-,tools/razorblade.jpg,New,4,3,0,0,0
6151,104,CS-,tools/plow.jpg,Old,1,3,0,0,0
6152,104,CS-,tools/hairdryer.jpg,Old,1,3,0,0,0
6153,104,CS-,tools/sawblade.jpg,New,4,3,0,0,0
6154,104,CS-,tools/edger.jpg,Old,3,2,1,0,1
6155,104,CS-,tools/anvil.jpg,New,4,3,0,0,0
6156,104,CS+,animals/slug.jpg,New,4,2,1,0,1
6157,104,CS+,animals/caracal.jpg,New,4,3,0,0,0
6158,104,CS+,animals/mouse.jpg,Old,2,2,1,0,1
6159,104,CS+,animals/crab.jpg,New,4,3,0,0,0
6160,104,CS+,animals/racoon.jpg,Old,3,2,1,0,1
6161,104,CS+,animals/herculesbeetle.jpg,Old,1,2,1,0,1
6162,104,CS+,animals/macaw.jpg,New,4,1,0,1,1
6163,104,CS+,animals/lion.jpg,New,4,2,1,0,1
6164,104,CS-,tools/crank.jpg,New,4,4,0,0,0
6165,104,CS+,animals/lizard.jpg,New,4,3,0,0,0
6166,104,CS-,tools/videogamecontroller.jpg,Old,3,2,1,0,1
6167,104,CS-,tools/blower.jpg,Old,3,2,1,0,1
6168,104,CS-,tools/shoehorn.jpg,Old,1,1,0,1,1
6169,104,CS-,tools/cuttingboard.jpg,New,4,4,0,0,0
6170,104,CS-,tools/compass.jpg,New,4,3,0,0,0
6171,104,CS+,animals/salmon.jpg,Old,3,1,0,1,1
6172,104,CS+,animals/anteater.jpg,Old,2,2,1,0,1
6173,104,CS+,animals/seal.jpg,Old,2,3,0,0,0
6174,104,CS-,tools/eraser.jpg,Old,2,1,0,1,1
6175,104,CS+,animals/waterbuffalo.jpg,Old,1,3,0,0,0
6176,104,CS+,animals/kangaroo.jpg,New,4,2,1,0,1
6177,104,CS-,tools/vicegrips.jpg,New,4,3,0,0,0
6178,104,CS-,tools/measuringdevice.jpg,Old,2,2,1,0,1
6179,104,CS-,tools/paintroller.jpg,Old,1,2,1,0,1
6180,104,CS-,tools/hourglass.jpg,New,4,3,0,0,0
6181,104,CS-,tools/wrench.jpg,Old,2,4,0,0,0
6182,104,CS-,tools/watch.jpg,New,4,2,1,0,1
6183,104,CS+,animals/dockbug2.jpg,New,4,3,0,0,0
6184,104,CS-,tools/wheelbarrow.jpg,Old,1,1,0,1,1
6185,104,CS-,tools/airpump.jpg,Old,3,3,0,0,0
6186,104,CS-,tools/electricsewingmachine.jpg,New,4,2,1,0,1
6187,104,CS+,animals/cod.jpg,New,4,1,0,1,1
6188,104,CS-,tools/routerplane.jpg,Old,2,4,0,0,0
6189,104,CS+,animals/rabbit.jpg,Old,2,2,1,0,1
6190,104,CS+,animals/emu.jpg,New,4,2,1,0,1
6191,104,CS+,animals/baboon.jpg,Old,1,2,1,0,1
6192,104,CS+,animals/deer.jpg,New,4,3,0,0,0
6193,104,CS-,tools/staplegun.jpg,New,4,3,0,0,0
6194,104,CS+,animals/carp.jpg,Old,2,3,0,0,0
6195,104,CS+,animals/perch.jpg,Old,3,3,0,0,0
6196,104,CS-,tools/stove.jpg,Old,1,4,0,0,0
6197,104,CS+,animals/quail.jpg,Old,1,1,0,1,1
6198,104,CS+,animals/starfish.jpg,Old,3,2,1,0,1
6199,104,CS-,tools/toaster.jpg,Old,3,2,1,0,1
6200,104,CS+,animals/snapper.jpg,Old,1,3,0,0,0
6201,104,CS+,animals/vulture.jpg,New,4,3,0,0,0
6202,104,CS-,tools/magnifyingglass.jpg,New,4,3,0,0,0
6203,104,CS-,tools/hammer.jpg,Old,3,2,1,0,1
6204,104,CS+,animals/cow.jpg,Old,1,4,0,0,0
6205,104,CS+,animals/canary.jpg,Old,3,3,0,0,0
6206,104,CS-,tools/chisel.jpg,Old,1,3,0,0,0
6207,104,CS-,tools/clippers.jpg,New,4,3,0,0,0
6208,104,CS+,animals/gecko.jpg,New,4,3,0,0,0
6209,104,CS+,animals/chipmunk.jpg,Old,2,3,0,0,0
6210,104,CS+,animals/clam.jpg,New,4,3,0,0,0
6211,104,CS-,tools/tape.jpg,New,4,3,0,0,0
6212,104,CS+,animals/toucan.jpg,New,4,2,1,0,1
6213,104,CS-,tools/rake.jpg,Old,1,2,1,0,1
6214,104,CS-,tools/woodchipper.jpg,Old,2,3,0,0,0
6215,104,CS-,tools/duffelbag.jpg,Old,3,3,0,0,0
6216,104,CS+,animals/cranebug.jpg,Old,3,1,0,1,1
6217,104,CS-,tools/stethoscope.jpg,New,4,2,1,0,1
6218,104,CS-,tools/lawnmower.jpg,Old,2,2,1,0,1
6219,104,CS+,animals/turkey.jpg,Old,2,2,1,0,1
6220,104,CS+,animals/brown_bear.jpg,Old,2,3,0,0,0
6221,104,CS-,tools/shovel.jpg,New,4,2,1,0,1
6222,104,CS+,animals/hummingbird.jpg,Old,1,2,1,0,1
6223,104,CS-,tools/chainsaw.jpg,Old,3,2,1,0,1
6224,104,CS-,tools/nailgun.jpg,New,4,3,0,0,0
6225,104,CS+,animals/leopard.jpg,Old,1,3,0,0,0
6226,104,CS-,tools/spoon.jpg,Old,2,2,1,0,1
6227,104,CS-,tools/smartphone.jpg,New,4,4,0,0,0
6228,104,CS+,animals/lobsterspiny.jpg,New,4,3,0,0,0
6229,104,CS+,animals/cat.jpg,Old,3,3,0,0,0
6230,104,CS-,tools/vacuumcleaner.jpg,New,4,3,0,0,0
6231,104,CS+,animals/ibises.jpg,New,4,3,0,0,0
6232,104,CS+,animals/partridge.jpg,Old,2,3,0,0,0
6233,104,CS-,tools/weedeater.jpg,Old,2,2,1,0,1
6234,104,CS-,tools/weldinghelmet.jpg,Old,1,3,0,0,0
6235,104,CS-,tools/pliers.jpg,Old,1,3,0,0,0
6236,104,CS+,animals/clownfish.jpg,New,4,2,1,0,1
6237,104,CS-,tools/squeegee.jpg,Old,3,3,0,0,0
6238,104,CS+,animals/halibut.jpg,Old,3,3,0,0,0
6239,104,CS+,animals/penguin.jpg,New,4,2,1,0,1
6240,105,CS+,animals/monkey.jpg,New,4,4,0,0,0
6241,105,CS+,animals/stickinsect.jpg,New,4,1,0,1,1
6242,105,CS-,tools/dremel.jpg,New,4,2,1,0,1
6243,105,CS+,animals/prayingmantis.jpg,Old,1,1,0,1,1
6244,105,CS-,tools/beadingtool.jpg,Old,1,3,0,0,0
6245,105,CS-,tools/viceclamp.jpg,Old,2,2,1,0,1
6246,105,CS-,tools/carpetblower.jpg,Old,3,2,1,0,1
6247,105,CS+,animals/assassinbug.jpg,Old,2,3,0,0,0
6248,105,CS-,tools/benchdogs.jpg,Old,2,4,0,0,0
6249,105,CS-,tools/paintbrush.jpg,Old,3,1,0,1,1
6250,105,CS-,tools/electricdrill.jpg,New,4,2,1,0,1
6251,105,CS+,animals/hermitcrab.jpg,New,4,3,0,0,0
6252,105,CS+,animals/llama.jpg,Old,3,1,0,1,1
6253,105,CS+,animals/crow.jpg,Old,1,2,1,0,1
6254,105,CS+,animals/duck.jpg,Old,2,2,1,0,1
6255,105,CS-,tools/grapplinghook.jpg,New,4,3,0,0,0
6256,105,CS-,tools/reflexhammer.jpg,Old,1,1,0,1,1
6257,105,CS-,tools/bolt.jpg,New,4,3,0,0,0
6258,105,CS+,animals/bullfrog.jpg,New,4,1,0,1,1
6259,105,CS+,animals/skunk.jpg,Old,3,2,1,0,1
6260,105,CS+,animals/pike.jpg,Old,1,1,0,1,1
6261,105,CS-,tools/wateringcan.jpg,New,4,1,0,1,1
6262,105,CS+,animals/koala.jpg,New,4,2,1,0,1
6263,105,CS+,animals/elephantafrican.jpg,Old,3,2,1,0,1
6264,105,CS-,tools/transmissionwrench.jpg,Old,1,2,1,0,1
6265,105,CS+,animals/aardvark.jpg,Old,3,4,0,0,0
6266,105,CS-,tools/vegetablepeeler.jpg,Old,2,1,0,1,1
6267,105,CS-,tools/level.jpg,New,4,3,0,0,0
6268,105,CS+,animals/dragonfly.jpg,Old,1,1,0,1,1
6269,105,CS+,animals/octopus.jpg,New,4,4,0,0,0
6270,105,CS+,animals/ant.jpg,Old,2,3,0,0,0
6271,105,CS-,tools/keys.jpg,New,4,4,0,0,0
6272,105,CS-,tools/sander.jpg,Old,2,2,1,0,1
6273,105,CS-,tools/extensioncord.jpg,Old,3,2,1,0,1
6274,105,CS-,tools/bucket.jpg,Old,3,2,1,0,1
6275,105,CS+,animals/seaslug.jpg,New,4,1,0,1,1
6276,105,CS-,tools/lantern.jpg,New,4,1,0,1,1
6277,105,CS+,animals/waterdragon.jpg,New,4,2,1,0,1
6278,105,CS+,animals/shark.jpg,Old,2,1,0,1,1
6279,105,CS-,tools/cheesegrater.jpg,Old,1,1,0,1,1
6280,105,CS-,tools/plunger.jpg,Old,1,1,0,1,1
6281,105,CS-,tools/drillbit.jpg,Old,1,1,0,1,1
6282,105,CS+,animals/crane.jpg,New,4,1,0,1,1
6283,105,CS+,animals/tiger.jpg,Old,1,1,0,1,1
6284,105,CS-,tools/burnisher.jpg,New,4,4,0,0,0
6285,105,CS-,tools/padlock.jpg,Old,3,1,0,1,1
6286,105,CS+,animals/palmcockatoo.jpg,Old,2,2,1,0,1
6287,105,CS+,animals/flounder.jpg,New,4,2,1,0,1
6288,105,CS-,tools/caulkinggun.jpg,New,4,4,0,0,0
6289,105,CS-,tools/engine.jpg,New,4,3,0,0,0
6290,105,CS+,animals/angelfish.jpg,Old,1,4,0,0,0
6291,105,CS+,animals/balloonfish.jpg,New,4,4,0,0,0
6292,105,CS-,tools/mellonballer.jpg,New,4,4,0,0,0
6293,105,CS-,tools/pruner.jpg,Old,2,1,0,1,1
6294,105,CS+,animals/reindeer.jpg,Old,3,2,1,0,1
6295,105,CS-,tools/screwdriver.jpg,Old,3,1,0,1,1
6296,105,CS+,animals/catfish.jpg,Old,2,1,0,1,1
6297,105,CS+,animals/highlandcow.jpg,New,4,1,0,1,1
6298,105,CS+,animals/rhino.jpg,Old,3,1,0,1,1
6299,105,CS-,tools/mallet.jpg,Old,2,1,0,1,1
6300,105,CS+,animals/baldeagle.jpg,Old,2,1,0,1,1
6301,105,CS-,tools/gong.jpg,Old,1,1,0,1,1
6302,105,CS-,tools/beaker.jpg,Old,2,2,1,0,1
6303,105,CS-,tools/campingstove.jpg,Old,3,1,0,1,1
6304,105,CS+,animals/zebra.jpg,Old,3,1,0,1,1
6305,105,CS+,animals/snail.jpg,Old,2,1,0,1,1
6306,105,CS-,tools/whisk.jpg,New,4,2,1,0,1
6307,105,CS+,animals/tortoise.jpg,New,4,2,1,0,1
6308,105,CS+,animals/finch.jpg,Old,3,2,1,0,1
6309,105,CS-,tools/magnet.jpg,New,4,1,0,1,1
6310,105,CS+,animals/ostrich.jpg,Old,1,1,0,1,1
6311,105,CS-,tools/whistle.jpg,New,4,2,1,0,1
6312,105,CS-,tools/treadmill.jpg,Old,3,4,0,0,0
6313,105,CS-,tools/tubeflaring.jpg,Old,2,3,0,0,0
6314,105,CS+,animals/woodlouse.jpg,New,4,2,1,0,1
6315,105,CS-,tools/electricbreaker.jpg,Old,1,2,1,0,1
6316,105,CS+,animals/panda.jpg,New,4,1,0,1,1
6317,105,CS-,tools/microscope.jpg,New,4,3,0,0,0
6318,105,CS+,animals/ladybug.jpg,New,4,2,1,0,1
6319,105,CS+,animals/flea.jpg,Old,1,1,0,1,1
6320,105,CS+,animals/crab.jpg,New,4,2,1,0,1
6321,105,CS+,animals/giraffe.jpg,Old,1,1,0,1,1
6322,105,CS+,animals/orangutan.jpg,New,4,4,0,0,0
6323,105,CS+,animals/caterpillarhawkmoth.jpg,Old,3,3,0,0,0
6324,105,CS-,tools/jumpercables.jpg,Old,3,4,0,0,0
6325,105,CS-,tools/microwave.jpg,Old,3,1,0,1,1
6326,105,CS+,animals/beardeddragon.jpg,New,4,2,1,0,1
6327,105,CS+,animals/shrimp.jpg,Old,3,2,1,0,1
6328,105,CS-,tools/levelmount.jpg,Old,2,1,0,1,1
6329,105,CS-,tools/scratchawl.jpg,New,4,2,1,0,1
6330,105,CS+,animals/sheep.jpg,Old,2,2,1,0,1
6331,105,CS+,animals/caracal.jpg,New,4,1,0,1,1
6332,105,CS-,tools/telephone.jpg,New,4,1,0,1,1
6333,105,CS+,animals/pigeon.jpg,Old,1,1,0,1,1
6334,105,CS-,tools/rollingpin.jpg,Old,1,1,0,1,1
6335,105,CS-,tools/clamp.jpg,New,4,1,0,1,1
6336,105,CS-,tools/gardenhose.jpg,Old,1,1,0,1,1
6337,105,CS-,tools/carabiner.jpg,New,4,1,0,1,1
6338,105,CS+,animals/mahimahi.jpg,Old,2,1,0,1,1
6339,105,CS-,tools/blackboard.jpg,Old,2,1,0,1,1
6340,105,CS+,animals/owl.jpg,New,4,1,0,1,1
6341,105,CS-,tools/anvil.jpg,New,4,1,0,1,1
6342,105,CS+,animals/caterpillarpeacockmoth.jpg,Old,1,1,0,1,1
6343,105,CS-,tools/faxmachine.jpg,Old,1,1,0,1,1
6344,105,CS-,tools/camera.jpg,Old,3,1,0,1,1
6345,105,CS-,tools/ropeandpulley.jpg,Old,1,1,0,1,1
6346,105,CS-,tools/pizzacutter.jpg,New,4,1,0,1,1
6347,105,CS-,tools/snowbrush.jpg,New,4,1,0,1,1
6348,105,CS+,animals/goldfish.jpg,Old,3,1,0,1,1
6349,105,CS-,tools/edger.jpg,Old,3,1,0,1,1
6350,105,CS+,animals/boar.jpg,Old,1,1,0,1,1
6351,105,CS+,animals/herring.jpg,Old,2,1,0,1,1
6352,105,CS-,tools/broom.jpg,Old,2,1,0,1,1
6353,105,CS+,animals/mink.jpg,Old,2,1,0,1,1
6354,105,CS+,animals/hyena.jpg,Old,3,1,0,1,1
6355,105,CS+,animals/dove.jpg,New,4,1,0,1,1
6356,105,CS-,tools/laptop.jpg,New,4,1,0,1,1
6357,105,CS+,animals/marlin.jpg,New,4,1,0,1,1
6358,105,CS+,animals/armadillo.jpg,New,4,1,0,1,1
6359,105,CS-,tools/thermometer.jpg,Old,2,1,0,1,1
6360,105,CS+,animals/mouse.jpg,Old,2,1,0,1,1
6361,105,CS-,tools/razorblade.jpg,New,4,2,1,0,1
6362,105,CS-,tools/measuringtape.jpg,Old,3,2,1,0,1
6363,105,CS-,tools/solderingtorch.jpg,Old,3,1,0,1,1
6364,105,CS+,animals/malaysianjunglenymph.jpg,New,4,3,0,0,0
6365,105,CS-,tools/battery.jpg,New,4,2,1,0,1
6366,105,CS-,tools/scissors.jpg,Old,1,2,1,0,1
6367,105,CS+,animals/flamingo.jpg,Old,3,2,1,0,1
6368,105,CS-,tools/sparkplug.jpg,Old,2,1,0,1,1
6369,105,CS+,animals/mole.jpg,Old,1,1,0,1,1
6370,105,CS+,animals/horse.jpg,Old,3,1,0,1,1
6371,105,CS+,animals/pelican.jpg,Old,1,2,1,0,1
6372,105,CS-,tools/fan.jpg,Old,2,1,0,1,1
6373,105,CS-,tools/hedgeshears.jpg,New,4,4,0,0,0
6374,105,CS+,animals/leafinsect.jpg,New,4,4,0,0,0
6375,105,CS+,animals/wasp.jpg,New,4,3,0,0,0
6376,105,CS+,animals/slug.jpg,New,4,4,0,0,0
6377,105,CS-,tools/ladder.jpg,Old,1,2,1,0,1
6378,105,CS-,tools/pick.jpg,New,4,2,1,0,1
6379,105,CS+,animals/firebug.jpg,Old,2,1,0,1,1
6380,105,CS-,tools/hairdryer.jpg,Old,1,2,1,0,1
6381,105,CS+,animals/marmot.jpg,Old,3,1,0,1,1
6382,105,CS-,tools/flashlight.jpg,New,4,2,1,0,1
6383,105,CS+,animals/stinkbug.jpg,New,4,2,1,0,1
6384,105,CS-,tools/plow.jpg,Old,1,1,0,1,1
6385,105,CS-,tools/sawblade.jpg,New,4,2,1,0,1
6386,105,CS+,animals/earthworm.jpg,New,4,3,0,0,0
6387,105,CS+,animals/camel.jpg,Old,2,2,1,0,1
6388,105,CS+,animals/porcupine.jpg,Old,1,1,0,1,1
6389,105,CS-,tools/ruler.jpg,Old,2,2,1,0,1
6390,105,CS-,tools/measuringcups.jpg,Old,2,1,0,1,1
6391,105,CS+,animals/gerbil.jpg,Old,1,1,0,1,1
6392,105,CS-,tools/duster.jpg,New,4,2,1,0,1
6393,105,CS+,animals/tragopan.jpg,New,4,3,0,0,0
6394,105,CS+,animals/rooster.jpg,New,4,1,0,1,1
6395,105,CS-,tools/monkeywrench.jpg,Old,3,1,0,1,1
6396,105,CS+,animals/dramaderry.jpg,Old,2,3,0,0,0
6397,105,CS+,animals/cricket.jpg,Old,3,2,1,0,1
