,subject,condition,stimulus,memory_condition,phase,buttonPressedCertainty,Low,High,Low_and_High
0,1,CS+,animals/woodlouse.jpg,New,4,3,0,0,0
1,1,CS-,tools/burnisher.jpg,New,4,2,1,0,1
2,1,CS+,animals/assassinbug.jpg,Old,2,1,0,1,1
3,1,CS-,tools/campingstove.jpg,Old,3,3,0,0,0
4,1,CS+,animals/zebra.jpg,Old,3,2,1,0,1
5,1,CS-,tools/grapplinghook.jpg,New,4,4,0,0,0
6,1,CS+,animals/tortoise.jpg,New,4,2,1,0,1
7,1,CS+,animals/flea.jpg,Old,1,1,0,1,1
8,1,CS+,animals/catfish.jpg,Old,2,2,1,0,1
9,1,CS+,animals/octopus.jpg,New,4,3,0,0,0
10,1,CS-,tools/magnet.jpg,New,4,3,0,0,0
11,1,CS+,animals/dragonfly.jpg,Old,1,1,0,1,1
12,1,CS+,animals/panda.jpg,New,4,2,1,0,1
13,1,CS-,tools/gong.jpg,Old,1,1,0,1,1
14,1,CS-,tools/beadingtool.jpg,Old,1,3,0,0,0
15,1,CS-,tools/benchdogs.jpg,Old,2,1,0,1,1
16,1,CS-,tools/carpetblower.jpg,Old,3,2,1,0,1
17,1,CS-,tools/beaker.jpg,Old,2,4,0,0,0
18,1,CS-,tools/engine.jpg,New,4,2,1,0,1
19,1,CS+,animals/aardvark.jpg,Old,3,3,0,0,0
20,1,CS+,animals/seaslug.jpg,New,4,3,0,0,0
21,1,CS+,animals/angelfish.jpg,Old,1,1,0,1,1
22,1,CS+,animals/waterdragon.jpg,New,4,3,0,0,0
23,1,CS-,tools/whistle.jpg,New,4,4,0,0,0
24,1,CS-,tools/treadmill.jpg,Old,3,2,1,0,1
25,1,CS-,tools/reflexhammer.jpg,Old,1,3,0,0,0
26,1,CS+,animals/highlandcow.jpg,New,4,3,0,0,0
27,1,CS+,animals/skunk.jpg,Old,3,1,0,1,1
28,1,CS+,animals/palmcockatoo.jpg,Old,2,1,0,1,1
29,1,CS-,tools/tubeflaring.jpg,Old,2,3,0,0,0
30,1,CS-,tools/electricdrill.jpg,New,4,2,1,0,1
31,1,CS-,tools/wateringcan.jpg,New,4,4,0,0,0
32,1,CS-,tools/sander.jpg,Old,2,3,0,0,0
33,1,CS+,animals/finch.jpg,Old,3,3,0,0,0
34,1,CS-,tools/mellonballer.jpg,New,4,3,0,0,0
35,1,CS+,animals/flounder.jpg,New,4,2,1,0,1
36,1,CS-,tools/extensioncord.jpg,Old,3,1,0,1,1
37,1,CS+,animals/ant.jpg,Old,2,1,0,1,1
38,1,CS+,animals/prayingmantis.jpg,Old,1,1,0,1,1
39,1,CS-,tools/cheesegrater.jpg,Old,1,3,0,0,0
40,1,CS-,tools/caulkinggun.jpg,New,4,3,0,0,0
41,1,CS+,animals/ladybug.jpg,New,4,1,0,1,1
42,1,CS+,animals/reindeer.jpg,Old,3,1,0,1,1
43,1,CS+,animals/balloonfish.jpg,New,4,1,0,1,1
44,1,CS-,tools/mallet.jpg,Old,2,2,1,0,1
45,1,CS-,tools/padlock.jpg,Old,3,1,0,1,1
46,1,CS-,tools/vegetablepeeler.jpg,Old,2,2,1,0,1
47,1,CS+,animals/llama.jpg,Old,3,2,1,0,1
48,1,CS+,animals/pike.jpg,Old,1,2,1,0,1
49,1,CS+,animals/crow.jpg,Old,1,1,0,1,1
50,1,CS+,animals/snail.jpg,Old,2,2,1,0,1
51,1,CS+,animals/koala.jpg,New,4,2,1,0,1
52,1,CS+,animals/stickinsect.jpg,New,4,2,1,0,1
53,1,CS-,tools/bucket.jpg,Old,3,3,0,0,0
54,1,CS-,tools/plunger.jpg,Old,1,1,0,1,1
55,1,CS+,animals/baldeagle.jpg,Old,2,2,1,0,1
56,1,CS-,tools/transmissionwrench.jpg,Old,1,3,0,0,0
57,1,CS-,tools/whisk.jpg,New,4,4,0,0,0
58,1,CS-,tools/bolt.jpg,New,4,4,0,0,0
59,1,CS-,tools/lantern.jpg,New,4,4,0,0,0
60,1,CS+,animals/ostrich.jpg,Old,1,1,0,1,1
61,1,CS+,animals/tiger.jpg,Old,1,4,0,0,0
62,1,CS+,animals/duck.jpg,Old,2,1,0,1,1
63,1,CS+,animals/shark.jpg,Old,2,1,0,1,1
64,1,CS+,animals/rhino.jpg,Old,3,2,1,0,1
65,1,CS+,animals/elephantafrican.jpg,Old,3,2,1,0,1
66,1,CS-,tools/drillbit.jpg,Old,1,1,0,1,1
67,1,CS-,tools/electricbreaker.jpg,Old,1,2,1,0,1
68,1,CS-,tools/viceclamp.jpg,Old,2,4,0,0,0
69,1,CS-,tools/pruner.jpg,Old,2,2,1,0,1
70,1,CS-,tools/paintbrush.jpg,Old,3,3,0,0,0
71,1,CS-,tools/screwdriver.jpg,Old,3,2,1,0,1
72,1,CS+,animals/bullfrog.jpg,New,4,1,0,1,1
73,1,CS+,animals/crane.jpg,New,4,3,0,0,0
74,1,CS+,animals/hermitcrab.jpg,New,4,3,0,0,0
75,1,CS+,animals/monkey.jpg,New,4,4,0,0,0
76,1,CS-,tools/keys.jpg,New,4,2,1,0,1
77,1,CS-,tools/microscope.jpg,New,4,3,0,0,0
78,1,CS-,tools/level.jpg,New,4,4,0,0,0
79,1,CS-,tools/dremel.jpg,New,4,4,0,0,0
80,1,CS+,animals/caterpillarhawkmoth.jpg,Old,3,3,0,0,0
81,1,CS-,tools/levelmount.jpg,Old,2,2,1,0,1
82,1,CS-,tools/blackboard.jpg,Old,2,4,0,0,0
83,1,CS+,animals/dove.jpg,New,4,2,1,0,1
84,1,CS+,animals/tragopan.jpg,New,4,4,0,0,0
85,1,CS-,tools/pick.jpg,New,4,3,0,0,0
86,1,CS+,animals/firebug.jpg,Old,2,1,0,1,1
87,1,CS-,tools/camera.jpg,Old,3,1,0,1,1
88,1,CS-,tools/stapler.jpg,New,4,4,0,0,0
89,1,CS-,tools/plow.jpg,Old,1,3,0,0,0
90,1,CS-,tools/faxmachine.jpg,Old,1,4,0,0,0
91,1,CS-,tools/scratchawl.jpg,New,4,4,0,0,0
92,1,CS-,tools/solderingtorch.jpg,Old,3,3,0,0,0
93,1,CS+,animals/caterpillarpeacockmoth.jpg,Old,1,1,0,1,1
94,1,CS+,animals/earthworm.jpg,New,4,3,0,0,0
95,1,CS+,animals/armadillo.jpg,New,4,2,1,0,1
96,1,CS+,animals/mole.jpg,Old,1,3,0,0,0
97,1,CS+,animals/hyena.jpg,Old,3,4,0,0,0
98,1,CS-,tools/battery.jpg,New,4,4,0,0,0
99,1,CS+,animals/mahimahi.jpg,Old,2,1,0,1,1
100,1,CS+,animals/boar.jpg,Old,1,4,0,0,0
101,1,CS+,animals/cricket.jpg,Old,3,2,1,0,1
102,1,CS+,animals/marlin.jpg,New,4,4,0,0,0
103,1,CS+,animals/goldfish.jpg,Old,3,1,0,1,1
104,1,CS-,tools/duster.jpg,New,4,4,0,0,0
105,1,CS+,animals/beardeddragon.jpg,New,4,4,0,0,0
106,1,CS-,tools/ropeandpulley.jpg,Old,1,1,0,1,1
107,1,CS+,animals/herring.jpg,Old,2,2,1,0,1
108,1,CS+,animals/gerbil.jpg,Old,1,1,0,1,1
109,1,CS-,tools/sparkplug.jpg,Old,2,2,1,0,1
110,1,CS+,animals/dramaderry.jpg,Old,2,1,0,1,1
111,1,CS-,tools/hairdryer.jpg,Old,1,4,0,0,0
112,1,CS-,tools/telephone.jpg,New,4,4,0,0,0
113,1,CS+,animals/slug.jpg,New,4,3,0,0,0
114,1,CS-,tools/fan.jpg,Old,2,2,1,0,1
115,1,CS-,tools/hedgeshears.jpg,New,4,2,1,0,1
116,1,CS+,animals/orangutan.jpg,New,4,3,0,0,0
117,1,CS-,tools/microwave.jpg,Old,3,4,0,0,0
118,1,CS-,tools/workbench.jpg,Old,3,2,1,0,1
119,1,CS-,tools/snowbrush.jpg,New,4,3,0,0,0
120,1,CS-,tools/sawblade.jpg,New,4,3,0,0,0
121,1,CS+,animals/stinkbug.jpg,New,4,2,1,0,1
122,1,CS+,animals/camel.jpg,Old,2,1,0,1,1
123,1,CS-,tools/rollingpin.jpg,Old,1,3,0,0,0
124,1,CS+,animals/marmot.jpg,Old,3,1,0,1,1
125,1,CS-,tools/gardenhose.jpg,Old,1,1,0,1,1
126,1,CS+,animals/flamingo.jpg,Old,3,1,0,1,1
127,1,CS+,animals/porcupine.jpg,Old,1,1,0,1,1
128,1,CS+,animals/rooster.jpg,New,4,2,1,0,1
129,1,CS+,animals/malaysianjunglenymph.jpg,New,4,3,0,0,0
130,1,CS+,animals/mink.jpg,Old,2,1,0,1,1
131,1,CS+,animals/pelican.jpg,Old,1,2,1,0,1
132,1,CS-,tools/edger.jpg,Old,3,3,0,0,0
133,1,CS-,tools/carabiner.jpg,New,4,4,0,0,0
134,1,CS-,tools/clamp.jpg,New,4,3,0,0,0
135,1,CS+,animals/wasp.jpg,New,4,4,0,0,0
136,1,CS-,tools/thermometer.jpg,Old,2,3,0,0,0
137,1,CS-,tools/jumpercables.jpg,Old,3,1,0,1,1
138,1,CS-,tools/pizzacutter.jpg,New,4,3,0,0,0
139,1,CS-,tools/measuringcups.jpg,Old,2,2,1,0,1
140,1,CS+,animals/giraffe.jpg,Old,1,2,1,0,1
141,1,CS+,animals/pigeon.jpg,Old,1,2,1,0,1
142,1,CS+,animals/mouse.jpg,Old,2,1,0,1,1
143,1,CS+,animals/sheep.jpg,Old,2,2,1,0,1
144,1,CS+,animals/shrimp.jpg,Old,3,3,0,0,0
145,1,CS+,animals/horse.jpg,Old,3,3,0,0,0
146,1,CS-,tools/scissors.jpg,Old,1,3,0,0,0
147,1,CS-,tools/ladder.jpg,Old,1,2,1,0,1
148,1,CS-,tools/broom.jpg,Old,2,2,1,0,1
149,1,CS-,tools/ruler.jpg,Old,2,1,0,1,1
150,1,CS-,tools/monkeywrench.jpg,Old,3,3,0,0,0
151,1,CS-,tools/measuringtape.jpg,Old,3,4,0,0,0
152,1,CS+,animals/caracal.jpg,New,4,2,1,0,1
153,1,CS+,animals/owl.jpg,New,4,1,0,1,1
154,1,CS+,animals/crab.jpg,New,4,3,0,0,0
155,1,CS+,animals/leafinsect.jpg,New,4,3,0,0,0
156,1,CS-,tools/flashlight.jpg,New,4,2,1,0,1
157,1,CS-,tools/razorblade.jpg,New,4,3,0,0,0
158,1,CS-,tools/anvil.jpg,New,4,4,0,0,0
159,1,CS-,tools/laptop.jpg,New,4,3,0,0,0
160,1,CS+,animals/halibut.jpg,Old,3,4,0,0,0
161,1,CS+,animals/clam.jpg,New,4,4,0,0,0
162,1,CS-,tools/eraser.jpg,Old,2,2,1,0,1
163,1,CS-,tools/videogamecontroller.jpg,Old,3,4,0,0,0
164,1,CS-,tools/shoehorn.jpg,Old,1,2,1,0,1
165,1,CS-,tools/duffelbag.jpg,Old,3,1,0,1,1
166,1,CS-,tools/crank.jpg,New,4,4,0,0,0
167,1,CS+,animals/partridge.jpg,Old,2,3,0,0,0
168,1,CS-,tools/electricsewingmachine.jpg,New,4,3,0,0,0
169,1,CS-,tools/smartphone.jpg,New,4,4,0,0,0
170,1,CS-,tools/compass.jpg,New,4,4,0,0,0
171,1,CS+,animals/anteater.jpg,Old,2,1,0,1,1
172,1,CS+,animals/cranebug.jpg,Old,3,2,1,0,1
173,1,CS-,tools/weldinghelmet.jpg,Old,1,2,1,0,1
174,1,CS+,animals/dockbug2.jpg,New,4,2,1,0,1
175,1,CS+,animals/deer.jpg,New,4,1,0,1,1
176,1,CS+,animals/herculesbeetle.jpg,Old,1,1,0,1,1
177,1,CS+,animals/vulture.jpg,New,4,4,0,0,0
178,1,CS-,tools/woodchipper.jpg,Old,2,3,0,0,0
179,1,CS+,animals/quail.jpg,Old,1,2,1,0,1
180,1,CS-,tools/vicegrips.jpg,New,4,3,0,0,0
181,1,CS+,animals/cod.jpg,New,4,1,0,1,1
182,1,CS+,animals/starfish.jpg,Old,3,2,1,0,1
183,1,CS-,tools/stove.jpg,Old,1,3,0,0,0
184,1,CS+,animals/emu.jpg,New,4,3,0,0,0
185,1,CS-,tools/airpump.jpg,Old,3,3,0,0,0
186,1,CS-,tools/toaster.jpg,Old,3,3,0,0,0
187,1,CS-,tools/routerplane.jpg,Old,2,1,0,1,1
188,1,CS+,animals/snapper.jpg,Old,1,3,0,0,0
189,1,CS-,tools/cuttingboard.jpg,New,4,4,0,0,0
190,1,CS-,tools/measuringdevice.jpg,Old,2,3,0,0,0
191,1,CS-,tools/paintroller.jpg,Old,1,3,0,0,0
192,1,CS+,animals/ibises.jpg,New,4,3,0,0,0
193,1,CS+,animals/canary.jpg,Old,3,3,0,0,0
194,1,CS+,animals/carp.jpg,Old,2,2,1,0,1
195,1,CS+,animals/lizard.jpg,New,4,2,1,0,1
196,1,CS-,tools/stethoscope.jpg,New,4,3,0,0,0
197,1,CS-,tools/tape.jpg,New,4,4,0,0,0
198,1,CS+,animals/turkey.jpg,Old,2,2,1,0,1
199,1,CS+,animals/hummingbird.jpg,Old,1,1,0,1,1
200,1,CS-,tools/chisel.jpg,Old,1,4,0,0,0
201,1,CS+,animals/waterbuffalo.jpg,Old,1,1,0,1,1
202,1,CS+,animals/lion.jpg,New,4,2,1,0,1
203,1,CS-,tools/clippers.jpg,New,4,3,0,0,0
204,1,CS-,tools/weedeater.jpg,Old,2,3,0,0,0
205,1,CS+,animals/perch.jpg,Old,3,3,0,0,0
206,1,CS+,animals/salmon.jpg,Old,3,2,1,0,1
207,1,CS-,tools/lawnmower.jpg,Old,2,2,1,0,1
208,1,CS-,tools/squeegee.jpg,Old,3,2,1,0,1
209,1,CS+,animals/gecko.jpg,New,4,2,1,0,1
210,1,CS+,animals/kangaroo.jpg,New,4,4,0,0,0
211,1,CS-,tools/blower.jpg,Old,3,3,0,0,0
212,1,CS+,animals/clownfish.jpg,New,4,4,0,0,0
213,1,CS+,animals/chipmunk.jpg,Old,2,1,0,1,1
214,1,CS+,animals/seal.jpg,Old,2,1,0,1,1
215,1,CS-,tools/rake.jpg,Old,1,2,1,0,1
216,1,CS+,animals/baboon.jpg,Old,1,4,0,0,0
217,1,CS-,tools/hourglass.jpg,New,4,4,0,0,0
218,1,CS-,tools/vacuumcleaner.jpg,New,4,4,0,0,0
219,1,CS-,tools/watch.jpg,New,4,4,0,0,0
220,1,CS+,animals/leopard.jpg,Old,1,1,0,1,1
221,1,CS+,animals/cow.jpg,Old,1,2,1,0,1
222,1,CS+,animals/brown_bear.jpg,Old,2,1,0,1,1
223,1,CS+,animals/rabbit.jpg,Old,2,1,0,1,1
224,1,CS+,animals/racoon.jpg,Old,3,4,0,0,0
225,1,CS+,animals/cat.jpg,Old,3,1,0,1,1
226,1,CS-,tools/wheelbarrow.jpg,Old,1,1,0,1,1
227,1,CS-,tools/pliers.jpg,Old,1,3,0,0,0
228,1,CS-,tools/spoon.jpg,Old,2,3,0,0,0
229,1,CS-,tools/wrench.jpg,Old,2,3,0,0,0
230,1,CS-,tools/chainsaw.jpg,Old,3,2,1,0,1
231,1,CS-,tools/hammer.jpg,Old,3,2,1,0,1
232,1,CS+,animals/lobsterspiny.jpg,New,4,4,0,0,0
233,1,CS+,animals/macaw.jpg,New,4,1,0,1,1
234,1,CS+,animals/penguin.jpg,New,4,3,0,0,0
235,1,CS+,animals/toucan.jpg,New,4,3,0,0,0
236,1,CS-,tools/shovel.jpg,New,4,1,0,1,1
237,1,CS-,tools/staplegun.jpg,New,4,3,0,0,0
238,1,CS-,tools/nailgun.jpg,New,4,2,1,0,1
239,1,CS-,tools/magnifyingglass.jpg,New,4,4,0,0,0
240,2,CS+,animals/assassinbug.jpg,Old,2,1,0,1,1
241,2,CS-,tools/engine.jpg,New,4,2,1,0,1
242,2,CS-,tools/campingstove.jpg,Old,3,3,0,0,0
243,2,CS+,animals/crane.jpg,New,4,1,0,1,1
244,2,CS-,tools/carpetblower.jpg,Old,3,2,1,0,1
245,2,CS-,tools/keys.jpg,New,4,4,0,0,0
246,2,CS+,animals/hermitcrab.jpg,New,4,3,0,0,0
247,2,CS+,animals/catfish.jpg,Old,2,4,0,0,0
248,2,CS-,tools/gong.jpg,Old,1,1,0,1,1
249,2,CS-,tools/caulkinggun.jpg,New,4,3,0,0,0
250,2,CS+,animals/zebra.jpg,Old,3,1,0,1,1
251,2,CS+,animals/flea.jpg,Old,1,1,0,1,1
252,2,CS-,tools/beadingtool.jpg,Old,1,1,0,1,1
253,2,CS+,animals/highlandcow.jpg,New,4,3,0,0,0
254,2,CS-,tools/grapplinghook.jpg,New,4,3,0,0,0
255,2,CS-,tools/benchdogs.jpg,Old,2,3,0,0,0
256,2,CS-,tools/beaker.jpg,Old,2,1,0,1,1
257,2,CS+,animals/aardvark.jpg,Old,3,1,0,1,1
258,2,CS+,animals/waterdragon.jpg,New,4,4,0,0,0
259,2,CS+,animals/dragonfly.jpg,Old,1,1,0,1,1
260,2,CS+,animals/skunk.jpg,Old,3,1,0,1,1
261,2,CS+,animals/palmcockatoo.jpg,Old,2,3,0,0,0
262,2,CS+,animals/angelfish.jpg,Old,1,1,0,1,1
263,2,CS+,animals/monkey.jpg,New,4,1,0,1,1
264,2,CS+,animals/panda.jpg,New,4,1,0,1,1
265,2,CS-,tools/treadmill.jpg,Old,3,4,0,0,0
266,2,CS-,tools/reflexhammer.jpg,Old,1,1,0,1,1
267,2,CS-,tools/burnisher.jpg,New,4,4,0,0,0
268,2,CS-,tools/wateringcan.jpg,New,4,1,0,1,1
269,2,CS+,animals/prayingmantis.jpg,Old,1,1,0,1,1
270,2,CS-,tools/extensioncord.jpg,Old,3,1,0,1,1
271,2,CS-,tools/dremel.jpg,New,4,3,0,0,0
272,2,CS-,tools/cheesegrater.jpg,Old,1,1,0,1,1
273,2,CS-,tools/magnet.jpg,New,4,1,0,1,1
274,2,CS+,animals/ant.jpg,Old,2,1,0,1,1
275,2,CS+,animals/finch.jpg,Old,3,1,0,1,1
276,2,CS-,tools/tubeflaring.jpg,Old,2,3,0,0,0
277,2,CS-,tools/sander.jpg,Old,2,1,0,1,1
278,2,CS+,animals/bullfrog.jpg,New,4,4,0,0,0
279,2,CS+,animals/tortoise.jpg,New,4,1,0,1,1
280,2,CS+,animals/reindeer.jpg,Old,3,1,0,1,1
281,2,CS-,tools/level.jpg,New,4,3,0,0,0
282,2,CS+,animals/pike.jpg,Old,1,1,0,1,1
283,2,CS-,tools/mallet.jpg,Old,2,1,0,1,1
284,2,CS-,tools/plunger.jpg,Old,1,1,0,1,1
285,2,CS-,tools/whisk.jpg,New,4,4,0,0,0
286,2,CS-,tools/padlock.jpg,Old,3,4,0,0,0
287,2,CS+,animals/stickinsect.jpg,New,4,4,0,0,0
288,2,CS-,tools/vegetablepeeler.jpg,Old,2,2,1,0,1
289,2,CS+,animals/seaslug.jpg,New,4,4,0,0,0
290,2,CS+,animals/crow.jpg,Old,1,1,0,1,1
291,2,CS+,animals/snail.jpg,Old,2,1,0,1,1
292,2,CS+,animals/octopus.jpg,New,4,1,0,1,1
293,2,CS+,animals/woodlouse.jpg,New,4,4,0,0,0
294,2,CS-,tools/transmissionwrench.jpg,Old,1,4,0,0,0
295,2,CS+,animals/llama.jpg,Old,3,1,0,1,1
296,2,CS-,tools/mellonballer.jpg,New,4,4,0,0,0
297,2,CS-,tools/bucket.jpg,Old,3,1,0,1,1
298,2,CS+,animals/baldeagle.jpg,Old,2,4,0,0,0
299,2,CS-,tools/bolt.jpg,New,4,1,0,1,1
300,2,CS+,animals/ostrich.jpg,Old,1,1,0,1,1
301,2,CS+,animals/tiger.jpg,Old,1,1,0,1,1
302,2,CS+,animals/duck.jpg,Old,2,4,0,0,0
303,2,CS+,animals/shark.jpg,Old,2,1,0,1,1
304,2,CS+,animals/rhino.jpg,Old,3,1,0,1,1
305,2,CS+,animals/elephantafrican.jpg,Old,3,1,0,1,1
306,2,CS-,tools/drillbit.jpg,Old,1,1,0,1,1
307,2,CS-,tools/electricbreaker.jpg,Old,1,1,0,1,1
308,2,CS-,tools/viceclamp.jpg,Old,2,4,0,0,0
309,2,CS-,tools/pruner.jpg,Old,2,4,0,0,0
310,2,CS-,tools/paintbrush.jpg,Old,3,4,0,0,0
311,2,CS-,tools/screwdriver.jpg,Old,3,1,0,1,1
312,2,CS+,animals/balloonfish.jpg,New,4,4,0,0,0
313,2,CS+,animals/ladybug.jpg,New,4,4,0,0,0
314,2,CS+,animals/koala.jpg,New,4,1,0,1,1
315,2,CS+,animals/flounder.jpg,New,4,1,0,1,1
316,2,CS-,tools/lantern.jpg,New,4,1,0,1,1
317,2,CS-,tools/whistle.jpg,New,4,2,1,0,1
318,2,CS-,tools/microscope.jpg,New,4,3,0,0,0
319,2,CS-,tools/electricdrill.jpg,New,4,4,0,0,0
320,2,CS+,animals/caracal.jpg,New,4,4,0,0,0
321,2,CS+,animals/caterpillarpeacockmoth.jpg,Old,1,1,0,1,1
322,2,CS+,animals/caterpillarhawkmoth.jpg,Old,3,1,0,1,1
323,2,CS+,animals/tragopan.jpg,New,4,3,0,0,0
324,2,CS+,animals/firebug.jpg,Old,2,1,0,1,1
325,2,CS-,tools/flashlight.jpg,New,4,1,0,1,1
326,2,CS-,tools/pizzacutter.jpg,New,4,1,0,1,1
327,2,CS-,tools/scratchawl.jpg,New,4,4,0,0,0
328,2,CS+,animals/rooster.jpg,New,4,4,0,0,0
329,2,CS+,animals/hyena.jpg,Old,3,1,0,1,1
330,2,CS-,tools/levelmount.jpg,Old,2,1,0,1,1
331,2,CS-,tools/plow.jpg,Old,1,4,0,0,0
332,2,CS+,animals/mole.jpg,Old,1,1,0,1,1
333,2,CS+,animals/mahimahi.jpg,Old,2,1,0,1,1
334,2,CS-,tools/hedgeshears.jpg,New,4,4,0,0,0
335,2,CS+,animals/leafinsect.jpg,New,4,1,0,1,1
336,2,CS-,tools/camera.jpg,Old,3,4,0,0,0
337,2,CS-,tools/solderingtorch.jpg,Old,3,2,1,0,1
338,2,CS-,tools/blackboard.jpg,Old,2,1,0,1,1
339,2,CS-,tools/faxmachine.jpg,Old,1,1,0,1,1
340,2,CS-,tools/stapler.jpg,New,4,4,0,0,0
341,2,CS-,tools/sparkplug.jpg,Old,2,1,0,1,1
342,2,CS-,tools/snowbrush.jpg,New,4,4,0,0,0
343,2,CS+,animals/herring.jpg,Old,2,1,0,1,1
344,2,CS+,animals/crab.jpg,New,4,4,0,0,0
345,2,CS-,tools/clamp.jpg,New,4,1,0,1,1
346,2,CS+,animals/boar.jpg,Old,1,1,0,1,1
347,2,CS-,tools/ropeandpulley.jpg,Old,1,1,0,1,1
348,2,CS-,tools/fan.jpg,Old,2,4,0,0,0
349,2,CS-,tools/hairdryer.jpg,Old,1,1,0,1,1
350,2,CS+,animals/cricket.jpg,Old,3,1,0,1,1
351,2,CS-,tools/microwave.jpg,Old,3,4,0,0,0
352,2,CS+,animals/stinkbug.jpg,New,4,1,0,1,1
353,2,CS-,tools/workbench.jpg,Old,3,1,0,1,1
354,2,CS+,animals/slug.jpg,New,4,4,0,0,0
355,2,CS+,animals/beardeddragon.jpg,New,4,4,0,0,0
356,2,CS+,animals/dramaderry.jpg,Old,2,1,0,1,1
357,2,CS-,tools/razorblade.jpg,New,4,4,0,0,0
358,2,CS+,animals/goldfish.jpg,Old,3,1,0,1,1
359,2,CS+,animals/gerbil.jpg,Old,1,1,0,1,1
360,2,CS+,animals/marmot.jpg,Old,3,4,0,0,0
361,2,CS-,tools/edger.jpg,Old,3,1,0,1,1
362,2,CS-,tools/duster.jpg,New,4,4,0,0,0
363,2,CS+,animals/malaysianjunglenymph.jpg,New,4,4,0,0,0
364,2,CS-,tools/rollingpin.jpg,Old,1,3,0,0,0
365,2,CS+,animals/camel.jpg,Old,2,1,0,1,1
366,2,CS+,animals/porcupine.jpg,Old,1,1,0,1,1
367,2,CS+,animals/mink.jpg,Old,2,1,0,1,1
368,2,CS-,tools/battery.jpg,New,4,4,0,0,0
369,2,CS+,animals/orangutan.jpg,New,4,1,0,1,1
370,2,CS+,animals/owl.jpg,New,4,1,0,1,1
371,2,CS-,tools/carabiner.jpg,New,4,2,1,0,1
372,2,CS-,tools/thermometer.jpg,Old,2,4,0,0,0
373,2,CS-,tools/sawblade.jpg,New,4,1,0,1,1
374,2,CS-,tools/measuringcups.jpg,Old,2,4,0,0,0
375,2,CS-,tools/gardenhose.jpg,Old,1,1,0,1,1
376,2,CS-,tools/jumpercables.jpg,Old,3,1,0,1,1
377,2,CS+,animals/pelican.jpg,Old,1,4,0,0,0
378,2,CS+,animals/flamingo.jpg,Old,3,1,0,1,1
379,2,CS+,animals/armadillo.jpg,New,4,4,0,0,0
380,2,CS+,animals/giraffe.jpg,Old,1,1,0,1,1
381,2,CS+,animals/pigeon.jpg,Old,1,1,0,1,1
382,2,CS+,animals/mouse.jpg,Old,2,1,0,1,1
383,2,CS+,animals/sheep.jpg,Old,2,1,0,1,1
384,2,CS+,animals/shrimp.jpg,Old,3,4,0,0,0
385,2,CS+,animals/horse.jpg,Old,3,1,0,1,1
386,2,CS-,tools/scissors.jpg,Old,1,4,0,0,0
387,2,CS-,tools/ladder.jpg,Old,1,1,0,1,1
388,2,CS-,tools/broom.jpg,Old,2,4,0,0,0
389,2,CS-,tools/ruler.jpg,Old,2,4,0,0,0
390,2,CS-,tools/monkeywrench.jpg,Old,3,1,0,1,1
391,2,CS-,tools/measuringtape.jpg,Old,3,4,0,0,0
392,2,CS+,animals/wasp.jpg,New,4,1,0,1,1
393,2,CS+,animals/dove.jpg,New,4,4,0,0,0
394,2,CS+,animals/marlin.jpg,New,4,1,0,1,1
395,2,CS+,animals/earthworm.jpg,New,4,2,1,0,1
396,2,CS-,tools/pick.jpg,New,4,3,0,0,0
397,2,CS-,tools/laptop.jpg,New,4,4,0,0,0
398,2,CS-,tools/telephone.jpg,New,4,4,0,0,0
399,2,CS-,tools/anvil.jpg,New,4,1,0,1,1
400,2,CS-,tools/clippers.jpg,New,4,4,0,0,0
401,2,CS-,tools/staplegun.jpg,New,4,4,0,0,0
402,2,CS+,animals/clam.jpg,New,4,4,0,0,0
403,2,CS+,animals/herculesbeetle.jpg,Old,1,1,0,1,1
404,2,CS+,animals/quail.jpg,Old,1,4,0,0,0
405,2,CS+,animals/vulture.jpg,New,4,3,0,0,0
406,2,CS-,tools/eraser.jpg,Old,2,2,1,0,1
407,2,CS-,tools/woodchipper.jpg,Old,2,4,0,0,0
408,2,CS-,tools/videogamecontroller.jpg,Old,3,1,0,1,1
409,2,CS-,tools/hourglass.jpg,New,4,3,0,0,0
410,2,CS+,animals/partridge.jpg,Old,2,3,0,0,0
411,2,CS-,tools/shoehorn.jpg,Old,1,1,0,1,1
412,2,CS+,animals/halibut.jpg,Old,3,1,0,1,1
413,2,CS-,tools/weldinghelmet.jpg,Old,1,1,0,1,1
414,2,CS+,animals/cranebug.jpg,Old,3,1,0,1,1
415,2,CS+,animals/clownfish.jpg,New,4,4,0,0,0
416,2,CS+,animals/anteater.jpg,Old,2,1,0,1,1
417,2,CS-,tools/crank.jpg,New,4,1,0,1,1
418,2,CS+,animals/lizard.jpg,New,4,4,0,0,0
419,2,CS-,tools/duffelbag.jpg,Old,3,1,0,1,1
420,2,CS-,tools/shovel.jpg,New,4,1,0,1,1
421,2,CS-,tools/vacuumcleaner.jpg,New,4,4,0,0,0
422,2,CS+,animals/carp.jpg,Old,2,1,0,1,1
423,2,CS-,tools/stove.jpg,Old,1,4,0,0,0
424,2,CS+,animals/deer.jpg,New,4,4,0,0,0
425,2,CS+,animals/macaw.jpg,New,4,1,0,1,1
426,2,CS-,tools/airpump.jpg,Old,3,1,0,1,1
427,2,CS+,animals/snapper.jpg,Old,1,1,0,1,1
428,2,CS-,tools/routerplane.jpg,Old,2,1,0,1,1
429,2,CS+,animals/turkey.jpg,Old,2,4,0,0,0
