"trial","phase","object","toShock","seenBefore","shockedCategory","responseSide","filename","num","name","onsetFixationCross","onsetCertaintyOptions","interTrialTime","wasShocked","buttonPressedCertainty","certaintyRT"
1,1,"tool",0,1,"tools",1,"typewriter.jpg",134,"(unused)",0.0261739202826448,3.07832602071312,1.83102140873492,0,1,1.62015733053317
2,4,"tool",0,0,"tools",1,"scissors.jpg",340,"(unused)",4.74652643118679,6.98164756070491,1.13671551789847,0,4,0.167995415681844
3,4,"animal",0,0,"tools",1,"hermitcrab.jpg",206,"(unused)",7.16526222473249,9.98408897807394,1.71617611530201,0,1,0.061521137322643
4,2,"tool",0,1,"tools",1,"pressuregauge.jpg",38,"(unused)",10.0508645655682,12.9364669064037,1.78762660897918,0,4,1.0903113880745
5,4,"animal",0,0,"tools",1,"salmon.jpg",327,"(unused)",14.0374598627927,16.4726126807022,1.32610550182193,0,4,0.146250058849091
6,1,"animal",0,1,"tools",1,"chimp.jpg",139,"(unused)",16.6227935258391,19.4083474681092,1.696011325028,0,1,0.984619376788714
7,1,"tool",0,1,"tools",1,"pencil.jpg",159,"(unused)",20.4092711783067,22.6609684156115,1.15644428100594,0,2,1.21112049406088
8,4,"tool",0,0,"tools",1,"plow.jpg",220,"(unused)",23.8787738277192,26.7476198089867,1.77046880128704,0,4,2.49465398064035
9,1,"animal",0,1,"tools",1,"tiger.jpg",180,"(unused)",29.2497461064706,32.1352804519722,1.78573504838794,0,1,0.339001114781468
10,4,"tool",0,0,"tools",1,"tubingbender.jpg",260,"(unused)",32.4856677848263,35.4379315323122,1.85148934458772,0,4,2.16265874416263
11,4,"tool",0,0,"tools",1,"measuringtape.jpg",285,"(unused)",37.6064470626711,40.4086072616024,1.70663398916436,0,4,0.847984356818188
12,3,"tool",0,1,"tools",1,"burnisher.jpg",95,"(unused)",41.2761084106273,43.6945924289976,1.33189691540561,0,4,0.576143501821662
13,4,"animal",0,0,"tools",1,"caracal.jpg",297,"(unused)",44.2784953034361,46.6803355394184,1.29890148769268,0,4,0.152397542653034
14,1,"animal",0,1,"tools",1,"dog.jpg",128,"(unused)",46.8472461233091,48.9988680205008,1.05016864159486,0,4,0.178018312789845
15,3,"animal",0,1,"tools",1,"hedgehog.jpg",108,"(unused)",49.1825093053433,51.7677493144392,1.48090321028138,0,1,0.0832110073968124
16,2,"animal",0,1,"tools",1,"emu.jpg",26,"(unused)",51.8679433256539,54.3198015066312,1.35856244495966,0,4,0.036235532865021
17,2,"tool",0,1,"tools",1,"anvil.jpg",6,"(unused)",54.3699602532847,57.0720611487384,1.60915584226508,0,2,1.84011036885022
18,2,"animal",0,1,"tools",1,"phasmagigas.jpg",36,"(unused)",58.9236905190021,61.9426522366671,1.92717082404263,0,2,1.41763868072803
19,4,"animal",0,0,"tools",1,"blackleopard.jpg",358,"(unused)",63.3772303015646,66.2459630641863,1.75642261447786,0,4,2.25953188892436
20,3,"tool",0,1,"tools",1,"airhorn.jpg",89,"(unused)",68.5147332242414,70.8665006699357,1.26625559426719,0,4,0.375002719727945
21,2,"animal",0,1,"tools",1,"yak.jpg",53,"(unused)",71.2502743532398,73.9023175328427,1.55773882532906,0,3,1.3783062666148
22,4,"tool",0,0,"tools",1,"videogamecontroller.jpg",308,"(unused)",75.2868510319308,77.5218672818535,1.14228557238751,0,4,1.31094534192948
23,1,"tool",0,1,"tools",1,"magnet.jpg",178,"(unused)",78.8397162815361,81.2749002105184,1.34749413226475,0,1,0.668977659598568
24,4,"animal",0,0,"tools",1,"crane.jpg",282,"(unused)",81.9588989519632,84.4107661134562,1.34924112062633,0,4,0.708519512169914
25,4,"animal",0,0,"tools",1,"pachnoda.jpg",232,"(unused)",85.128143507766,87.5466211114822,1.31953788277147,0,2,0.801413005497579
26,2,"animal",0,1,"tools",1,"rhino.jpg",35,"(unused)",88.3640334335837,90.66584772229,1.20789626973307,0,1,0.0460858757762708
27,4,"tool",0,0,"tools",1,"nails.jpg",222,"(unused)",90.7158422537973,93.2345475456625,1.42079081785809,0,4,1.35679568612363
28,4,"animal",0,0,"tools",1,"redpanda.jpg",190,"(unused)",94.6024507331363,97.3045208382498,1.5901427403541,0,3,1.42591454677859
29,2,"animal",0,1,"tools",1,"chinchilla.jpg",19,"(unused)",98.7391187885755,101.374435757485,1.53183492941724,0,1,0.411096695694141
30,2,"tool",0,1,"tools",1,"edger.jpg",40,"(unused)",101.791573981414,104.627074345286,1.74054171093324,0,4,0.268460766767248
31,4,"tool",0,0,"tools",1,"lawnmower.jpg",229,"(unused)",104.910770122615,107.396037105332,1.38465463318727,0,4,1.26677627858771
32,3,"tool",0,1,"tools",1,"magnifyingglass.jpg",74,"(unused)",108.680481793533,111.215704819832,1.44843477552313,0,1,0.831182453205429
33,4,"animal",0,0,"tools",1,"rosechafer.jpg",335,"(unused)",112.066543904705,114.451690644729,1.28593969082141,0,4,0.679258746536107
34,2,"tool",0,1,"tools",1,"italiangardeningtool.jpg",2,"(unused)",115.135659878765,118.171358712036,1.94591367022076,0,4,1.2857437694413
35,4,"tool",0,0,"tools",1,"paintbrush.jpg",245,"(unused)",119.472489840075,122.057819333597,1.48460060867527,0,4,0.780492573188212
36,4,"animal",0,0,"tools",1,"wildabeast.jpg",187,"(unused)",122.858581458656,125.193690688991,1.24218512150154,0,4,0.512518471713065
37,4,"tool",0,0,"tools",1,"hedgeshears.jpg",300,"(unused)",125.710860633385,128.412921116518,1.60194271660676,0,4,0.443381970759447
38,4,"tool",0,0,"tools",1,"whistle.jpg",280,"(unused)",128.863403674913,131.915776760178,1.96295607846972,0,4,0.314690217021735
39,2,"animal",0,1,"tools",1,"herculesbeetle.jpg",28,"(unused)",132.249441089666,134.667818624777,1.31826171663009,0,2,1.40680497133576
40,2,"tool",0,1,"tools",1,"loom.jpg",14,"(unused)",136.085910066314,139.004823385413,1.82285119843434,0,1,0.658819734020653
41,3,"animal",0,1,"tools",1,"kangaroo.jpg",115,"(unused)",139.672147233397,142.10731705014,1.34088785591246,0,4,1.43052475871559
42,4,"animal",0,0,"tools",1,"bass.jpg",200,"(unused)",143.541918849258,145.743574407348,1.09612851591033,0,4,1.06529102956597
43,4,"tool",0,0,"tools",1,"vicegrips.jpg",278,"(unused)",146.827871301917,149.129673402781,1.212679257307,0,3,1.14237913580291
44,4,"tool",0,0,"tools",1,"headphones.jpg",259,"(unused)",150.280678851708,153.099498228198,1.72683588364634,0,4,0.507597469782468
45,4,"tool",0,0,"tools",1,"rollingpin.jpg",314,"(unused)",153.616731036203,155.768326633313,1.04602184331899,0,3,0.681860530258973
46,1,"animal",0,1,"tools",1,"lobsterspiny.jpg",153,"(unused)",156.469000268218,159.52133614849,1.95177816533963,0,4,1.07903667120945
47,4,"animal",0,0,"tools",1,"donkey.jpg",355,"(unused)",160.605683077362,163.357771768936,1.64767044909683,0,2,0.567644085074107
48,4,"animal",0,0,"tools",1,"fox.jpg",233,"(unused)",163.941710244705,166.093329255302,1.05387022589211,0,3,1.33725985691262
49,3,"animal",0,1,"tools",1,"baldeagle.jpg",71,"(unused)",167.444497893032,169.562783153343,1.03069551645814,0,3,1.10090743453088
50,2,"tool",0,1,"tools",1,"kettle.jpg",58,"(unused)",170.680482434998,173.015456957596,1.23062241271625,0,4,0.609259474599185
51,3,"animal",0,1,"tools",1,"rooster.jpg",106,"(unused)",173.63285587307,176.551763739713,1.81518738236299,0,4,0.189194885446796
52,4,"tool",0,0,"tools",1,"tongs.jpg",342,"(unused)",176.75199620678,179.604267683924,1.7550045164994,0,4,0.423645683606082
53,4,"tool",0,0,"tools",1,"pizzacutter.jpg",339,"(unused)",180.037994844949,182.956906881117,1.81761277717658,0,4,0.348174711680031
54,4,"animal",0,0,"tools",1,"owl.jpg",312,"(unused)",183.323936713428,186.393131914754,1.95570252119478,0,2,0.967087799979936
55,4,"tool",0,0,"tools",1,"levelmount.jpg",261,"(unused)",187.377245376002,190.162770131596,1.68044198968161,0,4,0.457773247342857
