"trial","phase","object","toShock","seenBefore","shockedCategory","responseSide","filename","num","name","onsetFixationCross","onsetCertaintyOptions","interTrialTime","wasShocked","buttonPressedCertainty","certaintyRT"
1,1,"animal",0,1,"animals",2,"chimp.jpg",139,"(unused)",0.0315603797025688,2.46662434422615,1.29054247276158,0,1,0.301248869831397
2,3,"tool",0,1,"animals",2,"burnisher.jpg",95,"(unused)",2.80042017991036,5.86959795849907,1.97121414449951,0,4,1.45653643916739
3,4,"tool",0,0,"animals",2,"bottleopener.jpg",193,"(unused)",7.33761890388996,10.3565933674745,1.92494011051883,0,3,0.912715464139183
4,4,"tool",0,0,"animals",2,"pizzacutter.jpg",339,"(unused)",11.2741601817434,14.2097507959606,1.84307695847677,0,3,1.70662255697607
5,1,"tool",0,1,"animals",2,"wheeldolly.jpg",146,"(unused)",15.9279319493435,18.9970061299737,1.97905912459996,0,2,1.03461562393022
6,3,"animal",0,1,"animals",2,"kangaroo.jpg",115,"(unused)",20.0479894766813,23.1003949700025,1.95922008694339,0,1,0.566384595989803
7,4,"tool",0,0,"animals",2,"fishingpole.jpg",182,"(unused)",23.6843182985322,26.0192995771304,1.2652778721642,0,4,1.27463670274665
8,4,"animal",0,0,"animals",2,"lion.jpg",265,"(unused)",27.3038927963698,29.5222259789571,1.12303969006164,0,1,1.14794217047529
9,1,"tool",0,1,"animals",2,"wateringcan.jpg",121,"(unused)",30.6900790507498,33.4088141164466,1.61718123657782,0,3,1.46159606091351
10,1,"tool",0,1,"animals",2,"electricdrill.jpg",155,"(unused)",34.8768045918478,37.5288847939901,1.56197718894126,0,3,0.993616169824236
11,1,"animal",0,1,"animals",2,"deer.jpg",140,"(unused)",38.5298251940512,41.0150334580248,1.40168404559849,0,1,0.73361800443854
12,1,"tool",0,1,"animals",2,"caulkinggun.jpg",154,"(unused)",41.7657812556863,44.7180604428886,1.85962113317642,0,1,0.56866246816935
13,2,"animal",0,1,"animals",2,"squirel.jpg",46,"(unused)",45.3020116755106,48.3544053015739,1.95973640227089,0,1,0.437498790448444
14,3,"animal",0,1,"animals",2,"catfish.jpg",87,"(unused)",48.8048434600078,51.3068066894666,1.41324937278853,0,1,0.411257715748434
15,4,"animal",0,0,"animals",2,"millipede.jpg",201,"(unused)",51.7239549423175,53.9756700819253,1.16919506731317,0,3,0.733551291199547
16,4,"animal",0,0,"animals",2,"bat.jpg",281,"(unused)",54.7264188417957,57.662038643055,1.8477762256382,0,1,0.638354708456973
17,1,"animal",0,1,"animals",2,"lobsterspiny.jpg",153,"(unused)",58.3126652663832,61.0648134005623,1.66240682950501,0,2,1.63576026913324
18,3,"tool",0,1,"animals",2,"paintgun.jpg",94,"(unused)",62.7162880517772,65.2515722982789,1.43624436774613,0,2,0.919313018457615
19,4,"tool",0,0,"animals",2,"bevelgauge.jpg",296,"(unused)",66.1857789335518,68.6210023042258,1.33632122629313,0,4,0.992814328024906
20,4,"animal",0,0,"animals",2,"tortoise.jpg",273,"(unused)",69.6219189697695,72.1072157570779,1.39312980039474,0,1,0.894722775654373
21,3,"tool",0,1,"animals",2,"generator.jpg",66,"(unused)",73.0080215118651,75.7101315104464,1.61171383397855,0,1,0.353026681394113
22,4,"animal",0,0,"animals",2,"mole.jpg",183,"(unused)",76.0772316848634,78.8793044138401,1.70420011846367,0,2,0.627952575172458
23,3,"animal",0,1,"animals",2,"crow.jpg",75,"(unused)",79.5133890408652,81.7818469579615,1.17006874736572,0,1,0.29648881617868
24,1,"animal",0,1,"animals",2,"penguin.jpg",162,"(unused)",82.0821389566718,85.0678299294068,1.89161892277598,0,1,0.454788424045546
25,4,"animal",0,0,"animals",2,"iguana.jpg",253,"(unused)",85.5349996395453,88.2036956074353,1.57989702565874,0,4,0.835029823329023
26,3,"animal",0,1,"animals",2,"hedgehog.jpg",108,"(unused)",89.0545434108062,91.2228378163236,1.07713383069425,0,1,0.551996346755914
27,1,"tool",0,1,"animals",2,"ruler.jpg",164,"(unused)",91.7900940612271,94.0918765234728,1.20673431970434,0,1,0.678028557702419
28,4,"tool",0,0,"animals",2,"levelmount.jpg",261,"(unused)",94.775861369304,97.8114230530682,1.93375188934103,0,3,0.939564976395559
29,4,"tool",0,0,"animals",2,"staplegun.jpg",347,"(unused)",98.7624372546488,101.648075369974,1.80085904256318,0,3,0.735231310136442
30,4,"animal",0,0,"animals",2,"marmot.jpg",302,"(unused)",102.398817394374,104.867384233663,1.36874985285446,0,2,1.84111676479006
31,4,"animal",0,0,"animals",2,"hermitcrab.jpg",206,"(unused)",106.719014313892,109.504477691853,1.70242907250132,0,3,0.854110450767621
32,4,"tool",0,0,"animals",2,"gentssaw.jpg",219,"(unused)",110.371972051697,112.957335808833,1.48953474052613,0,3,0.945430288782518
33,1,"animal",0,1,"animals",2,"stickinsect.jpg",160,"(unused)",113.908199905629,116.893858483956,1.90020477872951,0,1,0.519159000685249
