trial,phase,object,toShock,seenBefore,shockedCategory,filename,num,name,onsetFixationCross,onsetStimulus,interTrialTime,response,reactionTime,wasShocked,buttonPressed,isResponseCorrect
1,1,tool,0,0,tools,t_236.png,236,tbd,0.013417279231021,8.11204125455743,7.86428772006445,tool,1.6047742018734,0,2,1
2,1,animal,0,0,tools,a_039.png,39,tbd,10.7282483375789,16.4439085003463,5.66106144382104,animal,0.941302393668821,0,1,1
3,1,animal,0,0,tools,a_042.png,42,tbd,18.9935639970359,25.9588830563023,6.9077149014136,animal,0.816631710095521,0,1,1
4,1,animal,0,0,tools,a_037.png,37,tbd,28.5085189880522,32.7077503745777,4.1279889219867,animal,0.61312939341417,0,1,1
5,1,tool,0,0,tools,t_251.png,251,tbd,35.2739369625227,42.3559361914716,7.03288214822749,tool,0.73730646317631,0,2,1
6,1,tool,0,0,tools,t_233.png,233,tbd,44.9055634633301,51.4709270408531,6.50988629118801,tool,0.783776402768694,0,2,1
7,1,animal,0,0,tools,a_020.png,20,tbd,54.0372592432688,61.3191739901657,7.21450410628045,animal,0.580934803729519,0,1,1
8,1,tool,0,0,tools,t_323.png,323,tbd,63.8854824580642,69.3843986886893,5.44160025290986,tool,0.647098619367398,0,2,1
9,1,animal,0,0,tools,a_085.png,85,tbd,71.9506924026987,77.1663156807433,5.1487909858119,animal,0.493400300476878,0,1,1
10,1,animal,0,0,tools,a_071.png,71,tbd,79.7159304438696,85.3481666651805,5.57971651317879,animal,0.761031679048187,0,1,1
11,1,tool,0,0,tools,t_189.png,189,tbd,87.8975312536658,92.8468324004278,4.89934432846928,tool,0.737723420911493,0,2,1
12,1,tool,0,0,tools,t_243.png,243,tbd,95.3964888593276,100.64541615537,5.2014957212182,tool,0.637377089401866,0,2,1
13,1,tool,0,0,tools,t_292.png,292,tbd,103.19507453869,110.327032039791,7.07380008164799,tool,0.467339800550917,0,2,1
14,1,animal,0,0,tools,a_112.png,112,tbd,112.893302660757,117.325688152937,4.36060668442374,animal,0.622898392414072,0,1,1
15,1,animal,0,0,tools,a_123.png,123,tbd,119.875411645811,126.107501547031,6.16979058298919,animal,0.723483993516425,0,1,1
16,1,animal,0,0,tools,a_173.png,173,tbd,128.673824127345,135.389113839201,6.66458957200254,animal,0.51020818752113,0,1,1
17,1,tool,0,0,tools,t_337.png,337,tbd,137.955455984455,145.853951472652,7.83357508755994,tool,0.70095255971421,0,2,1
18,1,animal,0,0,tools,a_153.png,153,tbd,148.420267317495,153.285912309416,4.80101849361229,animal,0.741211111998382,0,1,1
19,1,tool,0,0,tools,t_288.png,288,tbd,155.852248039935,162.134299741411,6.22637722967223,tool,0.75319030773187,0,2,1
20,1,tool,0,0,tools,t_305.png,305,tbd,164.70062969867,172.132510351254,7.35708646165063,tool,0.612406452848631,0,2,1
21,1,tool,0,0,tools,t_257.png,257,tbd,174.682187337304,182.030610050339,7.28020125279195,tool,0.590823116789011,0,2,1
22,1,animal,0,0,tools,a_081.png,81,tbd,184.597099734483,192.112287259621,7.45343110695372,animal,0.460574180191543,0,1,1
23,1,tool,0,0,tools,t_334.png,334,tbd,194.66191934253,199.694246717217,4.95912552264703,tool,0.644957381028576,0,2,1
24,1,animal,0,0,tools,a_013.png,13,tbd,202.260571221951,206.409711230586,4.09480533311786,animal,0.539711154656402,0,1,1
25,1,tool,0,0,tools,t_205.png,205,tbd,208.959386612952,214.108360800702,5.09978254215353,tool,0.552469419881277,0,2,1
26,1,animal,0,0,tools,a_041.png,41,tbd,216.674659646499,224.406503542655,7.67225472596386,animal,0.470769759028371,0,1,1
27,1,animal,0,0,tools,a_174.png,174,tbd,226.956136908511,233.921429025893,6.90436062184436,animal,0.578264029066872,0,1,1
28,1,tool,0,0,tools,t_208.png,208,tbd,236.487709910433,243.736338279853,7.18721387483021,tool,0.602794294104456,0,2,1
29,1,tool,0,0,tools,t_274.png,274,tbd,246.302652521012,252.45131110383,6.10297568230941,tool,0.55219454851283,0,2,1
30,1,animal,0,0,tools,a_091.png,91,tbd,255.017750111574,259.800116455772,4.72669593097656,animal,0.545597314931115,0,1,1
31,1,tool,0,0,tools,t_295.png,295,tbd,262.349760085203,268.248528841084,5.85526987794782,tool,0.609682115153873,0,2,1
32,1,animal,0,0,tools,a_015.png,15,tbd,270.798207430818,274.947371494706,4.07616462668018,animal,0.600134103753703,0,1,1
33,1,animal,0,0,tools,a_063.png,63,tbd,277.513702414175,284.878932052044,7.30513188826931,animal,0.443931472557779,0,1,1
34,1,animal,0,0,tools,a_022.png,22,tbd,287.44524757615,293.394051901734,5.88693482552946,animal,0.569183651803314,0,1,1
35,1,tool,0,0,tools,t_278.png,278,tbd,295.960357803738,303.892228192747,7.87631357523064,tool,0.666548735506012,0,2,1
36,1,tool,0,0,tools,t_349.png,349,tbd,306.458497210029,310.807569414921,4.294169112348,tool,0.650437809353207,0,2,1
37,1,animal,0,0,tools,a_168.png,168,tbd,313.373921182276,320.339247618487,6.89376303616462,animal,0.522290339741403,0,1,1
38,1,tool,0,0,tools,t_211.png,211,tbd,322.905497712302,328.62105620153,5.64608338806439,tool,0.650811467631229,0,2,1
39,1,tool,0,0,tools,t_341.png,341,tbd,331.18737332932,337.969379165445,6.72926797173159,tool,0.603820330869667,0,2,1
40,1,animal,0,0,tools,a_057.png,57,tbd,340.518928498281,347.650954316304,7.07691230978873,animal,0.392677424058547,0,1,1
41,1,animal,0,0,tools,a_143.png,143,tbd,350.200622000989,354.316420786166,4.04075418841551,animal,0.675671770753297,0,1,1
