trial,phase,object,toShock,seenBefore,shockedCategory,responseSide,filename,num,name,onsetFixationCross,onsetForcedChoiceOptions,onsetCertaintyOptions,interTrialTime,wasShocked,buttonPressedForcedChoice,forcedChoiceRT,buttonPressedCertainty,certaintyRT
1,1,animal,0,1,tools,2,a_031.png,31,tbd,0.0186358957907942,2.65399987658384,4.65575167270799,1.49162042174499,0,1,1.92984716841238,4,1.87219049992927
2,3,tool,0,1,tools,2,t_323.png,323,tbd,6.54062450563288,9.05929454796569,9.82662273043024,1.41394465097145,0,2,0.714739781014941,3,1.73748880604762
3,4,animal,0,0,tools,2,a_038.png,38,tbd,11.5780645908271,14.3303098843026,15.6980874192923,1.64575606526013,0,2,1.30603646149029,4,1.17826544385025
4,1,tool,0,1,tools,2,t_312.png,312,tbd,16.8823888393345,19.401111579642,20.0516447783302,1.41206527366729,0,1,0.600366691156523,4,0.65683726944917
5,4,tool,0,0,tools,2,t_236.png,236,tbd,20.7188598948414,23.6879420515652,25.4060100656607,1.88199521575346,0,2,1.67776815988691,2,1.94476572982603
6,3,tool,0,1,tools,2,t_294.png,294,tbd,27.3575997474545,29.5593934653371,30.6936582364979,1.10922743013271,0,2,1.08343911833072,1,2.04134031377544
7,3,animal,0,1,tools,2,a_100.png,100,tbd,32.7453307810429,35.7144263752161,38.0663504428412,1.87248412157635,0,2,2.31378970570222,1,0.521939753678453
8,4,animal,0,0,tools,2,a_015.png,15,tbd,38.6001169503361,41.3356706271807,43.7042679960505,1.64766468591141,0,2,2.31077664771874,3,2.06824989458619
9,4,animal,0,0,tools,2,a_061.png,61,tbd,45.7892998859461,48.5916058893345,49.3088463718923,1.70512160990646,0,1,0.671055472790613,4,1.40486591279841
10,2,animal,0,1,tools,2,a_071.png,71,tbd,50.7266686696057,53.6290195197907,58.2828295657819,1.82117863908093,0,2,4.584016654062,2,1.06819030956467
11,2,animal,0,1,tools,2,a_072.png,72,tbd,59.3670509044168,61.8023665723631,64.0375284872898,1.33973554505062,0,2,2.18289722632835,2,1.64776340784738
12,4,tool,0,0,tools,2,t_230.png,230,tbd,65.688874923133,67.8739960245293,68.4744810800148,1.08606345445598,0,1,0.544362629818352,4,0.921975496221421
13,1,animal,0,1,tools,2,a_091.png,91,tbd,69.4085762670111,71.8105470561677,72.4944278815346,1.31005525329244,0,1,0.630071617320937,4,1.09620336479202
14,4,animal,0,0,tools,2,a_146.png,146,tbd,73.5953366337781,76.4643380627094,77.8988413504339,1.7692731956353,0,2,1.38048199173863,1,1.33104274851576
15,1,animal,0,1,tools,2,a_138.png,138,tbd,79.2332631774152,81.5851857564667,82.4859038179857,1.25733388556131,0,1,0.863840682417504,4,0.935145808805828
16,1,tool,0,1,tools,2,t_282.png,282,tbd,83.4366864333315,86.3724146775603,86.9395447628958,1.84377422964774,0,1,0.518751042720396,4,0.799675631275022
