trial,phase,object,toShock,seenBefore,shockedCategory,filename,num,name,onsetFixationCross,onsetStimulus,interTrialTime,response,reactionTime,wasShocked,buttonPressed,isResponseCorrect
1,3,animal,0,0,animals,a_168.png,168,tbd,0.014223902442609,6.56282289237788,6.46917126667855,animal,0.747911652442781,0,2,1
2,3,tool,0,0,animals,t_212.png,212,tbd,9.14599345182614,14.5448754277695,5.3524750247012,tool,0.899295214429003,0,1,1
3,3,animal,0,0,animals,a_079.png,79,tbd,17.1111951214534,22.7933915393369,5.62852656048777,animal,0.58004799633818,0,2,1
4,3,animal,0,0,animals,a_165.png,165,tbd,25.3597372126951,32.4584125058955,7.05198286966862,animal,0.993541775009362,0,2,1
5,3,animal,0,0,animals,a_088.png,88,tbd,35.024676391391,43.0231304404024,7.93288356681101,animal,0.564142983161219,0,2,1
6,3,tool,0,0,animals,t_190.png,190,tbd,45.5894312106211,51.8048665369479,6.17114011465624,tool,1.37788988724787,0,1,1
7,3,animal,0,0,animals,a_013.png,13,tbd,54.3711990601005,58.8536021607251,4.43264696806498,animal,0.935444487864515,0,2,1
8,3,tool,0,0,animals,t_320.png,320,tbd,61.4199289106182,67.0188133241591,5.54112651623456,tool,0.63857763658234,0,1,1
9,3,animal,0,0,animals,a_017.png,17,tbd,69.5684624061159,74.1008619465629,4.46309108296014,animal,0.925848045219027,0,2,1
10,3,tool,0,0,animals,t_297.png,297,tbd,76.667188375719,82.2327799970481,5.51214123852159,tool,0.571356351980285,0,1,1
11,3,tool,0,0,animals,t_221.png,221,tbd,84.7823835343897,90.1813113756834,5.3462710330516,tool,0.835171284326862,0,1,1
12,3,animal,0,0,animals,a_136.png,136,tbd,92.7475925809613,97.3466537204367,4.54329232711464,animal,0.952148456210125,0,2,1
13,3,tool,0,0,animals,t_316.png,316,tbd,99.9129862435893,105.261879798129,5.2896302119325,tool,1.55222985918954,0,1,1
14,3,animal,0,0,animals,a_117.png,117,tbd,107.811582763852,112.510614331401,4.63058195585621,animal,0.534758047138894,0,2,1
15,3,animal,0,0,animals,a_178.png,178,tbd,115.076936590978,122.875267284649,7.74975053320153,animal,0.53864152733513,0,2,1
16,3,tool,0,0,animals,t_335.png,335,tbd,125.441746705219,131.540511483965,6.03683302968055,tool,0.693668016981974,0,1,1
17,3,tool,0,0,animals,t_246.png,246,tbd,134.106849138905,140.272276158152,6.0979229318025,tool,0.821416490112824,0,1,1
18,3,tool,0,0,animals,t_325.png,325,tbd,142.821951861253,147.920790088709,5.05036148677377,tool,0.658217628857528,0,1,1
19,3,animal,0,0,animals,a_172.png,172,tbd,150.487234869714,157.719106028489,7.17811817500595,animal,0.770280151991756,0,2,1
20,3,animal,0,0,animals,a_020.png,20,tbd,160.285428608804,166.617539614499,6.2720154655079,animal,0.8032996765196,0,2,1
21,3,tool,0,0,animals,t_345.png,345,tbd,169.20055846548,173.299677016827,4.05299931490852,tool,0.636377382686987,0,1,1
22,3,tool,0,0,animals,t_333.png,333,tbd,175.866011785136,182.614689548011,6.69114314654504,tool,0.655841931977193,0,1,1
23,3,tool,0,0,animals,t_210.png,210,tbd,185.164330290812,190.37999815126,5.16527220054469,tool,1.59687801421751,0,1,1
24,3,animal,0,0,animals,a_099.png,99,tbd,192.946257867177,199.428318420987,6.42817414626506,animal,1.27592768414615,0,2,1
25,3,animal,0,0,animals,a_122.png,122,tbd,201.977993803353,206.427061453784,4.39790115339725,animal,1.41653994488479,0,2,1
26,3,animal,0,0,animals,a_029.png,29,tbd,208.993386599992,213.775687193162,4.72368423242663,animal,1.03115200420143,0,2,1
27,3,tool,0,0,animals,t_317.png,317,tbd,216.325388555202,224.207155378324,7.82655162891445,tool,0.658199346864421,0,1,1
28,3,tool,0,0,animals,t_343.png,343,tbd,226.756844231633,231.32255644997,4.50992882561559,tool,0.881048502462363,0,1,1
29,3,animal,0,0,animals,a_008.png,8,tbd,233.872235681178,239.721049372272,5.80628017590459,tool,0.646962656637697,0,1,0
30,3,animal,0,0,animals,a_115.png,115,tbd,242.270717698431,246.736362305468,4.4217180554177,animal,0.747980931573693,0,2,1
31,3,tool,0,0,animals,t_355.png,355,tbd,249.302786880058,256.218076142884,6.86863879332538,tool,0.735608191884239,0,1,1
32,3,tool,0,0,animals,t_215.png,215,tbd,258.784423740663,265.166482113462,6.32503287743162,tool,0.797666577514974,0,1,1
33,3,tool,0,0,animals,t_265.png,265,tbd,267.732814636614,273.964900368257,6.17761599466146,tool,0.7825618024508,0,1,1
34,3,animal,0,0,animals,a_021.png,21,tbd,276.531219741204,284.029724466618,7.44261270891326,animal,1.18627663928237,0,2,1
35,3,animal,0,0,animals,a_171.png,171,tbd,286.596049292089,292.978143908138,6.32867376157152,animal,0.71621324246189,0,2,1
36,3,animal,0,0,animals,a_052.png,52,tbd,295.544436980674,299.660293819197,4.06707929979672,animal,0.629366398736238,0,2,1
37,3,tool,0,0,animals,t_208.png,208,tbd,302.226589457627,307.692127580072,5.42272358536734,tool,0.877886679882067,0,1,1
38,3,tool,0,0,animals,t_344.png,344,tbd,310.258489290267,314.807525444352,4.50118613168906,tool,0.615675431130512,0,1,1
39,3,tool,0,0,animals,t_281.png,281,tbd,317.373864061501,323.389330948321,5.95262021425269,tool,1.05138375572642,0,1,1
40,3,animal,0,0,animals,a_057.png,57,tbd,325.955671810629,331.504497240689,5.49649156696327,animal,0.744559312252022,0,2,1
41,3,tool,0,0,animals,t_238.png,238,tbd,334.070859913092,340.869511664219,6.73817239965013,tool,0.811956681311131,0,1,1
42,3,animal,0,0,animals,a_081.png,81,tbd,343.435845791055,348.534633021372,5.0429030897121,animal,0.731170799372194,0,2,1
43,3,animal,0,0,animals,a_120.png,120,tbd,351.101127516567,355.600309469348,4.45777302161253,animal,0.622805897724902,0,2,1
44,3,tool,0,0,animals,t_249.png,249,tbd,358.149866668449,362.865539339949,4.65966988060398,tool,1.22192363901377,0,1,1
45,3,tool,0,0,animals,t_243.png,243,tbd,365.415223382206,370.464178389901,4.99446660842602,tool,0.730588982964036,0,1,1
46,3,tool,0,0,animals,t_341.png,341,tbd,373.030499045795,380.029126934109,6.94850358930201,tool,1.12110261716043,0,1,1
47,3,animal,0,0,animals,a_024.png,24,tbd,382.578806165317,390.277180864065,7.64043155795887,animal,1.00340025955302,0,2,1
48,3,animal,0,0,animals,a_111.png,111,tbd,392.843635587908,398.742468170396,5.84738531035516,animal,0.82447214883905,0,2,1
49,3,animal,0,0,animals,a_070.png,70,tbd,401.292078443208,406.907636996582,5.56465243977706,animal,0.813657227397925,0,2,1
50,3,tool,0,0,animals,t_220.png,220,tbd,409.473952520688,413.956350489527,4.43257196872248,tool,0.650264320427596,0,1,1
51,3,animal,0,0,animals,a_114.png,114,tbd,416.506027154841,421.27172577394,4.71428811681994,animal,0.84919100706793,0,2,1
