trial,phase,object,toShock,seenBefore,shockedCategory,responseSide,filename,num,name,onsetFixationCross,onsetForcedChoiceOptions,onsetCertaintyOptions,interTrialTime,wasShocked,buttonPressedForcedChoice,forcedChoiceRT,buttonPressedCertainty,certaintyRT
1,4,tool,0,0,animals,2,t_350.png,350,tbd,0.0137769084736874,2.24869843024294,3.24945247041967,0.996189647040709,0,2,0.94367161970456,4,2.06279361031943
2,2,tool,0,1,animals,2,t_319.png,319,tbd,5.33432448725421,6.65196463336679,8.43659395253997,0.252862794243738,0,1,1.7583730618104,3,2.34088433312354
3,1,tool,0,1,animals,2,t_276.png,276,tbd,10.7884815065793,12.1226508804887,13.6737670106942,0.281188610808595,0,1,1.53279445384362,4,1.50198593097662
4,4,animal,0,0,animals,2,a_177.png,177,tbd,15.191689015806,16.2756738888171,19.4446484871888,0.010236246192875,0,2,3.13130991519529,2,3.06937342070921
5,1,tool,0,1,animals,2,t_314.png,314,tbd,22.5303935356529,24.3484196823409,25.3323333849925,0.756904330202124,0,1,0.957303678247058,4,1.25955287329077
6,4,animal,0,0,animals,2,a_137.png,137,tbd,26.6000426648184,28.2344005327353,29.6855660876925,0.583948475380616,0,2,1.41489060214485,2,2.25846976241166
7,4,tool,0,0,animals,2,t_357.png,357,tbd,31.9538263845425,33.9721068073053,35.8567053041643,0.978640164521742,0,2,1.84606078205297,3,1.79981159470674
8,4,animal,0,0,animals,2,a_063.png,63,tbd,37.6749229276644,39.0590222056653,39.9598436315678,0.340603671502395,0,1,0.869249682427494,4,1.68971820084926
9,2,tool,0,1,animals,2,t_334.png,334,tbd,41.6611859898629,42.7951299535484,45.3137040061631,0.058331141718128,0,1,2.46825041080911,1,1.89368238025247
10,3,tool,0,1,animals,2,t_340.png,340,tbd,47.2150155100708,49.0497209869811,50.0170692191563,0.782875310849007,0,1,0.944751843998688,4,1.38341175006917
11,4,tool,0,0,animals,2,t_223.png,223,tbd,51.4180838858952,53.4529198364525,56.6720302486536,0.998652859217809,0,2,3.19392700230389,2,1.37574401782501
12,2,animal,0,1,animals,2,a_071.png,71,tbd,58.0564197888239,59.7742307566284,60.3746487982985,0.627897360065454,0,2,0.584506343142493,4,1.53120298325371
13,2,animal,0,1,animals,2,a_070.png,70,tbd,61.9091491031541,63.2767515472577,64.5610234109749,0.331635592071403,0,1,1.25711114302032,4,1.33287341798302
14,3,tool,0,1,animals,2,t_198.png,198,tbd,65.9123333272607,67.7467555980988,69.5314153867815,0.784247548981101,0,1,1.74680170430395,2,2.74870524681751
15,4,animal,0,0,animals,2,a_114.png,114,tbd,72.2834381612965,74.2014633137163,74.618441116839,0.875885655001374,0,2,0.395688717268968,4,0.850794460899806
16,4,animal,0,0,animals,2,a_058.png,58,tbd,75.4858060591346,77.5038975709386,79.2385171238323,0.955359125328005,0,2,1.69378411634091,3,1.67077193912132
17,1,tool,0,1,animals,2,t_349.png,349,tbd,80.9230496141116,82.6411245440879,83.6084990762606,0.672221417266842,0,1,0.940323180978339,3,1.23007057591553
18,1,tool,0,1,animals,2,t_328.png,328,tbd,84.8426777834618,86.5271935956939,87.5445576880505,0.617638622191613,0,1,0.999298680606103,4,0.860001384470365
19,3,tool,0,1,animals,2,t_324.png,324,tbd,88.4118713132775,89.7128324498992,90.2133467431462,0.254460826159194,0,1,0.467822554749773,4,0.873550694239725
