trial,phase,object,toShock,seenBefore,shockedCategory,filename,num,name,onsetFixationCross,onsetStimulus,interTrialTime,response,reactionTime,wasShocked,buttonPressed,isResponseCorrect
1,2,animal,0,0,animals,a_115.png,115,tbd,0.0281156026262579,8.70943083343604,8.57234366476757,0,1.82112992420912,0,2,1
2,2,animal,1,0,animals,a_069.png,69,tbd,13.3087445959361,20.2573839078257,6.88863862244162,0,1.02133897711724,1,2,0
3,2,tool,0,0,animals,t_185.png,185,tbd,25.023235670134,32.7549234147521,7.67342218588581,1,1.37815617705905,0,1,0
4,2,animal,0,0,animals,a_013.png,13,tbd,37.3206796631664,47.2854238748416,9.91221932691496,1,1.18103031777878,0,1,0
5,2,tool,0,0,animals,t_241.png,241,tbd,51.8513196415363,60.3995260939521,8.48043134902572,0,1.19531282016578,0,2,1
6,2,animal,0,0,animals,a_024.png,24,tbd,64.9653939569905,73.1803383854162,8.16314036730069,0,1.50180112580779,0,2,1
7,2,animal,1,0,animals,a_129.png,129,tbd,77.746202078943,86.8941767706478,9.0910533946707,0,1.46732856424251,1,2,0
8,2,tool,0,0,animals,t_311.png,311,tbd,91.6601805597718,100.041767867265,8.32889119946386,0,1.90612702639851,0,2,1
9,2,tool,0,0,animals,t_256.png,256,tbd,104.590951268374,112.106043457884,7.464984411864,0,1.40926201819252,0,2,1
10,2,tool,0,0,animals,t_260.png,260,tbd,116.671978674575,125.420149140896,8.69199414009048,0,0.8445106221277,0,2,1
11,2,animal,0,0,animals,a_132.png,132,tbd,129.9860237393,136.334568948515,6.28747642243095,0,1.17340267699456,0,2,1
12,2,animal,0,0,animals,a_151.png,151,tbd,140.883922337414,149.515422165342,8.57954222535707,0,1.61285254518975,0,2,1
13,2,animal,1,0,animals,a_068.png,68,tbd,154.064644695716,160.329952336731,6.19838912249179,0,0.890701757039778,1,2,0
14,2,tool,0,0,animals,t_321.png,321,tbd,165.079162935887,173.927311560381,8.79690227445032,0,0.734580480694603,0,2,1
15,2,animal,0,0,animals,a_118.png,118,tbd,178.493164028299,186.158220728849,7.60824176247286,0,1.00414455181885,0,2,1
16,2,animal,1,0,animals,a_023.png,23,tbd,190.707399960446,198.872477348189,8.09634177837838,0,1.01517964595837,1,2,0
17,2,tool,0,0,animals,t_344.png,344,tbd,203.638274586112,210.420222267719,6.72341744266935,0,1.03277434439201,0,2,1
18,2,tool,0,0,animals,t_197.png,197,tbd,214.986064472224,224.517390816386,9.47840524443898,0,1.14107452743337,0,2,1
19,2,animal,1,0,animals,a_009.png,9,tbd,229.083296846494,236.798228285287,7.65793103001337,0,1.01456576552528,1,2,0
20,2,animal,0,0,animals,a_096.png,96,tbd,241.564198718316,249.579166624301,7.95542543246365,1,0.968191813556132,0,1,0
21,2,tool,0,0,animals,t_182.png,182,tbd,254.161721835854,263.276490214661,9.04672898722988,0,0.8340393742792,0,2,1
22,2,animal,1,0,animals,a_022.png,22,tbd,267.842381170381,274.890891516062,6.9907547633609,1,0.732900488161249,1,1,1
23,2,animal,1,0,animals,a_014.png,14,tbd,279.640062023758,287.771715963257,8.07199873132396,0,1.31072266233059,1,2,0
24,2,tool,0,0,animals,t_207.png,207,tbd,292.537546878006,299.13611044911,6.54008993666101,0,0.69241677347236,0,2,1
25,2,animal,1,0,animals,a_083.png,83,tbd,303.685372108749,310.117319421514,6.37362837742008,1,0.985553660790629,1,1,1
26,2,tool,0,0,animals,t_342.png,342,tbd,314.883172466749,324.381194674852,9.43854901117416,0,0.719057388173951,0,2,1
27,2,animal,1,0,animals,a_081.png,81,tbd,328.947093328132,338.42842818772,9.41539188262711,1,0.733223144230124,1,1,1
