trial,phase,object,toShock,seenBefore,shockedCategory,filename,num,name,onsetFixationCross,onsetStimulus,interTrialTime,response,reactionTime,wasShocked,buttonPressed,isResponseCorrect
1,1,animal,0,0,tools,a_027.png,27,tbd,0.0228813597436783,5.72170091653561,5.50590750792201,tool,0.744017029254792,0,2,0
2,1,tool,0,0,tools,t_288.png,288,tbd,8.3214564502241,13.3538628300826,4.97022703662708,tool,0.744229357644144,0,2,1
3,1,animal,0,0,tools,a_126.png,126,tbd,15.9201965282018,23.852047454428,7.87867346258946,animal,0.588506049118678,0,1,1
4,1,animal,0,0,tools,a_178.png,178,tbd,26.4183593423804,31.2505493525541,4.77284269638263,animal,0.502280516597693,0,1,1
5,1,animal,0,0,tools,a_130.png,130,tbd,33.8170305900376,41.2988976814463,7.42659676769887,animal,0.502408811697023,0,1,1
6,1,tool,0,0,tools,t_357.png,357,tbd,43.8652759621123,48.830940986174,4.91221670177774,tool,0.423782197904984,0,2,1
7,1,animal,0,0,tools,a_138.png,138,tbd,51.3972621755211,56.8128757532481,5.34612497734134,animal,0.400389190244368,0,1,1
8,1,tool,0,0,tools,t_213.png,213,tbd,59.3791395305379,63.4783719409593,4.05283284337338,tool,0.69513659643826,0,2,1
9,1,tool,0,0,tools,t_235.png,235,tbd,66.0446780556317,73.4599012955191,7.3641430704163,animal,0.41793033769045,0,1,0
10,1,tool,0,0,tools,t_259.png,259,tbd,76.026291443482,82.4416747315058,6.36052334411079,tool,0.774571469355578,0,2,1
11,1,animal,0,0,tools,a_030.png,30,tbd,85.0080032978208,89.9070212629836,4.84719909096888,animal,0.964652846937042,0,1,1
12,1,tool,0,0,tools,t_244.png,244,tbd,92.4733774127453,100.438484353125,7.90975846259758,tool,0.639672059127861,0,2,1
13,1,animal,0,0,tools,a_095.png,95,tbd,102.988160215557,108.753691620273,5.70295450627192,animal,0.516851953233527,0,1,1
14,1,tool,0,0,tools,t_230.png,230,tbd,111.320006715602,115.435735951361,4.07440379901256,tool,0.587153498034695,0,2,1
15,1,animal,0,0,tools,a_121.png,121,tbd,117.98538519256,125.950628767221,7.90531610950958,animal,0.620741475757313,0,1,1
16,1,tool,0,0,tools,t_353.png,353,tbd,128.500303025964,134.199087301603,5.62859677191658,tool,0.792671983434047,0,2,1
17,1,tool,0,0,tools,t_219.png,219,tbd,136.765535182361,142.914306820933,6.10078419858904,tool,0.65884415802293,0,2,1
18,1,animal,0,0,tools,a_022.png,22,tbd,145.48063506651,152.695915205274,7.15619499432772,animal,0.65277419613949,0,1,1
19,1,tool,0,0,tools,t_302.png,302,tbd,155.278903531703,162.444189636189,7.11089840826127,tool,0.580934072360378,0,2,1
20,1,animal,0,0,tools,a_018.png,18,tbd,165.010520126931,169.759561762539,4.69538255345919,animal,0.635938351002096,0,1,1
21,1,tool,0,0,tools,t_256.png,256,tbd,172.325884555575,178.824625659913,6.43351198469234,tool,0.653232530381956,0,2,1
22,1,tool,0,0,tools,t_202.png,202,tbd,181.390934661226,185.673427961014,4.22863280345044,tool,0.811750106168802,0,2,1
23,1,tool,0,0,tools,t_267.png,267,tbd,188.223068221556,195.088395572916,6.80208791126685,tool,0.660189332138998,0,2,1
24,1,animal,0,0,tools,a_036.png,36,tbd,197.654719969641,202.53705251567,4.8322316453556,animal,0.942954617537453,0,1,1
25,1,animal,0,0,tools,a_039.png,39,tbd,205.10343592814,209.90247384319,4.74388084867293,animal,0.616760158090074,0,1,1
26,1,tool,0,0,tools,t_356.png,356,tbd,212.468799202128,220.517254978166,7.99528719575135,tool,0.622667505935169,0,2,1
27,1,tool,0,0,tools,t_341.png,341,tbd,223.06691352076,230.848773042757,7.72468780699962,tool,0.539490585710155,0,2,1
