trial,phase,object,toShock,seenBefore,shockedCategory,responseSide,filename,num,name,onsetFixationCross,onsetForcedChoiceOptions,onsetCertaintyOptions,interTrialTime,wasShocked,buttonPressedForcedChoice,forcedChoiceRT,buttonPressedCertainty,certaintyRT
1,3,animal,0,1,tools,1,a_094.png,94,tbd,0.0154678499202419,1.38321093699051,2.36724540750583,0.249941114291693,0,1,0.936276674776309,2,2.31628176414597
2,3,tool,0,1,tools,1,t_206.png,206,tbd,4.70241317210093,6.68741949466857,8.98902165948311,0.884691259448028,0,1,2.25408094465092,4,1.26450797094003
3,4,animal,0,0,tools,1,a_076.png,76,tbd,10.256906958828,12.3251541492064,14.2766012502871,0.974010153101859,0,2,1.89758417196572,4,2.05917002957358
4,4,tool,0,0,tools,1,t_185.png,185,tbd,16.3617495169274,17.6627545152587,19.0138586008179,0.176659373456569,0,2,1.28502270670651,3,0.687937551450887
5,1,tool,0,1,tools,1,t_345.png,345,tbd,19.7143197744372,21.3822800828857,24.8350882432387,0.540140364577287,0,1,3.39962648649453,3,1.69187099783449
6,4,animal,0,0,tools,1,a_178.png,178,tbd,26.5363768155257,27.7374223670631,28.5213965094044,0.0630188340266691,0,2,0.720583743717725,4,1.13048569984676
7,1,tool,0,1,tools,1,t_240.png,240,tbd,29.6722062185909,31.6070837285442,32.6579480475957,0.819478934872172,0,1,0.987026734084793,3,1.31615587318447
8,4,animal,0,0,tools,1,a_109.png,109,tbd,33.9923778096927,35.2599540207739,37.8620794896488,0.151473818434172,0,2,2.53920276804274,2,1.10913013195386
9,1,animal,0,1,tools,1,a_118.png,118,tbd,38.9795842386993,40.1305954336021,42.9159707667786,0.041721433693183,0,1,2.73966713725531,4,1.60934274883039
10,4,animal,0,0,tools,1,a_078.png,78,tbd,44.5339922035637,46.2520925957215,48.5871792484213,0.604665461897705,0,2,2.29827717933586,2,2.36817330854319
11,1,tool,0,1,tools,1,t_296.png,296,tbd,50.9724368631541,52.2568521694229,53.4578233717875,0.182893231220864,0,1,1.14551565825241,4,2.11256463655081
12,1,animal,0,1,tools,1,a_027.png,27,tbd,55.5760793147529,56.8438611067977,58.3450098094982,0.16553990942188,0,1,1.45667879646862,4,1.25359560774086
13,4,animal,0,0,tools,1,a_083.png,83,tbd,59.6125979869648,60.8636803797817,61.7809932580058,0.134574853951035,0,2,0.862966316250095,2,0.740652628104726
14,3,animal,0,1,tools,1,a_073.png,73,tbd,62.5315864672266,63.7993020100657,66.1178103282437,0.153278582670615,0,2,2.24430212870357,3,1.69493708279697
15,3,animal,0,1,tools,1,a_124.png,124,tbd,67.8191243533838,69.4204618164804,71.42188327232,0.499627461912185,0,1,1.96039064967408,4,0.827983637220314
