"trial","phase","object","toShock","seenBefore","shockedCategory","filename","num","name","onsetFixationCross","onsetForcedChoiceOptions","onsetCertaintyOptions","interTrialTime","wasShocked","buttonPressedForcedChoice","forcedChoiceRT","buttonPressedCertainty","certaintyRT"
1,4,"tool",0,0,"tools","t_329.png",329,"tbd",0.0144013218276768,NA,NA,0.0956080849355959,0,"2",NA,"1",NA
2,3,"tool",0,1,"tools","t_227.png",227,"tbd",2.86668524209222,NA,NA,0.225152703837953,0,"1",NA,"4",NA
3,4,"animal",0,0,"tools","a_164.png",164,"tbd",5.65219152567596,NA,NA,0.707917721539207,0,"2",NA,"1",NA
4,4,"tool",0,0,"tools","t_182.png",182,"tbd",9.28791939162119,NA,NA,0.41913833525817,0,"2",NA,"1",NA
5,2,"animal",0,1,"tools","a_078.png",78,"tbd",12.557026652164,NA,NA,0.732581642785327,0,"1",NA,"4",NA
6,4,"animal",0,0,"tools","a_171.png",171,"tbd",14.7755896837852,NA,NA,0.298414415704565,0,"1",NA,"1",NA
7,4,"tool",0,0,"tools","t_277.png",277,"tbd",17.4108892826075,NA,NA,0.688057752230876,0,"2",NA,"4",NA
8,4,"tool",0,0,"tools","t_291.png",291,"tbd",20.0127905771436,NA,NA,0.506638838324437,0,"2",NA,"4",NA
9,2,"tool",0,1,"tools","t_220.png",220,"tbd",22.1811067098137,NA,NA,0.751277976744439,0,"1",NA,"4",NA
10,2,"animal",0,1,"tools","a_079.png",79,"tbd",24.9832048923065,NA,NA,0.120989000520905,0,"1",NA,"4",NA
11,3,"animal",0,1,"tools","a_006.png",6,"tbd",26.7344228564795,NA,NA,0.818088638885836,0,"1",NA,"4",NA
12,4,"animal",0,0,"tools","a_090.png",90,"tbd",29.6533027808905,NA,NA,0.887976970987591,0,"1",NA,"1",NA
13,2,"tool",0,1,"tools","t_253.png",253,"tbd",32.2717466317117,NA,NA,0.879214151636658,0,"1",NA,"4",NA
14,4,"tool",0,0,"tools","t_202.png",202,"tbd",34.9905959522848,NA,NA,0.188850546268437,0,"1",NA,"4",NA
15,4,"tool",0,0,"tools","t_336.png",336,"tbd",36.9920054705138,NA,NA,0.294450883787725,0,"2",NA,"4",NA
16,3,"animal",0,1,"tools","a_029.png",29,"tbd",39.6938715270942,NA,NA,0.115190854238123,0,"2",NA,"1",NA
17,4,"tool",0,0,"tools","t_214.png",214,"tbd",44.1138945857177,NA,NA,0.802582040880328,0,"2",NA,"4",NA
18,4,"tool",0,0,"tools","t_347.png",347,"tbd",46.5989044588766,NA,NA,0.954703883228366,0,"2",NA,"1",NA
19,4,"animal",0,0,"tools","a_034.png",34,"tbd",49.5013382415327,NA,NA,0.283162936682044,0,"2",NA,"4",NA
20,2,"tool",0,1,"tools","t_350.png",350,"tbd",51.953124911633,NA,NA,0.732188948556342,0,"2",NA,"4",NA
21,4,"animal",0,0,"tools","a_010.png",10,"tbd",54.2880182942683,NA,NA,0.0176523255508801,0,"2",NA,"4",NA
22,3,"animal",0,1,"tools","a_107.png",107,"tbd",57.6073161601171,NA,NA,0.306945987373137,0,"2",NA,"4",NA
23,4,"tool",0,0,"tools","t_215.png",215,"tbd",59.6087664212606,NA,NA,0.710477636579588,0,"2",NA,"4",NA
24,4,"animal",0,0,"tools","a_166.png",166,"tbd",61.7769743208452,NA,NA,0.0400656065344905,0,"2",NA,"1",NA
25,4,"tool",0,0,"tools","t_299.png",299,"tbd",63.4282653580571,NA,NA,0.166797900535517,0,"2",NA,"1",NA
26,2,"animal",0,1,"tools","a_040.png",40,"tbd",67.3978307120244,NA,NA,0.796266139519117,0,"2",NA,"1",NA
27,2,"animal",0,1,"tools","a_106.png",106,"tbd",70.266645992048,NA,NA,0.834513695551563,0,"1",NA,"4",NA
28,3,"tool",0,1,"tools","t_188.png",188,"tbd",72.7684892201557,NA,NA,0.984159353950725,0,"1",NA,"1",NA
29,2,"tool",0,1,"tools","t_297.png",297,"tbd",75.7039994069729,NA,NA,0.521603423480999,0,"1",NA,"4",NA
30,4,"animal",0,0,"tools","a_007.png",7,"tbd",77.7054717501539,NA,NA,0.542721200419377,0,"2",NA,"4",NA
31,4,"animal",0,0,"tools","a_014.png",14,"tbd",80.6076166002339,NA,NA,0.627776945932389,0,"2",NA,"4",NA
32,4,"tool",0,0,"tools","t_221.png",221,"tbd",82.7758873247705,NA,NA,0.758637338120154,0,"2",NA,"4",NA
33,4,"animal",0,0,"tools","a_070.png",70,"tbd",85.0775839405894,NA,NA,0.26158747089765,0,"2",NA,"4",NA
34,2,"tool",0,1,"tools","t_218.png",218,"tbd",86.8622722557392,NA,NA,0.289329463875199,0,"1",NA,"4",NA
35,1,"tool",0,1,"tools","t_323.png",323,"tbd",88.6802640157181,NA,NA,0.65403947544492,0,"1",NA,"1",NA
36,4,"animal",0,0,"tools","a_056.png",56,"tbd",91.4989950574335,NA,NA,0.853535719974676,0,"2",NA,"1",NA
37,3,"tool",0,1,"tools","t_353.png",353,"tbd",93.9341321822216,NA,NA,0.12736820146451,0,"1",NA,"4",NA
38,4,"animal",0,0,"tools","a_140.png",140,"tbd",96.1521723982772,NA,NA,0.456412939028167,0,"2",NA,"4",NA
