trial,phase,object,toShock,seenBefore,shockedCategory,filename,num,name,onsetFixationCross,onsetStimulus,interTrialTime,response,reactionTime,wasShocked,buttonPressed,isResponseCorrect
1,2,tool,1,0,tools,t_327.png,327,tbd,0.0285776333321337,7.46024990863316,7.3084880506592,1,0.786425644607334,1,1,1
2,2,animal,0,0,tools,a_147.png,147,tbd,12.2597342906292,18.8917929266208,6.58903007956646,1,0.803420896406351,0,1,0
3,2,animal,0,0,tools,a_023.png,23,tbd,23.4577600214943,32.3061087994192,8.77893963163184,0,0.780763019663937,0,2,1
4,2,animal,0,0,tools,a_067.png,67,tbd,36.8719915402644,46.0536288551502,9.12353249373008,0,1.1286868200732,0,2,1
5,2,tool,0,0,tools,t_219.png,219,tbd,50.6196010818276,60.4510604514107,9.78521737317313,1,0.607983519168556,0,1,0
6,2,animal,0,0,tools,a_163.png,163,tbd,65.0004027465848,73.9987028365194,8.94342053100794,1,1.40322582370754,0,1,0
7,2,animal,0,0,tools,a_135.png,135,tbd,78.5647004014781,85.7632656132355,7.15371161637725,0,0.696137647769319,0,2,1
8,2,tool,1,0,tools,t_304.png,304,tbd,90.329292044592,98.6276708435707,8.25045660707231,0,0.711286412351001,1,2,0
9,2,tool,0,0,tools,t_217.png,217,tbd,103.376980936674,110.308942196686,6.86289184040556,0,1.47163244989315,0,2,1
10,2,animal,0,0,tools,a_050.png,50,tbd,114.874936875005,123.239997693297,8.30694908018635,0,0.880067596078334,0,2,1
11,2,tool,1,0,tools,t_332.png,332,tbd,127.78927744461,137.354164294748,9.50520385925153,0,1.01764420428935,1,2,0
12,2,tool,1,0,tools,t_356.png,356,tbd,142.1201149037,149.768506147303,7.59579748975244,0,1.56190216467985,1,2,0
13,2,tool,1,0,tools,t_292.png,292,tbd,154.517924329028,163.716069053597,9.15521914913609,1,0.895971377320166,1,1,1
14,2,animal,0,0,tools,a_053.png,53,tbd,168.465465104417,176.980486215376,8.45445706519244,0,0.789129143086939,0,2,1
15,2,tool,1,0,tools,t_352.png,352,tbd,181.529787776855,191.327968359906,9.74710413348819,0,1.13338274144371,1,2,0
16,2,tool,0,0,tools,t_338.png,338,tbd,196.093919610334,205.008866374283,8.87337867067699,0,0.371019263466223,0,2,1
17,2,tool,1,0,tools,t_310.png,310,tbd,209.558156709941,217.223335046544,7.60855959438187,0,0.516197677045966,1,2,0
18,2,animal,0,0,tools,a_082.png,82,tbd,221.989383159772,229.937783833065,7.87798641306397,1,0.947376016214548,0,1,0
19,2,animal,0,0,tools,a_031.png,31,tbd,234.520445969203,243.702018174326,9.08344656297596,0,1.26590195684275,0,2,1
20,2,animal,0,0,tools,a_091.png,91,tbd,248.284691857025,256.96635066134,8.59935158815172,0,1.65911328581296,0,2,1
21,2,tool,0,0,tools,t_248.png,248,tbd,261.532338604166,269.814137506731,8.22973038262207,1,1.15196147550432,0,1,0
22,2,tool,0,0,tools,t_331.png,331,tbd,274.380094979471,283.744973618722,9.30975396685343,0,1.14369478078424,0,2,1
23,2,tool,1,0,tools,t_262.png,262,tbd,288.294291537826,296.442739552011,8.10270491469653,1,1.02355251434892,1,1,1
24,2,animal,0,0,tools,a_175.png,175,tbd,301.208622485298,310.390208161408,9.12057984537754,1,1.74470504054261,0,1,0
25,2,animal,0,0,tools,a_027.png,27,tbd,314.956201877513,322.671438716681,7.66068955971212,0,0.858079099018141,0,2,1
26,2,animal,0,0,tools,a_167.png,167,tbd,327.220723599798,335.269299652492,7.98947356840594,0,0.882776226361784,0,2,1
27,2,tool,1,0,tools,t_186.png,186,tbd,339.835209976784,347.950270474337,8.07026769057601,1,1.05652756223481,1,1,1
28,2,animal,0,0,tools,a_121.png,121,tbd,352.71627989898,362.147814777843,9.39228183763417,0,0.815483843113725,0,2,1
29,2,tool,0,0,tools,t_284.png,284,tbd,366.713749157465,375.712097999538,8.9505556068178,1,1.08093666708101,0,1,0
30,2,tool,0,0,tools,t_212.png,212,tbd,380.278010568994,388.809734098186,8.47726160190489,0,0.800823882859731,0,2,1
31,2,tool,0,0,tools,t_228.png,228,tbd,393.37569541978,399.891159790306,6.47463858034617,1,1.01399613314243,0,1,0
32,2,animal,0,0,tools,a_056.png,56,tbd,404.457082944107,412.688843550584,8.1823867915256,0,1.09492532322838,0,2,1
33,2,animal,0,0,tools,a_094.png,94,tbd,417.23816275264,426.736370149366,9.4432341156772,1,0.719000475931352,0,1,0
34,2,animal,0,0,tools,a_079.png,79,tbd,431.302340451616,438.550833304937,7.1954039290585,0,1.56917264795538,0,2,1
35,2,tool,1,0,tools,t_311.png,311,tbd,443.116897904086,450.132064629982,6.99627775720803,1,1.72157150972089,1,1,1
