trial,phase,object,toShock,seenBefore,shockedCategory,responseSide,filename,num,name,onsetFixationCross,onsetForcedChoiceOptions,onsetCertaintyOptions,interTrialTime,wasShocked,buttonPressedForcedChoice,forcedChoiceRT,buttonPressedCertainty,certaintyRT
1,4,tool,0,0,animals,1,t_218.png,218,tbd,0.0155067949431213,2.98438988140731,5.11966360780798,1.78924588440167,0,1,2.10182298191694,3,4.45382586776179
2,1,tool,0,1,animals,1,t_238.png,238,tbd,9.58993617867714,12.2087553830055,14.1599880095417,1.538631526377,0,1,1.93486098485926,3,2.36676880711434
3,2,animal,0,1,animals,1,a_030.png,30,tbd,16.5289316692983,18.5972812801601,20.6155900853304,1.01042466027267,0,1,2.00153180876896,3,1.56958997997754
4,4,tool,0,0,animals,1,t_271.png,271,tbd,22.2335855725164,25.1526159066228,25.9032283488123,1.83797388880249,0,2,0.726529630304753,4,3.01391752232098
5,4,animal,0,0,animals,1,a_041.png,41,tbd,28.9223486922774,31.4744244608773,32.3417879864202,1.48079929211037,0,1,0.836050640322469,3,2.02553542744215
6,4,animal,0,0,animals,1,a_097.png,97,tbd,34.3767782860505,36.4284469215362,38.2465924938122,1.00382321349281,0,2,1.77720436087361,2,2.22803626371581
7,2,tool,0,1,animals,1,t_297.png,297,tbd,40.4817475869646,43.0838527677865,45.1688868911803,1.56464018113077,0,2,2.05794246808341,2,1.82434336013785
8,4,animal,0,0,animals,1,a_023.png,23,tbd,47.0037124245084,49.2555395124635,51.6908512889798,1.18881851212765,0,1,2.40751129737566,3,1.69340082650649
9,1,tool,0,1,animals,1,t_329.png,329,tbd,53.3922289467126,56.2612298572026,58.4630359819756,1.82213668938371,0,1,2.17797374554686,3,3.12042000567737
10,4,animal,0,0,animals,1,a_172.png,172,tbd,61.5989058629369,64.4345515977748,66.0858905668765,1.74602506521281,0,1,1.63004342166334,4,1.92084229730733
11,4,animal,0,0,animals,1,a_029.png,29,tbd,68.0207968230259,70.1225048565574,71.1900380965799,1.0489115208615,0,2,1.04233388922853,4,2.26279801661508
12,2,tool,0,1,animals,1,t_196.png,196,tbd,73.4584790018494,76.1607309416153,77.094838803898,1.64584586173045,0,1,0.901223147768974,3,2.61852630997396
13,1,tool,0,1,animals,1,t_345.png,345,tbd,79.7470027640078,82.1322715293591,82.7327652990525,1.30392118808897,0,1,0.572106917136352,4,1.26584142912884
14,4,animal,0,0,animals,1,a_154.png,154,tbd,84.017144237707,86.3023272459676,87.753514996646,1.21016886826756,0,2,1.39906868794947,3,2.50194767768528
15,3,tool,0,1,animals,1,t_334.png,334,tbd,90.2721835716902,92.5240491942392,93.4414775748836,1.18256327457063,0,2,0.872908508222167,3,1.49043620776274
16,4,tool,0,0,animals,1,t_183.png,183,tbd,94.9426881758039,97.0777602522488,99.3796280450326,1.09153042043441,0,1,2.26624959302546,2,1.67622919720645
17,4,animal,0,0,animals,1,a_064.png,64,tbd,101.113974678311,103.266124480513,104.383692945653,1.06663414727671,0,2,1.08585979321992,4,1.95739051562657
18,4,tool,0,0,animals,1,t_286.png,286,tbd,106.351959829946,109.287681635262,110.805580600908,1.89231882486373,0,2,1.49354518162784,3,2.18569284760974
19,3,tool,0,1,animals,1,t_314.png,314,tbd,113.007369103416,115.476044281376,116.326730820892,1.39920825836795,0,1,0.811521056304855,4,1.69374937678276
20,2,animal,0,1,animals,1,a_074.png,74,tbd,118.028124161711,120.847089061705,124.283209651959,1.75755630447593,0,1,3.38306699820907,1,2.12174300598588
21,2,tool,0,1,animals,1,t_269.png,269,tbd,126.418274766349,128.886945145738,130.121271554368,1.4022737363623,0,1,1.21812403514753,4,2.46079372734459
22,4,tool,0,0,animals,1,t_313.png,313,tbd,132.58996077207,135.609082236419,137.360516422599,1.94964756283655,0,2,1.72260882800663,2,1.90296462085371
23,4,animal,0,0,animals,1,a_010.png,10,tbd,139.278739400412,141.74726366106,143.031777168627,1.40653741273457,0,2,1.26022100541263,3,1.66071420601293
24,4,tool,0,0,animals,1,t_198.png,198,tbd,144.816571219095,147.035037828513,148.769584340321,1.15051712507827,0,2,1.69806177470582,3,1.60413612842649
25,4,tool,0,0,animals,1,t_289.png,289,tbd,150.38745326789,153.073284468871,153.623731124738,1.6210683600586,0,2,0.521588714206359,4,1.13461383255776
26,1,animal,0,1,animals,1,a_123.png,123,tbd,154.774663330204,157.710386412762,159.028126696993,1.89227301139809,0,1,1.2689919455313,4,1.78700018086909
27,4,animal,0,0,animals,1,a_012.png,12,tbd,160.829580147516,163.281572670462,165.41662367822,1.38461709518303,0,2,2.09280370087913,1,2.76673814170567
28,3,animal,0,1,animals,1,a_078.png,78,tbd,168.185569738845,171.137974215001,174.774251638225,1.87224050338853,0,1,3.58810001392828,1,2.3445167659371
29,2,animal,0,1,animals,1,a_086.png,86,tbd,177.126176878614,179.277910710193,181.779794801156,1.09205716147965,0,2,2.44939770611177,2,1.8984181032223
30,2,animal,0,1,animals,1,a_042.png,42,tbd,183.68150042559,186.683938883594,188.735612180495,1.93214779200969,0,1,2.00663610082631,2,2.62605250991066
31,3,tool,0,1,animals,1,t_227.png,227,tbd,191.371088719937,194.35684928183,196.275073160655,1.89347332718235,0,1,1.87898025534003,4,1.89247386948546
32,4,tool,0,0,animals,1,t_239.png,239,tbd,198.176616800739,200.595259420322,201.262456206411,1.3405041035103,0,2,0.61681938677566,3,1.35340810482239
33,4,tool,0,0,animals,1,t_343.png,343,tbd,202.630252303977,205.065549387887,206.56677244872,1.37035230180763,0,1,1.44350158680993,3,1.72726371284182
34,2,animal,0,1,animals,1,a_085.png,85,tbd,208.301507087504,210.703440543346,212.605007380571,1.36436277116532,0,2,1.85281072155215,2,1.7743179281922
35,4,animal,0,0,animals,1,a_118.png,118,tbd,214.389794432691,217.242113814748,219.727472112365,1.78731914264798,0,2,2.44832742327492,2,0.85021193245916
36,3,animal,0,1,animals,1,a_049.png,49,tbd,220.594859974081,223.380432997503,225.548847709293,1.7022639474813,0,1,2.11245102063629,2,1.30397063519604
37,3,tool,0,1,animals,1,t_309.png,309,tbd,226.866612495127,229.418685609436,230.469538839663,1.47957192440153,0,1,1.01740301727693,3,1.62933791511659
38,4,animal,0,0,animals,1,a_073.png,73,tbd,232.104205343622,235.089956811629,236.240895844314,1.89871337339392,0,2,1.12332892038876,2,1.5144319610489
39,4,animal,0,0,animals,1,a_165.png,165,tbd,237.758794046104,240.761238326077,243.14650293095,1.93216694398377,0,2,2.3471969661648,1,1.30415635539566
40,2,tool,0,1,animals,1,t_341.png,341,tbd,244.464251593955,247.066374708703,248.367427975717,1.53545450979773,0,1,1.27201073173455,4,1.69305297889252
41,1,animal,0,1,animals,1,a_026.png,26,tbd,250.068808083694,253.037883839541,253.77180932233,1.89106471550625,0,2,0.702882286762588,3,0.95291749985256
42,4,animal,0,0,animals,1,a_091.png,91,tbd,254.739278450849,257.658310272996,260.310463236335,1.8698633008331,0,2,2.62658558923681,2,1.57266069461627
43,4,tool,0,0,animals,1,t_184.png,184,tbd,261.895086374421,264.130237038479,265.114376295209,1.17059156914418,0,2,0.951912115374171,3,1.14570816708374
44,4,tool,0,0,animals,1,t_272.png,272,tbd,266.265309524072,269.034233477842,271.419488338286,1.711986037079,0,2,2.3530845412613,3,2.03288527537757
45,3,tool,0,1,animals,1,t_336.png,336,tbd,273.454484209417,276.390206638057,278.208346828108,1.86848854028496,0,2,1.78644252397567,2,1.09148084110291
46,4,animal,0,0,animals,1,a_019.png,19,tbd,279.309246777785,281.911339052197,283.279141571211,1.55494557064743,0,2,1.32141944959915,2,2.47593285368737
47,4,animal,0,0,animals,1,a_006.png,6,tbd,285.764491508201,288.016321540586,288.967093256916,1.20932734870138,0,2,0.906826881672032,2,1.12309479308374
48,1,animal,0,1,animals,1,a_112.png,112,tbd,290.101359525246,292.736826754306,293.637563263666,1.58458947959906,0,1,0.866385853392217,3,1.55863500301882
49,4,animal,0,0,animals,1,a_152.png,152,tbd,295.205504317942,297.373928426206,300.276290068023,1.13193326730931,0,2,2.8855706951415,2,1.12713589244163
50,1,animal,0,1,animals,1,a_132.png,132,tbd,301.410554253265,304.179445155528,304.946750984263,1.71633476380286,0,1,0.743241087933029,4,1.42183644530746
51,4,tool,0,0,animals,1,t_267.png,267,tbd,306.381252316148,308.783205370783,310.301103954501,1.36231809544139,0,1,1.48495358921525,3,1.56593641093139
52,2,tool,0,1,animals,1,t_333.png,333,tbd,311.885333897509,313.970761460752,315.755531953674,1.01438297519793,0,1,1.75234051911161,3,1.50852994043828
53,4,tool,0,0,animals,1,t_189.png,189,tbd,317.273450475066,320.275887778214,321.043171472874,1.9604758922392,0,2,0.741304246651453,4,1.39247357765908
54,4,tool,0,0,animals,1,t_203.png,203,tbd,322.444313758767,325.263264739083,326.614381846875,1.74718916757366,0,1,1.30738046059173,3,2.15708918067276
55,4,tool,0,0,animals,1,t_245.png,245,tbd,328.782799641305,331.168079913438,333.203063416446,1.35469739543742,0,1,2.0165686943642,3,2.55663856964009
56,4,tool,0,0,animals,1,t_209.png,209,tbd,335.77181550808,338.357252274301,340.9260062416,1.53788836448507,0,2,2.54166527794132,2,1.22591202491856
57,4,tool,0,0,animals,1,t_307.png,307,tbd,342.160348992933,344.345453435102,345.996791231201,1.14033057166815,0,1,1.63163070741814,2,1.08634225764592
58,4,tool,0,0,animals,1,t_212.png,212,tbd,347.097692503487,349.41624299433,350.200214689934,1.27750933080514,0,2,0.74598304606161,3,2.10615532701024
59,1,animal,0,1,animals,1,a_128.png,128,tbd,352.31860078733,355.187572180093,356.305102653567,1.82995432837424,0,1,1.08690910359041,4,1.38447003471322
60,2,tool,0,1,animals,1,t_232.png,232,tbd,357.706314183985,360.508588315432,360.992313782957,1.76011078279985,0,2,0.461086533285766,4,1.2713911333617
61,2,animal,0,1,animals,1,a_038.png,38,tbd,362.276681413179,365.329182099214,367.530969208846,1.98197666665896,0,2,2.16079991077322,3,1.48626226639556
