"trial","phase","object","toShock","seenBefore","shockedCategory","filename","num","name","onsetFixationCross","onsetForcedChoiceOptions","onsetCertaintyOptions","interTrialTime","wasShocked","buttonPressedForcedChoice","forcedChoiceRT","buttonPressedCertainty","certaintyRT"
1,4,"tool",0,0,"animals","t_327.png",327,"tbd",0.0241962201441197,NA,NA,0.512889014428026,0,"2",NA,"1",NA
2,1,"animal",0,1,"animals","a_012.png",12,"tbd",4.47757247646581,NA,NA,0.20780261548192,0,"1",NA,"4",NA
3,4,"tool",0,0,"animals","t_209.png",209,"tbd",6.29559217733487,NA,NA,0.38997170839173,0,"2",NA,"4",NA
4,4,"animal",0,0,"animals","a_038.png",38,"tbd",9.76481277677703,NA,NA,0.941028014168406,0,"2",NA,"4",NA
5,3,"animal",0,1,"animals","a_143.png",143,"tbd",12.2500441811632,NA,NA,0.741185461535096,0,"1",NA,"4",NA
6,2,"tool",0,1,"animals","t_260.png",260,"tbd",14.7185976503687,NA,NA,0.764659667372201,0,"1",NA,"4",NA
7,3,"animal",0,1,"animals","a_030.png",30,"tbd",16.9535654100171,NA,NA,0.0228384568923904,0,"1",NA,"4",NA
8,1,"animal",0,1,"animals","a_061.png",61,"tbd",18.704867917657,NA,NA,0.217957143004447,0,"1",NA,"4",NA
9,4,"animal",0,0,"animals","a_040.png",40,"tbd",20.3060808758921,NA,NA,0.107098685662052,0,"2",NA,"4",NA
10,1,"tool",0,1,"animals","t_316.png",316,"tbd",22.4076588313432,NA,NA,0.027522339140798,0,"1",NA,"1",NA
11,4,"animal",0,0,"animals","a_123.png",123,"tbd",24.1253078259009,NA,NA,0.506675038881385,0,"2",NA,"4",NA
12,2,"tool",0,1,"animals","t_266.png",266,"tbd",26.1768455610964,NA,NA,0.652397906810171,0,"2",NA,"4",NA
13,3,"tool",0,1,"animals","t_296.png",296,"tbd",28.6786955645604,NA,NA,0.722706252258805,0,"1",NA,"4",NA
14,4,"animal",0,0,"animals","a_027.png",27,"tbd",30.8970177833329,NA,NA,0.664642632649398,0,"1",NA,"1",NA
15,4,"tool",0,0,"animals","t_224.png",224,"tbd",33.7991776816212,NA,NA,0.612061117101243,0,"1",NA,"1",NA
16,1,"tool",0,1,"animals","t_310.png",310,"tbd",36.2678264093269,NA,NA,0.159330241499985,0,"1",NA,"4",NA
17,4,"animal",0,0,"animals","a_078.png",78,"tbd",37.8690271796057,NA,NA,0.28904143331649,0,"2",NA,"4",NA
18,4,"animal",0,0,"animals","a_120.png",120,"tbd",39.9204751088078,NA,NA,0.097799722269609,0,"2",NA,"4",NA
19,1,"tool",0,1,"animals","t_247.png",247,"tbd",41.7217421430803,NA,NA,0.766103813963444,0,"1",NA,"4",NA
20,2,"tool",0,1,"animals","t_196.png",196,"tbd",44.0901757212847,NA,NA,0.803063339652658,0,"1",NA,"4",NA
21,2,"animal",0,1,"animals","a_115.png",115,"tbd",46.2918530406527,NA,NA,0.557682879616201,0,"1",NA,"4",NA
22,2,"tool",0,1,"animals","t_182.png",182,"tbd",48.2599221989653,NA,NA,0.363043811517029,0,"1",NA,"4",NA
23,1,"animal",0,1,"animals","a_165.png",165,"tbd",50.0279106601781,NA,NA,0.031097357075857,0,"2",NA,"1",NA
24,4,"animal",0,0,"animals","a_048.png",48,"tbd",51.7127368470926,NA,NA,0.863078835486907,0,"1",NA,"4",NA
25,4,"animal",0,0,"animals","a_003.png",3,"tbd",54.0145340574618,NA,NA,0.605138586100572,0,"2",NA,"4",NA
26,2,"animal",0,1,"animals","a_152.png",152,"tbd",57.1168169899611,NA,NA,0.461134508902095,0,"1",NA,"4",NA
27,4,"tool",0,0,"animals","t_273.png",273,"tbd",59.6684195137661,NA,NA,0.324218641803867,0,"1",NA,"1",NA
28,4,"tool",0,0,"animals","t_332.png",332,"tbd",61.6366050991344,NA,NA,0.258157867115695,0,"2",NA,"4",NA
29,1,"animal",0,1,"animals","a_019.png",19,"tbd",63.5880469985055,NA,NA,0.139931011183735,0,"1",NA,"4",NA
30,3,"tool",0,1,"animals","t_325.png",325,"tbd",65.255936416537,NA,NA,0.441714816498804,0,"1",NA,"4",NA
31,3,"animal",0,1,"animals","a_044.png",44,"tbd",67.0739769652259,NA,NA,0.713328750160447,0,"2",NA,"1",NA
32,3,"tool",0,1,"animals","t_205.png",205,"tbd",70.7934140612593,NA,NA,0.00704778769573022,0,"2",NA,"1",NA
33,2,"tool",0,1,"animals","t_241.png",241,"tbd",72.5780509499692,NA,NA,0.895657970362187,0,"1",NA,"4",NA
34,4,"animal",0,0,"animals","a_113.png",113,"tbd",74.8130584808432,NA,NA,0.988074565677445,0,"2",NA,"4",NA
35,3,"animal",0,1,"animals","a_108.png",108,"tbd",77.1982171423747,NA,NA,0.45397649126717,0,"1",NA,"4",NA
36,4,"animal",0,0,"animals","a_094.png",94,"tbd",80.5339975821161,NA,NA,0.0576885432560138,0,"2",NA,"1",NA
37,3,"animal",0,1,"animals","a_047.png",47,"tbd",82.6689323701355,NA,NA,0.772781875800623,0,"1",NA,"4",NA
38,4,"tool",0,0,"animals","t_359.png",359,"tbd",86.0715262238133,NA,NA,0.932583930718327,0,"2",NA,"1",NA
39,2,"animal",0,1,"animals","a_013.png",13,"tbd",88.8570133828392,NA,NA,0.382825804378934,0,"1",NA,"4",NA
40,3,"animal",0,1,"animals","a_037.png",37,"tbd",90.5249444965105,NA,NA,0.476583933057212,0,"1",NA,"4",NA
41,2,"tool",0,1,"animals","t_185.png",185,"tbd",92.4262066556005,NA,NA,0.326850549480256,0,"1",NA,"4",NA
42,4,"tool",0,0,"animals","t_211.png",211,"tbd",94.0940749050765,NA,NA,0.925016638577905,0,"2",NA,"1",NA
43,3,"animal",0,1,"animals","a_161.png",161,"tbd",96.529252618308,NA,NA,0.457063356435273,0,"1",NA,"4",NA
44,2,"animal",0,1,"animals","a_102.png",102,"tbd",99.8317009221294,NA,NA,0.812272754083285,0,"1",NA,"4",NA
45,3,"tool",0,1,"animals","t_319.png",319,"tbd",101.89994674166,NA,NA,0.639264856728754,0,"2",NA,"4",NA
46,1,"animal",0,1,"animals","a_167.png",167,"tbd",104.585310481592,NA,NA,0.573071958823633,0,"1",NA,"4",NA
47,1,"tool",0,1,"animals","t_244.png",244,"tbd",106.436684128409,NA,NA,0.399119426087295,0,"1",NA,"4",NA
48,2,"tool",0,1,"animals","t_317.png",317,"tbd",108.604963881776,NA,NA,0.888020830025873,0,"1",NA,"4",NA
49,4,"animal",0,0,"animals","a_033.png",33,"tbd",112.091148512635,NA,NA,0.575656071192329,0,"2",NA,"4",NA
50,4,"animal",0,0,"animals","a_137.png",137,"tbd",114.075661789809,NA,NA,0.322716821858038,0,"2",NA,"4",NA
51,1,"animal",0,1,"animals","a_107.png",107,"tbd",115.776889437739,NA,NA,0.562471855945588,0,"1",NA,"4",NA
52,4,"animal",0,0,"animals","a_090.png",90,"tbd",119.663191842743,NA,NA,0.385577441658417,0,"2",NA,"4",NA
53,3,"animal",0,1,"animals","a_089.png",89,"tbd",121.381104482039,NA,NA,0.608969608205905,0,"1",NA,"4",NA
54,4,"animal",0,0,"animals","a_060.png",60,"tbd",123.382582752837,NA,NA,0.528251396127607,0,"2",NA,"4",NA
55,4,"animal",0,0,"animals","a_066.png",66,"tbd",125.183934782068,NA,NA,0.60684929451455,0,"2",NA,"4",NA
56,4,"tool",0,0,"animals","t_302.png",302,"tbd",127.085504526685,NA,NA,0.625570293107222,0,"2",NA,"1",NA
57,4,"tool",0,0,"animals","t_354.png",354,"tbd",129.820993161095,NA,NA,0.448583735884206,0,"2",NA,"4",NA
58,4,"tool",0,0,"animals","t_328.png",328,"tbd",132.406309496292,NA,NA,0.557400882766018,0,"2",NA,"4",NA
59,4,"tool",0,0,"animals","t_265.png",265,"tbd",134.157569666821,NA,NA,0.896909734303321,0,"1",NA,"1",NA
60,4,"animal",0,0,"animals","a_088.png",88,"tbd",136.742852324771,NA,NA,0.575009742545341,0,"2",NA,"4",NA
61,1,"tool",0,1,"animals","t_229.png",229,"tbd",138.677625269561,NA,NA,0.951349582663104,0,"1",NA,"4",NA
62,4,"tool",0,0,"animals","t_221.png",221,"tbd",140.945982897553,NA,NA,0.267329626259081,0,"2",NA,"4",NA
63,4,"tool",0,0,"animals","t_356.png",356,"tbd",143.414208574883,NA,NA,0.601281830711913,0,"2",NA,"4",NA
64,4,"animal",0,0,"animals","a_163.png",163,"tbd",145.933029986684,NA,NA,0.5255584002247,0,"2",NA,"4",NA
65,1,"tool",0,1,"animals","t_199.png",199,"tbd",147.984573495122,NA,NA,0.90157435555393,0,"1",NA,"4",NA
66,4,"animal",0,0,"animals","a_010.png",10,"tbd",150.252918614423,NA,NA,0.950210609860134,0,"2",NA,"4",NA
67,3,"tool",0,1,"animals","t_190.png",190,"tbd",152.754769580094,NA,NA,0.180199471760399,0,"2",NA,"4",NA
68,4,"tool",0,0,"animals","t_336.png",336,"tbd",154.372631928033,NA,NA,0.501714687776667,0,"2",NA,"4",NA
69,2,"tool",0,1,"animals","t_263.png",263,"tbd",156.140637708974,NA,NA,0.730447789915418,0,"2",NA,"4",NA
70,4,"tool",0,0,"animals","t_270.png",270,"tbd",158.175473133076,NA,NA,0.167587440641598,0,"2",NA,"4",NA
71,4,"animal",0,0,"animals","a_131.png",131,"tbd",160.110281358792,NA,NA,0.88341992200007,0,"2",NA,"4",NA
72,1,"animal",0,1,"animals","a_065.png",65,"tbd",162.712200256282,NA,NA,0.70658265938682,0,"1",NA,"4",NA
73,3,"tool",0,1,"animals","t_206.png",206,"tbd",164.913871481672,NA,NA,0.198033583458091,0,"1",NA,"4",NA
74,4,"animal",0,0,"animals","a_103.png",103,"tbd",166.531712019584,NA,NA,0.163504926259019,0,"2",NA,"4",NA
75,4,"animal",0,0,"animals","a_015.png",15,"tbd",168.099575522172,NA,NA,0.976295337801451,0,"2",NA,"4",NA
76,3,"tool",0,1,"animals","t_343.png",343,"tbd",170.784906867799,NA,NA,0.850774401674729,0,"1",NA,"1",NA
77,1,"animal",0,1,"animals","a_141.png",141,"tbd",174.737850130939,NA,NA,0.0729025989903028,0,"1",NA,"1",NA
78,2,"tool",0,1,"animals","t_311.png",311,"tbd",176.472454817785,NA,NA,0.372235949687414,0,"1",NA,"4",NA
79,1,"animal",0,1,"animals","a_042.png",42,"tbd",178.724142208254,NA,NA,0.0647986029919561,0,"1",NA,"4",NA
80,4,"animal",0,0,"animals","a_174.png",174,"tbd",180.40872559825,NA,NA,0.0249275304914849,0,"2",NA,"4",NA
81,1,"tool",0,1,"animals","t_357.png",357,"tbd",182.910617938826,NA,NA,0.964064137326175,0,"1",NA,"4",NA
82,4,"tool",0,0,"animals","t_330.png",330,"tbd",185.228989807483,NA,NA,0.0456161520297088,0,"2",NA,"1",NA
83,4,"animal",0,0,"animals","a_160.png",160,"tbd",187.430623827533,NA,NA,0.856612252570758,0,"2",NA,"4",NA
84,2,"tool",0,1,"animals","t_342.png",342,"tbd",189.64892038745,NA,NA,0.548481422102027,0,"1",NA,"1",NA
85,2,"animal",0,1,"animals","a_096.png",96,"tbd",193.468461658436,NA,NA,0.0362957457218043,0,"1",NA,"4",NA
86,1,"animal",0,1,"animals","a_073.png",73,"tbd",195.136378659737,NA,NA,0.934383605914295,0,"2",NA,"4",NA
87,4,"tool",0,0,"animals","t_232.png",232,"tbd",197.488147773659,NA,NA,0.601189522981978,0,"2",NA,"4",NA
88,4,"animal",0,0,"animals","a_087.png",87,"tbd",199.472919884537,NA,NA,0.725771564381908,0,"2",NA,"1",NA
89,4,"tool",0,0,"animals","t_271.png",271,"tbd",203.959626352364,NA,NA,0.675902272399844,0,"2",NA,"1",NA
90,3,"tool",0,1,"animals","t_322.png",322,"tbd",207.628971589696,NA,NA,0.27298505124625,0,"1",NA,"4",NA
91,2,"animal",0,1,"animals","a_024.png",24,"tbd",209.413677115843,NA,NA,0.251033889878559,0,"2",NA,"4",NA
92,1,"tool",0,1,"animals","t_300.png",300,"tbd",211.198332927959,NA,NA,0.845099452774711,0,"1",NA,"4",NA
93,3,"animal",0,1,"animals","a_136.png",136,"tbd",213.983761713089,NA,NA,0.99760123662695,0,"1",NA,"4",NA
94,2,"tool",0,1,"animals","t_321.png",321,"tbd",216.485580605191,NA,NA,0.889838468883671,0,"1",NA,"4",NA
95,2,"tool",0,1,"animals","t_331.png",331,"tbd",218.887388977162,NA,NA,0.0218250819079738,0,"1",NA,"4",NA
96,4,"tool",0,0,"animals","t_347.png",347,"tbd",220.755436068859,NA,NA,0.745693681897154,0,"2",NA,"1",NA
97,2,"animal",0,1,"animals","a_022.png",22,"tbd",222.99042820442,NA,NA,0.196077449474391,0,"1",NA,"4",NA
98,2,"animal",0,1,"animals","a_034.png",34,"tbd",224.675027951937,NA,NA,0.525565089470136,0,"1",NA,"4",NA
99,1,"tool",0,1,"animals","t_264.png",264,"tbd",227.944089286687,NA,NA,0.979039226979401,0,"1",NA,"1",NA
100,4,"animal",0,0,"animals","a_138.png",138,"tbd",230.863010498784,NA,NA,0.744553626789257,0,"2",NA,"4",NA
101,4,"tool",0,0,"animals","t_217.png",217,"tbd",233.164745165694,NA,NA,0.849313800731905,0,"2",NA,"4",NA
102,2,"animal",0,1,"animals","a_147.png",147,"tbd",235.566501257747,NA,NA,0.170941168218235,0,"2",NA,"4",NA
103,4,"animal",0,0,"animals","a_128.png",128,"tbd",237.768153238996,NA,NA,0.961356282647933,0,"1",NA,"4",NA
104,2,"tool",0,1,"animals","t_207.png",207,"tbd",240.13657494998,NA,NA,0.863912442397117,0,"1",NA,"1",NA
105,3,"tool",0,1,"animals","t_334.png",334,"tbd",243.188856150506,NA,NA,0.482208093572375,0,"1",NA,"4",NA
106,1,"animal",0,1,"animals","a_156.png",156,"tbd",245.056930825473,NA,NA,0.376212753800463,0,"2",NA,"4",NA
107,4,"animal",0,0,"animals","a_119.png",119,"tbd",247.175148869293,NA,NA,0.888562257343853,0,"2",NA,"4",NA
108,1,"animal",0,1,"animals","a_049.png",49,"tbd",249.393417204469,NA,NA,0.18057901052397,0,"1",NA,"4",NA
109,3,"tool",0,1,"animals","t_355.png",355,"tbd",251.061395787023,NA,NA,0.787804433666526,0,"1",NA,"4",NA
110,4,"animal",0,0,"animals","a_053.png",53,"tbd",253.346425256218,NA,NA,0.463685024051541,0,"2",NA,"4",NA
111,2,"tool",0,1,"animals","t_324.png",324,"tbd",255.731532279303,NA,NA,0.0272012206068052,0,"2",NA,"4",NA
112,1,"tool",0,1,"animals","t_258.png",258,"tbd",257.983235706557,NA,NA,0.490785624874386,0,"2",NA,"1",NA
113,4,"tool",0,0,"animals","t_210.png",210,"tbd",260.16816837772,NA,NA,0.682272188013872,0,"2",NA,"4",NA
114,4,"tool",0,0,"animals","t_242.png",242,"tbd",262.303106052361,NA,NA,0.112821574734548,0,"2",NA,"4",NA
115,2,"tool",0,1,"animals","t_272.png",272,"tbd",265.572201051707,NA,NA,0.11399414917178,0,"2",NA,"1",NA
116,4,"tool",0,0,"animals","t_257.png",257,"tbd",267.573721980352,NA,NA,0.184211785094582,0,"2",NA,"4",NA
117,4,"animal",0,0,"animals","a_006.png",6,"tbd",269.208248471837,NA,NA,0.945510785410488,0,"2",NA,"4",NA
118,3,"animal",0,1,"animals","a_171.png",171,"tbd",272.293899655095,NA,NA,0.137649928392605,0,"1",NA,"4",NA
119,4,"tool",0,0,"animals","t_223.png",223,"tbd",273.828383552881,NA,NA,0.278534873742168,0,"1",NA,"1",NA
120,4,"animal",0,0,"animals","a_032.png",32,"tbd",276.813908430424,NA,NA,0.733012870765707,0,"2",NA,"4",NA
121,4,"animal",0,0,"animals","a_086.png",86,"tbd",280.349881504021,NA,NA,0.857811251696079,0,"2",NA,"4",NA
122,3,"tool",0,1,"animals","t_313.png",313,"tbd",282.968503354076,NA,NA,0.87120988782957,0,"2",NA,"4",NA
123,3,"animal",0,1,"animals","a_116.png",116,"tbd",285.203505111707,NA,NA,0.386277539764315,0,"1",NA,"4",NA
124,4,"animal",0,0,"animals","a_162.png",162,"tbd",287.188307371739,NA,NA,0.474341218359162,0,"2",NA,"4",NA
125,4,"animal",0,0,"animals","a_025.png",25,"tbd",289.03971565801,NA,NA,0.575519767433811,0,"2",NA,"4",NA
126,4,"tool",0,0,"animals","t_191.png",191,"tbd",291.274695605615,NA,NA,0.182303541708509,0,"2",NA,"4",NA
127,4,"animal",0,0,"animals","a_148.png",148,"tbd",293.292858867779,NA,NA,0.236516178753976,0,"2",NA,"4",NA
128,1,"tool",0,1,"animals","t_214.png",214,"tbd",295.010805505057,NA,NA,0.581306326743263,0,"1",NA,"4",NA
129,4,"animal",0,0,"animals","a_177.png",177,"tbd",297.112410723042,NA,NA,0.648255224508383,0,"2",NA,"1",NA
130,3,"animal",0,1,"animals","a_091.png",91,"tbd",300.981944424666,NA,NA,0.0941899828894638,0,"1",NA,"4",NA
131,4,"animal",0,0,"animals","a_092.png",92,"tbd",302.449685470367,NA,NA,0.604115482160374,0,"1",NA,"1",NA
132,4,"tool",0,0,"animals","t_192.png",192,"tbd",306.636113090585,NA,NA,0.150178514885476,0,"2",NA,"1",NA
133,4,"tool",0,0,"animals","t_261.png",261,"tbd",310.355618182585,NA,NA,0.77109980186452,0,"1",NA,"4",NA
134,2,"animal",0,1,"animals","a_109.png",109,"tbd",313.1743742926,NA,NA,0.474821571633996,0,"2",NA,"4",NA
135,1,"animal",0,1,"animals","a_153.png",153,"tbd",315.325879569343,NA,NA,0.330110891101538,0,"2",NA,"1",NA
136,3,"tool",0,1,"animals","t_189.png",189,"tbd",317.460892296135,NA,NA,0.45741002091126,0,"1",NA,"1",NA
137,4,"tool",0,0,"animals","t_307.png",307,"tbd",319.996125111759,NA,NA,0.621862079759629,0,"2",NA,"1",NA
138,1,"animal",0,1,"animals","a_127.png",127,"tbd",324.449434655057,NA,NA,0.2180574078862,0,"2",NA,"4",NA
139,4,"animal",0,0,"animals","a_001.png",1,"tbd",326.083973975969,NA,NA,0.84964506276392,0,"1",NA,"4",NA
140,4,"tool",0,0,"animals","t_235.png",235,"tbd",328.869415590527,NA,NA,0.448930341597537,0,"1",NA,"1",NA
141,4,"tool",0,0,"animals","t_248.png",248,"tbd",332.005074599736,NA,NA,0.428394238738122,0,"2",NA,"4",NA
142,4,"tool",0,0,"animals","t_215.png",215,"tbd",333.856453057588,NA,NA,0.796242799381641,0,"2",NA,"4",NA
143,3,"tool",0,1,"animals","t_186.png",186,"tbd",336.141439227465,NA,NA,0.223029683378486,0,"1",NA,"4",NA
144,4,"tool",0,0,"animals","t_304.png",304,"tbd",338.35976497433,NA,NA,0.423309295859842,0,"2",NA,"4",NA
145,4,"tool",0,0,"animals","t_341.png",341,"tbd",340.895034033086,NA,NA,0.390521800977894,0,"2",NA,"1",NA
146,4,"animal",0,0,"animals","a_063.png",63,"tbd",342.746342891293,NA,NA,0.807750337193486,0,"2",NA,"4",NA
147,4,"animal",0,0,"animals","a_070.png",70,"tbd",344.948037530388,NA,NA,0.0456312297985189,0,"2",NA,"4",NA
148,4,"animal",0,0,"animals","a_054.png",54,"tbd",346.582563059666,NA,NA,0.794742085200836,0,"2",NA,"4",NA
149,4,"tool",0,0,"animals","t_333.png",333,"tbd",348.934368416722,NA,NA,0.233665268865183,0,"2",NA,"1",NA
150,3,"tool",0,1,"animals","t_309.png",309,"tbd",353.170842030438,NA,NA,0.952934700451025,0,"2",NA,"1",NA
151,4,"animal",0,0,"animals","a_041.png",41,"tbd",355.572651364616,NA,NA,0.0804217610767405,0,"2",NA,"1",NA
152,4,"tool",0,0,"animals","t_283.png",283,"tbd",357.540776330939,NA,NA,0.237374016413682,0,"1",NA,"1",NA
153,1,"tool",0,1,"animals","t_183.png",183,"tbd",360.709805002144,NA,NA,0.627422274708212,0,"1",NA,"4",NA
154,1,"tool",0,1,"animals","t_254.png",254,"tbd",362.811370128167,NA,NA,0.730734906786786,0,"1",NA,"4",NA
155,1,"tool",0,1,"animals","t_294.png",294,"tbd",364.929585606102,NA,NA,0.418245674638732,0,"2",NA,"4",NA
156,2,"animal",0,1,"animals","a_039.png",39,"tbd",367.031195314387,NA,NA,0.638836175033301,0,"2",NA,"1",NA
157,2,"animal",0,1,"animals","a_151.png",151,"tbd",370.483730280992,NA,NA,0.122556552945086,0,"1",NA,"4",NA
158,3,"animal",0,1,"animals","a_135.png",135,"tbd",372.001528866675,NA,NA,0.0542026741498133,0,"1",NA,"4",NA
159,2,"tool",0,1,"animals","t_274.png",274,"tbd",373.602737976082,NA,NA,0.891053209734026,0,"1",NA,"4",NA
160,1,"tool",0,1,"animals","t_194.png",194,"tbd",376.104588941753,NA,NA,0.595072412756371,0,"1",NA,"4",NA
161,4,"tool",0,0,"animals","t_282.png",282,"tbd",378.03934649123,NA,NA,0.643441907351523,0,"2",NA,"1",NA
162,1,"animal",0,1,"animals","a_154.png",154,"tbd",380.357785714382,NA,NA,0.432257754282064,0,"2",NA,"4",NA
163,4,"tool",0,0,"animals","t_187.png",187,"tbd",382.375895092951,NA,NA,0.23144203680783,0,"2",NA,"4",NA
164,4,"animal",0,0,"animals","a_007.png",7,"tbd",383.943790989843,NA,NA,0.467511866753836,0,"2",NA,"1",NA
165,3,"animal",0,1,"animals","a_075.png",75,"tbd",386.128717567029,NA,NA,0.08360238305554,0,"1",NA,"4",NA
166,2,"animal",0,1,"animals","a_149.png",149,"tbd",387.629883441264,NA,NA,0.499057908241639,0,"1",NA,"4",NA
167,4,"tool",0,0,"animals","t_188.png",188,"tbd",389.28109235823,NA,NA,0.940469737442839,0,"2",NA,"1",NA
168,3,"animal",0,1,"animals","a_084.png",84,"tbd",392.433415510985,NA,NA,0.32287526420695,0,"2",NA,"4",NA
169,1,"tool",0,1,"animals","t_303.png",303,"tbd",394.151353167664,NA,NA,0.731081559056974,0,"1",NA,"1",NA
170,3,"tool",0,1,"animals","t_299.png",299,"tbd",396.26960424726,NA,NA,0.981721747980376,0,"1",NA,"4",NA
171,4,"animal",0,0,"animals","a_026.png",26,"tbd",400.072479450286,NA,NA,0.907990587473817,0,"2",NA,"4",NA
172,4,"tool",0,0,"animals","t_326.png",326,"tbd",402.324126748794,NA,NA,0.46342674681995,0,"1",NA,"1",NA
173,1,"animal",0,1,"animals","a_101.png",101,"tbd",404.926093435902,NA,NA,0.316040621105493,0,"1",NA,"4",NA
174,4,"animal",0,0,"animals","a_133.png",133,"tbd",407.177773770185,NA,NA,0.997913490951061,0,"1",NA,"4",NA
175,4,"animal",0,0,"animals","a_179.png",179,"tbd",410.663681285407,NA,NA,0.644850286466065,0,"2",NA,"4",NA
176,4,"tool",0,0,"animals","t_184.png",184,"tbd",412.615118694479,NA,NA,0.201213652947872,0,"2",NA,"4",NA
177,1,"tool",0,1,"animals","t_275.png",275,"tbd",414.166271867581,NA,NA,0.494807197682727,0,"1",NA,"4",NA
178,1,"animal",0,1,"animals","a_062.png",62,"tbd",416.317909608165,NA,NA,0.0622783017058695,0,"1",NA,"4",NA
179,4,"tool",0,0,"animals","t_259.png",259,"tbd",417.902368616861,NA,NA,0.469070142913826,0,"1",NA,"1",NA
180,4,"animal",0,0,"animals","a_099.png",99,"tbd",419.770467347004,NA,NA,0.675007280495143,0,"1",NA,"1",NA
181,4,"tool",0,0,"animals","t_220.png",220,"tbd",424.974333687461,NA,NA,0.303866830020454,0,"1",NA,"1",NA
182,4,"animal",0,0,"animals","a_114.png",114,"tbd",427.693049769662,NA,NA,0.122165939227697,0,"2",NA,"4",NA
