trial,phase,object,toShock,seenBefore,shockedCategory,filename,num,name,onsetFixationCross,onsetStimulus,interTrialTime,response,reactionTime,wasShocked,buttonPressed,isResponseCorrect
1,1,tool,0,0,tools,t_211.png,211,tbd,0.0259664469590462,6.4081030795187,6.17198288413514,tool,1.13662525968721,0,1,1
2,1,animal,0,0,tools,a_123.png,123,tbd,9.02441889228794,16.5063007957447,7.42099867692355,animal,0.6868519884747,0,2,1
3,1,tool,0,0,tools,t_267.png,267,tbd,19.0726253004791,24.4048925049574,5.27054524949397,tool,1.06761715082166,0,1,1
4,1,tool,0,0,tools,t_269.png,269,tbd,26.9712186133752,34.9530010884491,7.91785712217219,tool,0.721957263887816,0,1,1
5,1,tool,0,0,tools,t_355.png,355,tbd,37.502675829342,43.018180883832,5.46042879270485,tool,0.757006089638708,0,1,1
6,1,animal,0,0,tools,a_090.png,90,tbd,45.5678652468264,50.0669277333955,4.44227793196841,animal,0.765702224312008,0,2,1
7,1,animal,0,0,tools,a_061.png,61,tbd,52.6332730860167,60.3483020389203,7.66387166099843,animal,0.646762785177998,0,2,1
8,1,tool,0,0,tools,t_294.png,294,tbd,62.9147721581253,69.7967240463345,6.83205496334931,tool,0.624754472965378,0,1,1
9,1,animal,0,0,tools,a_011.png,11,tbd,72.3630411741242,79.994885455164,7.57507162176031,animal,1.17006398710691,0,2,1
10,1,tool,0,0,tools,t_341.png,341,tbd,82.5778799301534,88.07670314713,5.44579016084149,tool,0.728582401563926,0,1,1
11,1,animal,0,0,tools,a_126.png,126,tbd,90.6264051506437,97.7583620102723,7.0619855264417,animal,0.630349083561669,0,2,1
12,1,animal,0,0,tools,a_020.png,20,tbd,100.32467047817,107.773150218194,7.39456504926207,animal,0.503988758950982,0,2,1
13,1,animal,0,0,tools,a_053.png,53,tbd,110.322863126757,114.971935459943,4.60081438879126,animal,0.892544295475545,0,2,1
14,1,tool,0,0,tools,t_273.png,273,tbd,117.521554392647,122.67056450291,5.09268093041822,tool,0.72223822925389,0,1,1
15,1,tool,0,0,tools,t_297.png,297,tbd,125.220186963717,130.485907713651,5.208135704137,tool,0.859165545823089,0,1,1
16,1,tool,0,0,tools,t_260.png,260,tbd,133.035448065858,138.684260281565,5.59563725599692,tool,0.649338621771676,0,1,1
17,1,animal,0,0,tools,a_122.png,122,tbd,141.250641556699,146.332945164795,5.01155188870764,animal,0.511913842550712,0,2,1
18,1,animal,0,0,tools,a_079.png,79,tbd,148.899267103635,153.748257841401,4.79618929995404,animal,0.577910233620969,0,2,1
19,1,animal,0,0,tools,a_078.png,78,tbd,156.314602552548,164.163079790826,7.79123498574944,animal,0.597543490426688,0,2,1
20,1,tool,0,0,tools,t_209.png,209,tbd,166.729394673458,173.26144878046,6.4849537432673,tool,0.869577621945155,0,1,1
21,1,tool,0,0,tools,t_348.png,348,tbd,175.844391296101,180.876627260822,4.98873611755067,tool,0.692657323095773,0,1,1
22,1,animal,0,0,tools,a_099.png,99,tbd,183.42635043296,188.775327699782,5.3003275007259,animal,0.569400126245,0,2,1
23,1,animal,0,0,tools,a_054.png,54,tbd,191.341640657995,197.807030920813,6.41248465666524,animal,0.50296047702841,0,2,1
24,1,animal,0,0,tools,a_074.png,74,tbd,200.390008396756,206.055539655436,5.60374238741863,animal,0.605102934166553,0,2,1
25,1,tool,0,0,tools,t_222.png,222,tbd,208.60522305622,214.720623165656,6.06409659643331,tool,0.88621872589556,0,1,1
26,1,animal,0,0,tools,a_037.png,37,tbd,217.286947028917,224.202265478783,6.86768215720723,animal,0.682886399675226,0,2,1
27,1,tool,0,0,tools,t_285.png,285,tbd,226.768578436996,234.7836870609,7.95381626295421,tool,1.01704306416786,0,1,1
28,1,tool,0,0,tools,t_258.png,258,tbd,237.350011244898,242.698935590162,5.28906623456838,tool,0.716074631716765,0,1,1
29,1,animal,0,0,tools,a_063.png,63,tbd,245.248614821369,252.980412210701,7.66805603178452,animal,0.606024410761165,0,2,1
30,1,tool,0,0,tools,t_358.png,358,tbd,255.530089838224,262.528647485197,6.94027591075447,tool,0.879294340859815,0,1,1
31,1,animal,0,0,tools,a_014.png,14,tbd,265.095014327178,271.460424219084,6.29849443494835,animal,0.665901145225234,0,2,1
32,1,tool,0,0,tools,t_234.png,234,tbd,274.026749044554,281.675168678517,7.60207629487498,tool,1.22756630763706,0,1,1
33,1,tool,0,0,tools,t_220.png,220,tbd,284.224909170437,292.006739563577,7.7253053663075,tool,0.774495862948243,0,1,1
34,1,animal,0,0,tools,a_072.png,72,tbd,294.556373891643,301.255001651663,6.63522913139814,animal,0.468599310803711,0,2,1
35,1,animal,0,0,tools,a_042.png,42,tbd,303.821415641942,310.220131797002,6.34369466119115,animal,0.490886343225611,0,2,1
36,1,animal,0,0,tools,a_036.png,36,tbd,312.769791142532,319.91832944908,7.09560388078128,animal,0.470040380884257,0,2,1
37,1,tool,0,0,tools,t_216.png,216,tbd,322.484676084649,330.399819091529,7.84520983805376,tool,0.862095796491758,0,1,1
38,1,animal,0,0,tools,a_161.png,161,tbd,332.949466890538,338.115055881827,5.09931893928998,animal,0.563196436618,0,2,1
39,1,animal,0,0,tools,a_136.png,136,tbd,340.681402838132,346.980069343148,6.25006186420225,animal,0.759431821447379,0,2,1
40,1,tool,0,0,tools,t_187.png,187,tbd,349.529825230431,356.111878663885,6.52475827410293,tool,0.821166904463553,0,1,1
41,1,animal,0,0,tools,a_173.png,173,tbd,358.661518123738,362.843937132906,4.12622657590365,animal,0.46939185123756,0,2,1
42,1,tool,0,0,tools,t_299.png,299,tbd,365.410317766566,372.708906332559,7.24562840286487,tool,0.504780657910942,0,1,1
43,1,tool,0,0,tools,t_272.png,272,tbd,375.25854803757,381.640668088603,6.33490175044261,tool,0.54248476617795,0,1,1
44,1,animal,0,0,tools,a_050.png,50,tbd,384.20694983857,388.772579306834,4.50917441909527,animal,0.48889200230451,0,2,1
45,1,tool,0,0,tools,t_195.png,195,tbd,391.322315629177,397.037819913899,5.6598495307621,tool,0.528005845237203,0,1,1
46,1,tool,0,0,tools,t_200.png,200,tbd,399.60414473937,407.452658541633,7.78876088399413,tool,0.565609659694928,0,1,1
47,1,animal,0,0,tools,a_031.png,31,tbd,410.018950331222,415.101036159085,5.00456993433365,animal,1.51865669060271,0,2,1
48,1,tool,0,0,tools,t_356.png,356,tbd,417.70088919752,425.032807119711,7.25248662558747,tool,0.709250958011125,0,1,1
49,1,animal,0,0,tools,a_059.png,59,tbd,427.59907645773,434.564400648783,6.89734340233259,animal,0.473084493088209,0,2,1
50,1,tool,0,0,tools,t_307.png,307,tbd,437.114062880944,441.87975508531,4.7066645713953,tool,0.841052901804233,0,1,1
51,1,animal,0,0,tools,a_051.png,51,tbd,444.446082476675,450.194912910227,5.67502766547427,animal,0.421175500207937,0,2,1
52,1,tool,0,0,tools,t_281.png,281,tbd,452.744595028065,458.910018519207,6.10026335645295,tool,0.614526178982942,0,1,1
53,1,animal,0,0,tools,a_153.png,153,tbd,461.476348797202,469.158194329115,7.62529593760766,animal,0.50379759986572,0,2,1
54,1,tool,0,0,tools,t_271.png,271,tbd,471.707829619392,479.572952451933,7.80290184353307,tool,0.804495971998676,0,1,1
55,1,animal,0,0,tools,a_148.png,148,tbd,482.122625589142,486.821652345641,4.65471585426179,animal,0.845134276558838,0,2,1
56,1,animal,0,0,tools,a_178.png,178,tbd,489.38798518953,495.486794229943,6.03568334545348,animal,0.838295207490773,0,2,1
57,1,tool,0,0,tools,t_321.png,321,tbd,498.053110395523,502.952089875429,4.84239236281688,tool,0.723396409547604,0,1,1
