trial,phase,object,toShock,seenBefore,shockedCategory,responseSide,filename,num,name,onsetFixationCross,onsetForcedChoiceOptions,onsetCertaintyOptions,interTrialTime,wasShocked,buttonPressedForcedChoice,forcedChoiceRT,buttonPressedCertainty,certaintyRT
1,3,tool,0,1,tools,1,t_284.png,284,tbd,0.0133049599049855,3.06579150188884,4.65040136687992,1.81309957926721,0,1,1.54672044945198,4,2.33816030588764
2,3,tool,0,1,tools,1,t_194.png,194,tbd,7.01900111157715,9.35421577371744,10.2882914852555,1.27468949160319,0,2,0.906245358004412,4,3.58066023822323
3,1,tool,0,1,tools,1,t_271.png,271,tbd,13.9074790865519,16.3932455106565,18.4782731926985,1.41888992646806,0,1,2.05147426588189,4,2.02049118058301
4,3,tool,0,1,tools,1,t_236.png,236,tbd,20.5132491145869,22.7817489144709,24.3329938905731,1.22211523791044,0,2,1.52429874463792,3,1.67294192868189
5,3,animal,0,1,tools,1,a_112.png,112,tbd,26.0177021441316,28.3696151054178,29.0535009851194,1.27899622097624,0,1,0.657547513963323,4,1.44971805902355
6,2,animal,0,1,tools,1,a_177.png,177,tbd,30.5213509324296,32.9066180491787,33.9574733923683,1.31854730504533,0,1,1.00301906946481,4,1.5152660040942
7,4,tool,0,0,tools,1,t_228.png,228,tbd,35.4920402448703,38.2109118260566,39.2784364712657,1.65623661312989,0,2,1.02389958731749,4,1.19508070450706
8,4,tool,0,0,tools,1,t_211.png,211,tbd,40.4794179443907,42.814649697458,45.0998209385218,1.27212082226423,0,1,2.24642153397679,3,1.16824767668788
9,4,animal,0,0,tools,1,a_163.png,163,tbd,46.2841216831255,48.7527868644827,50.2039621674617,1.39959817318053,0,2,1.41207027590019,3,2.89592554365731
10,4,tool,0,0,tools,1,t_322.png,322,tbd,53.1227899655865,56.0920570861834,57.3764297351098,1.88163724995375,0,2,1.24535865305495,3,2.14665042491072
11,4,tool,0,0,tools,1,t_299.png,299,tbd,59.5281766511471,61.7299534518986,62.5639596576486,1.15993740135939,0,2,0.811264200901405,4,2.15247066567349
12,4,tool,0,0,tools,1,t_343.png,343,tbd,64.7323972059019,67.6180624564107,69.7197560434913,1.83014268988287,0,2,2.07340131142166,3,1.3450340956141
13,4,tool,0,0,tools,1,t_321.png,321,tbd,71.0708612703252,73.3894031818569,74.5903315386591,1.26261937072835,0,1,1.17441401145993,3,1.81234421460806
14,4,tool,0,0,tools,1,t_339.png,339,tbd,76.4084052681449,78.5602603760952,79.4776666503379,1.09417354910535,0,2,0.876673268264312,4,0.669128690427215
15,2,tool,0,1,tools,1,t_359.png,359,tbd,80.1615562115093,82.8136926502975,83.6810698918655,1.59534741039877,0,1,0.826892162767649,4,1.13563334379273
16,4,animal,0,0,tools,1,a_081.png,81,tbd,84.8319973555151,87.1004908899372,88.5349959956203,1.21463277094787,0,2,1.37194829974828,3,2.04269678058995
17,4,animal,0,0,tools,1,a_091.png,91,tbd,90.586665585541,93.4723170668074,94.2729816773189,1.82763158610544,0,1,0.776997284648246,4,0.641378566323397
18,4,animal,0,0,tools,1,a_136.png,136,tbd,94.9235024966105,97.5756587679025,98.7432581775438,1.60649451740895,0,2,1.13110335767692,3,1.07453459061605
19,1,animal,0,1,tools,1,a_074.png,74,tbd,99.8274766176897,102.496292677771,103.146833593127,1.59736236093277,0,1,0.611416125503865,4,0.648177778487934
20,4,tool,0,0,tools,1,t_239.png,239,tbd,103.814040967135,106.783104449587,107.900676395357,1.89063388270857,0,2,1.0761309660885,3,0.971545850029202
21,3,tool,0,1,tools,1,t_182.png,182,tbd,108.884813309168,111.970639745118,113.071530790845,1.98685470963678,0,1,1.05365808053193,4,0.744846579337036
22,4,tool,0,0,tools,1,t_324.png,324,tbd,113.822141242669,116.274121029525,117.925462900688,1.36355006093791,0,1,1.60639539027784,3,0.691935108389657
23,4,tool,0,0,tools,1,t_257.png,257,tbd,118.626031802849,121.044661440632,122.228944408225,1.31710233531432,0,2,1.13008712817361,3,2.50487994707635
24,1,animal,0,1,tools,1,a_033.png,33,tbd,124.747652080516,126.882718078389,127.649967319289,1.0497158407911,0,1,0.721221301652122,4,0.759924943041256
25,3,animal,0,1,tools,1,a_057.png,57,tbd,128.417285251624,130.819240855864,131.619838770454,1.33679116847769,0,1,0.768323784011386,3,0.564759210655666
26,4,tool,0,0,tools,1,t_328.png,328,tbd,132.187019381356,134.822468852654,135.839972232529,1.58247203578242,0,2,0.978514581127456,3,0.578242108053473
