trial,phase,object,toShock,seenBefore,shockedCategory,filename,num,name,onsetFixationCross,onsetStimulus,interTrialTime,response,reactionTime,wasShocked,buttonPressed,isResponseCorrect
1,3,animal,0,0,animals,a_161.png,161,tbd,0.014222425938442,6.82933023508167,6.72819172912126,animal,0.646079106742036,0,1,1
2,3,tool,0,0,animals,t_249.png,249,tbd,9.41241144658761,14.2113393047321,4.73998392112853,tool,1.18729008051196,0,2,1
3,3,tool,0,0,animals,t_340.png,340,tbd,16.7776353445615,21.3266080249582,4.49393881860238,tool,0.672306619041137,0,2,1
4,3,tool,0,0,animals,t_343.png,343,tbd,23.8762260174922,31.8745117066692,7.92753414551845,tool,0.896610318584862,0,2,1
5,3,animal,0,0,animals,a_145.png,145,tbd,34.424151829689,41.0061111217829,6.52902222868854,animal,1.45829135028862,0,1,1
6,3,animal,0,0,animals,a_142.png,142,tbd,43.5557137191963,50.1543632463895,6.52664517000628,animal,0.529346567134326,0,1,1
7,3,animal,0,0,animals,a_016.png,16,tbd,52.7205839142748,59.8523555623001,7.07197916756432,animal,0.648833871130591,0,1,1
8,3,tool,0,0,animals,t_186.png,186,tbd,62.4186657143237,70.3670282347744,7.88652724589724,tool,1.12027800720944,0,2,1
9,3,animal,0,0,animals,a_075.png,75,tbd,72.9332703916821,78.0154485831467,5.03060077617433,animal,0.958052886285714,0,1,1
10,3,tool,0,0,animals,t_308.png,308,tbd,80.5817892046798,88.0135726235576,7.36597911529265,tool,0.973127595919323,0,2,1
11,3,tool,0,0,animals,t_313.png,313,tbd,90.5631803526776,96.4952468172619,5.86350334141882,tool,0.621755778419811,0,2,1
12,3,animal,0,0,animals,a_031.png,31,tbd,99.0448574329675,106.909669992564,7.78991379509445,animal,0.63969109389609,0,1,1
13,3,tool,0,0,animals,t_306.png,306,tbd,109.492773976019,113.941828795798,4.37541069395033,tool,0.822681987361193,0,2,1
14,3,animal,0,0,animals,a_030.png,30,tbd,116.507990769786,123.456466829251,6.8920757984106,animal,0.596304757514645,0,1,1
15,3,tool,0,0,animals,t_323.png,323,tbd,126.022918744677,131.654904801829,5.58448538766221,tool,0.820179318071951,0,2,1
16,3,tool,0,0,animals,t_319.png,319,tbd,134.221300589211,139.886754676311,5.60697574517066,tool,0.94948357729254,0,2,1
17,3,tool,0,0,animals,t_334.png,334,tbd,142.453044301507,150.151367933242,7.63411544936016,tool,1.22019009465657,0,2,1
18,3,animal,0,0,animals,a_021.png,21,tbd,152.700944551389,159.316297784413,6.5513145498579,animal,0.634489467529875,0,1,1
19,3,animal,0,0,animals,a_143.png,143,tbd,161.882554694977,169.79757138425,7.84299405801376,animal,1.32145182100749,0,1,1
20,3,tool,0,0,animals,t_325.png,325,tbd,172.34715794508,178.162591617608,5.76858351625561,tool,0.707722452473718,0,2,1
21,3,tool,0,0,animals,t_355.png,355,tbd,180.712208647947,185.244535354216,4.4649237603004,tool,0.671976265412013,0,2,1
22,3,animal,0,0,animals,a_136.png,136,tbd,187.794170345529,192.126515076918,4.27785769028983,animal,0.675200901710014,0,1,1
23,3,tool,0,0,animals,t_205.png,205,tbd,194.692796042358,202.657766369867,7.90785945173357,tool,0.871427750094881,0,2,1
24,3,animal,0,0,animals,a_044.png,44,tbd,205.207419963617,210.87285544828,5.61019136730946,animal,0.692311936772512,0,1,1
25,3,animal,0,0,animals,a_168.png,168,tbd,213.42245740423,218.454708578188,4.96236156098764,animal,0.601819097267253,0,1,1
26,3,tool,0,0,animals,t_240.png,240,tbd,221.021005580213,226.703097623149,5.61809826560794,tool,0.690503972299211,0,2,1
27,3,tool,0,0,animals,t_289.png,289,tbd,229.252662053492,235.551379672021,6.24547139620932,tool,0.594539450354659,0,2,1
28,3,tool,0,0,animals,t_292.png,292,tbd,238.117641393561,243.482960228112,5.32730404808762,tool,0.686182754391211,0,2,1
