"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-3.02458019826396,0.0960598085269598,-31.4864275147404,1.33249387121294e-217
"condition1",0.098859594805055,0.0690724573964297,1.43124479034627,0.152360070794562
"phaseone",2.65459893494786,0.0688448205446528,38.5591670360457,0
"phasethree",2.07172431617439,0.070102327028537,29.5528608534071,6.03413135563937e-192
"phasetwo",2.28147551903432,0.069351054984798,32.8974882867237,2.38736371202543e-237
"condition1:phaseone",-0.182187134741436,0.0950221277851276,-1.91731272481515,0.0551982143032378
"condition1:phasethree",0.0881470556464361,0.0968669404897976,0.909980796345272,0.362832637420319
"condition1:phasetwo",0.521212426572152,0.0953000817553026,5.46917082306859,4.52145817774046e-08
