"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.21654391613519,0.0653755435374775,-18.6085476358264,2.73943016682131e-77
"condition1",-0.0256012574074346,0.04082884965999,-0.627038420642119,0.530634050702325
"phaseone",1.83193043756514,0.0543631555171441,33.6980151379811,6.18091952038839e-249
"phasethree",1.35008108031049,0.0530104656969984,25.4681988275183,4.43858131576908e-143
"phasetwo",1.68661653925188,0.053778069511963,31.3625341065224,6.56457553576395e-216
"condition1:phaseone",0.107554894689576,0.0761205197568517,1.41295533757695,0.157668856576086
"condition1:phasethree",0.210769403145112,0.0744467894733443,2.83114160645675,0.0046382181241972
"condition1:phasetwo",0.413336984187389,0.0764124226800612,5.4092903966418,6.32749577357576e-08
