"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.38258858550489,0.0798896722600898,-17.3062242764461,4.22210106256493e-67
"condition1",-0.0270675649958986,0.0428902577433815,-0.631088886381791,0.527982407388721
"phaseone",2.13628776308514,0.056979779078811,37.4920330970458,1.24199717552191e-307
"phasethree",1.59605286442189,0.0549610006554569,29.0397344551154,2.07407418801593e-185
"phasetwo",1.8846022020549,0.0558475083300993,33.7455019643048,1.2444852973763e-249
"condition1:phaseone",-0.0210668763666155,0.0793331459917837,-0.265549488845398,0.790586191183609
"condition1:phasethree",0.131239556192232,0.0771181947941506,1.70179756596412,0.088793322954303
"condition1:phasetwo",0.696846606423758,0.0808471811759059,8.61930615623532,6.73610294881888e-18
