"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-2.83384077248516,0.105978152454459,-26.739858233544,1.62013600058897e-157
"condition1",0.0925531455317785,0.0604142447833955,1.53197554423814,0.125528469787859
"phaseone",2.21344858378304,0.10212174019667,21.6746069888771,3.56265288724915e-104
"phasethree",1.96920937839076,0.102657719420194,19.1822825357193,5.20447118339947e-82
"phasetwo",2.10670447560104,0.102546769327204,20.5438405268431,8.73727984242745e-94
"condition1:phaseone",0.0817647611762416,0.0872355372112369,0.937287300452475,0.348610793671943
"condition1:phasethree",0.0875587757460195,0.0883274786473025,0.991297126182527,0.321540515862936
"condition1:phasetwo",0.624271984774335,0.087341057546644,7.14752033361797,8.83594350359686e-13
