,phase,T,dof,tail,p-val,cohen-d,BF10,sig
0,1,0.1725534617531602,77,two-sided,0.8634551846972387,0.018919691602891288,0.254,
1,2,6.596310076180561,77,two-sided,4.781587696562559e-09,0.7737869860168771,4728000.0,***
2,3,1.9034561724908383,77,two-sided,0.06071811641491265,0.1900581876670156,1.382,~
